fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,BFGS,DE,Elitist,MLSL,Non-elitist,PSO,pred_t0,pred_t1,pred_t2,pred_t3,pred_t4,pred_t5,pred_t6,pred_t7,pred_t8,pred_t9,pred_t10,pred_t11,pred_t12,pred_t13,pred_t14,pred_t15,switch
1,1,0,1,0.2294788672372765,0.0646777916903817,0.6666666666666666,0.6648569370774746,0.0164874477828026,7.186897044387359e-09,7.698139990591132e-09,0.0002350038958472,0.85321881117368,0.9999999999999956,8.145938723634182e-13,0.9999999999999998,0.1704590818363273,0.1430536451169188,0.0259680713600933,0.5500222321031571,0.131868131868132,0.2103279376911291,0.3740870976467407,0.0498084291187739,0.3874976681954726,0.0137288461141964,0.0179465067506472,0.0234906288430139,0.0381568752393093,0.0183156669236775,0.0243222117602861,0.0366486027772572,0.0571215447195585,0.4793247212019269,0.532734468591533,0.5391100858864404,0.5943111454796235,0.4726675886072226,0.6366011823986258,0.6755591379885841,0.7403661358594364,0.3072445760219369,0.0348525469168901,6.5527838252548e-08,0.0251572327044024,0.4166666666666666,0.8081153098445533,0.7994427988070001,0.977122225243738,0.0476423858115564,0.7856656159679805,-5.907555194237393,-5.822781302138931,-5.723338378629399,-5.5860937958267645,-5.838507429611191,-1.3308796866212032,-0.3010299956635467,-0.4570595516488394,-0.4759688541847517,-0.3057235730380347,-0.3298071321248966,-0.3027937728302403,-0.3155974739926097,-0.430343727651483,-0.2990813236708299,-0.4097385515082571,-0.5818039273180978,-0.3011444665210553,-0.4732638030366543,-0.476406457642368,-0.3118863234042721,-0.4185580664460062,False
1,1,1,1,0.2080539519272651,0.0475375456717605,0.3333333333333333,0.7775574537043123,0.0164874475859596,8.000422990290294e-10,6.1440714684211715e-09,0.0021451690772633,0.8518718036730241,0.9999999999999936,5.64968026449896e-13,0.9999999999999984,0.1704590818363273,0.0983493810178817,0.0392022008253094,0.5277901289461988,0.1087021087021088,0.2395795068162967,0.2848255342169327,0.0344827586206896,0.3833654448803361,0.0095875272569375,0.0128225731937998,0.0177304497152724,0.0335649546907149,0.0115538178396084,0.0164572990748,0.0252330542033762,0.0467847583528428,0.5198573349764605,0.5780271015672216,0.58531544480448,0.6466253803025289,0.4851038696308714,0.6536763861464298,0.6932706919018806,0.7599337008891259,0.3439455692439213,0.0268096514745308,2.2370235084916805e-07,0.0345911949685534,0.3645833333333333,0.8226877107488477,0.8272867454485162,0.974806459965096,0.0892543167532428,0.813832793372433,-5.832469591947305,-5.707173809857809,-5.628621536527157,-5.691499174866759,-5.781073426490005,-2.0386382701205035,-0.3028369736615593,-0.4649149960594705,-0.3046012742146634,-0.4282792015269742,-0.3311696064844846,-0.3084163652090974,-0.3783838542285589,-0.3079256322701094,-0.3063797184602369,-0.3121947703104489,-0.361619976198454,-0.5939209788665109,-1.196039832723835,-0.7077559670524769,-0.4167271717137819,-0.3133877210770112,False
1,1,2,1,0.2190083308489443,0.0575312188293048,0.3333333333333333,0.6065751266261369,0.016487442701448,1.516093813953395e-08,6.277367492216941e-09,4.6746823537201936e-05,0.8089334757352331,0.9999999999999905,1.5933138292620937e-12,0.9999999999999962,0.1704590818363273,0.0670563961485557,0.0583089752407152,0.5949310804802135,0.0302940302940303,0.5796578621840279,0.2126048147146334,0.090311986863711,0.1486585691404164,0.0195224108762168,0.0330570560335904,0.0478179458571152,0.1051628355156125,0.0166525420106742,0.0307206878913582,0.0535424111315943,0.1050439744319117,0.4464797275068277,0.4998222303329183,0.5091984743674693,0.5791195047855991,0.3895822841602012,0.5276659351038159,0.5634554845338746,0.6312108652714474,0.4293597389876631,0.0214477211796247,4.5305473905078294e-07,0.0880503144654088,0.5208333333333334,0.8695788413549088,0.8496932144873588,0.9799206892114944,0.0415966510000231,0.752312671780705,-5.767872034565852,-5.717513463378274,-5.408633651856198,-5.46404742537581,-5.598755305176988,-1.637710091678093,-0.3413118362603723,-0.5266303822294578,-0.4670604743515696,-0.3785456376330502,-0.4501736560011349,-0.3768886730001565,-0.4858403293158898,-0.4038986053089765,-0.42799136950794,-0.4434885686149715,-0.4507847464389809,-0.3229899541717241,-0.4040101694007046,-0.3555702748886341,-0.3156509478940495,-0.3260565873843015,False
1,1,3,1,0.2187103770884357,0.0550290867121322,0.5,0.3550405481980762,0.0164874418528262,1.0728447707050617e-08,5.7011086691371196e-09,8.114922587775228e-05,0.7375927082569422,0.9999999999999888,3.4989590452029528e-12,0.9999999999999974,0.1904191616766468,0.0759972489683631,0.0555739050573549,0.5944864384170745,0.1550341550341552,0.194260442276012,0.3746280768190426,0.0632183908045977,0.329842645803818,0.0142885865904763,0.0234023439593712,0.0306884598002759,0.0575343164421232,0.0126719145671217,0.026546707967314,0.039871652243936,0.0719264658287707,0.5335974189398561,0.5951366487961489,0.6033981752327209,0.6700129880079689,0.4774768199338054,0.6456717880089428,0.6853236977937213,0.7537061242874344,0.3806424089363254,0.0241286863270778,1.7343679512904797e-07,0.0377358490566037,0.3750000000000001,0.8611010372422767,0.8637975864686922,0.9777629951015488,0.0434527330984846,0.7416684758837133,-5.366188688664128,-5.288732074297056,-5.223295108467814,-5.145865823097082,-5.20861892313639,-1.535371578503849,-0.3516853575053925,-0.4467464918640513,-0.3846149770282545,-0.4147969189776164,-0.3351344494227401,-0.3092047052818727,-0.3732425463290316,-0.3165766094538939,-0.3361642513177126,-0.6092381697816835,-0.3423233548735613,-0.3421112063016933,-0.3928417408829199,-0.3562783201043604,-0.3528740058189882,-0.3311793426797901,False
1,1,4,1,0.2924917652444161,0.1117690728010774,0.6666666666666666,0.4004435394385175,0.0164874450744273,2.7698278766524673e-09,5.348717723454357e-09,0.0004881377157087,0.7128956264093531,0.999999999999984,3.796078026774958e-12,0.9999999999999976,0.2003992015968063,0.1384112792297111,0.0305392067389372,0.5722543352601157,0.1550341550341552,0.1878267306717695,0.4482012442520963,0.0487137383689108,0.4599051996926801,0.0179322100265762,0.0286407225296019,0.0392506161004025,0.0629504546929591,0.017486265982193,0.0311461726374554,0.0475589712170531,0.0729621696357753,0.5065928248779779,0.5654609416097511,0.5742033343918356,0.6363183908547185,0.4487322060827163,0.6067194689233487,0.6445900556982218,0.7081268543459014,0.3913277698922439,0.0160857908847185,1.0664536821236558e-07,0.0597484276729559,0.4374999999999999,0.8804677710596935,0.8544647034975998,0.9852840266436612,0.0827875149088042,0.7569569874704898,-5.590100194901952,-5.57959844524996,-5.350719436841608,-5.455270314384938,-5.431605251031159,-1.722428083239936,-0.4536519419409222,-0.5189945342488899,-0.4068229266864683,-0.4476467420948002,-0.3482138434219936,-0.310211081390115,-0.3990182875117513,-0.3283188715387792,-0.3055999695215095,-0.5537840395783826,-0.347402530503542,-0.4250441290837375,-0.3940432832001215,-0.3240576523884595,-0.3374017544739993,-0.3002477944819232,False
1,1,5,1,0.3188165349447365,0.1180875715614776,0.6666666666666666,0.6871687528598189,0.0164874482716336,4.5200196199552655e-09,7.0696513415917615e-09,0.0003776807625011,0.8931073662933825,0.9999999999999912,4.793495847921648e-12,0.999999999999999,0.1704590818363273,0.125171939477304,0.0301664848456102,0.516674077367719,0.0775170775170776,0.3051881723184329,0.3226940762780634,0.0429666119321292,0.374705875191953,0.0186295022023351,0.0260671803413976,0.0341397239481577,0.0624547492657285,0.0212688137708862,0.0353575116026415,0.0516340846929586,0.0917818438920374,0.5605322476535828,0.6244277894442423,0.6334888127556682,0.7035997959088987,0.5095230025927662,0.6881384196175526,0.7306194153678891,0.8035045387157815,0.3609692761854461,0.0187667560321716,1.7343679512904797e-07,0.0314465408805031,0.4374999999999999,0.8444651492349362,0.8822384760887774,0.9915298440036032,0.037967361808157,0.8319120975526674,-5.748586573548463,-5.6847042339750296,-5.541511059747523,-5.382475257707982,-5.470061792518471,-1.7357748839949538,-0.6654142851075578,-0.4116630640994994,-0.4509005469717953,-0.3540529925479169,-0.3824941864228389,-0.3084163652090973,-0.3633236250730786,-0.311452319172413,-0.3846118551632542,-0.4120364394868557,-0.3822304791857069,-0.4511906544867109,-0.3883707850865761,-0.3387220811446388,-0.3441759592113704,-0.3418043336496092,False
1,1,6,1,0.2301887286645636,0.0596423111344588,0.5,0.6072246602069731,0.0164874468551456,4.695234983800177e-10,7.53646127825387e-09,0.0045301290312992,0.7398688197488329,0.9999999999999876,3.634009844481973e-12,0.9999999999999974,0.1904191616766468,0.0983493810178817,0.0425207895209944,0.5944864384170745,0.0617760617760617,0.3978415610255957,0.3097105761428186,0.0071154898741105,0.6794520215502596,0.0178808653928819,0.0223025164871895,0.0293983982164791,0.0560616865901122,0.0188232205171552,0.0262468879138403,0.038595598589715,0.0714853232006455,0.5312200369313147,0.5907116504554513,0.5988373968370662,0.6649509880981221,0.478281697584597,0.6445671167939272,0.6839326009617042,0.7524379793679963,0.2925897431028372,0.0268096514745308,1.972962418221125e-07,0.0566037735849056,0.3541666666666666,0.8715300490001148,0.8532758261623234,0.9765448549255816,0.1082863344119425,0.7497744076643151,-5.506769813586498,-5.642725436784313,-5.166689965289749,-5.288705871595525,-5.489249803090615,-1.5198478262554886,-0.3037084545768842,-0.4026385596830658,-0.3739792544517658,-0.3850606497457473,-0.3381824852460042,-0.3092047052818727,-0.3450250224056382,-0.3147813084373621,-0.3361642513177126,-0.4208906459815338,-0.3533483276717139,-0.3318396368135157,-0.4300020342829423,-0.3508886642507306,-0.3605016793989345,-0.3311793426797901,False
1,1,7,1,0.1731354075668793,0.028414319753557,0.1666666666666666,0.4243393097180522,0.016487443091808,9.13762875035565e-10,5.581132461656831e-09,0.0016971250124785,0.6786588770978605,0.9999999999999798,1.302929442329316e-12,0.9999999999999968,0.1704590818363273,0.0670563961485557,0.0583089752407152,0.538906180524678,0.1315711315711316,0.2071054498728777,0.4679469840411147,0.0424192665571976,0.5185859452268211,0.0125629238587626,0.018147177510397,0.025854024518761,0.0502705718336234,0.0147364561731697,0.0233424888115363,0.0362550891201912,0.0703206254572703,0.5445743198932018,0.6063206320887407,0.6150337201230716,0.6822436546388545,0.4949035483825764,0.6676271044600263,0.7086853107584196,0.7791138464315507,0.2404028357240759,0.0294906166219839,1.5187840513997724e-07,0.0062893081761006,0.4895833333333333,0.8935398233507545,0.9055959348819602,0.9934758355617974,0.042079210034894,0.7420036841794039,-4.990648763985685,-5.126142286286795,-4.920256664019439,-4.880052918431182,-4.953583044882995,-1.5450041299440351,-0.7326335705276146,-0.7106791421845443,-0.5713695387479067,-0.533744862395901,-0.4466830598972983,-0.4450719740983804,-0.7173033459042899,-0.4304706484348352,-0.3901354903336839,-0.5249208090432351,-0.6575300423456215,-0.4638860995246406,-0.4093462136755774,-0.431643312847604,-0.3942287159771502,-0.354011111600919,False
1,1,8,1,0.2872820054715261,0.1036072896578986,0.5,0.6496914074617747,0.0164874375434856,3.181685299205881e-09,8.638900271053779e-09,0.0007054091424674,0.8427557285414462,0.999999999999994,2.154540133407273e-12,0.9999999999999984,0.1904191616766468,0.1654057771664374,0.0239716253377451,0.538906180524678,0.1395901395901397,0.1963942899580859,0.3657019204760617,0.0700602079912424,0.2990776368356132,0.0213870871005604,0.0323126665744732,0.0429323517054318,0.068774004757725,0.0238444167368814,0.0397967077900794,0.0582601555039233,0.0915512022913967,0.5251721065546757,0.5860106338636488,0.595046563026119,0.6600683373444836,0.4814440996807209,0.6507617710135934,0.6912942093928425,0.7601904164921829,0.2235590371898579,0.0402144772117962,2.2370235084916805e-07,0.0345911949685534,0.3854166666666666,0.8880074604595147,0.8772124776091461,0.9825212902456192,0.0893487210910918,0.7650509391904822,-5.743135811759018,-5.682070414137557,-5.52448727763355,-5.465408348361214,-5.669944110587523,-1.7965073572285095,-0.3023332050610363,-0.4098003477565129,-0.388570684003891,-0.35507633408002,-0.3498722440972363,-0.3091091411161051,-0.337354236365454,-0.3156489323419678,-0.3063797184602369,-0.3270829572597593,-0.3193810601821574,-0.3518984415957284,-0.3552798719487539,-0.3315952195048777,-0.347147691909484,-0.3307882420889783,False
1,1,9,1,0.3033280517545156,0.1024370048281122,0.8333333333333334,0.7118638436877476,0.016487447215646,1.4862205435012749e-08,8.348256060688579e-09,8.822748235536055e-05,0.8811074615594753,0.999999999999992,3.6639434636775124e-12,0.9999999999999988,0.1704590818363273,0.2365887207702887,0.0141574131668848,0.538906180524678,0.216810216810217,0.1267367467213676,0.2483094400865566,0.0561029009304872,0.2533406525646135,0.0243532256663359,0.037238576262533,0.0507025723076296,0.0741532930561161,0.0319806968424177,0.053078308895132,0.0816069836493375,0.119853031580673,0.5568345410889683,0.6216882238296784,0.6321118261650343,0.7001885373966596,0.5180212643290988,0.7003640347653232,0.7450635052141343,0.818277955566748,0.5049677577727836,0.0241286863270778,1.850641195700343e-07,0.0157232704402515,0.5312500000000001,0.8247275607329947,0.8486927303526048,0.9875412905661488,0.0870897841280967,0.8197474410950509,-4.712872631239229,-5.45428166880873,-5.430287200707364,-5.126511386576651,-4.987557395860693,-1.9090579624711184,-0.7331001283504631,-0.5202436214815107,-0.5664242572722932,-0.4449412066684141,-0.7310704349871003,-0.4043253909789649,-0.5693244704703234,-0.4571300660767082,-0.4409098716064102,-0.5124653535773559,-0.5846280383630424,-0.9012115183849284,-0.6027604792489792,-0.8426952172005013,-0.7624016863586309,-0.5126193642773631,False
