fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,BFGS,DE,Elitist,MLSL,Non-elitist,PSO,pred_t0,pred_t1,pred_t2,pred_t3,pred_t4,pred_t5,pred_t6,pred_t7,pred_t8,pred_t9,pred_t10,pred_t11,pred_t12,switch
1,1,0,1,0.220878702897051,0.0647166588030919,0.7142857142857142,0.6813609669318836,0.0141210762980545,6.184598762533421e-09,7.779929986056738e-09,0.0012161649064457,0.8635069662486534,0.9999999999999958,3.657989127413692e-14,0.9999999999999996,0.149171270718232,0.1372549019607843,0.0529116395843503,0.4775280898876405,0.0913043478260869,0.2209788277553276,0.5066079295154186,0.051063829787234,0.4260731319554848,0.0017359958271398,0.0023571396429756,0.003058253537004,0.0061714983812899,0.0021521226418211,0.0045736559140604,0.0085146328301417,0.0169974629299299,0.5235390102555244,0.532911986892391,0.5617983490088716,0.6344764009233458,0.5877650284160103,0.6796385058822214,0.7268020729408354,0.8272546906063641,0.320655703415726,0.044943820224719,3.0522330196512325e-08,0.0603174603174603,0.5549450549450549,0.7037298293541709,0.916335306988181,0.976195226251676,0.0399196921605449,0.7857722968158966,-5.957186349232575,-5.967162384520309,-5.9793976195246055,-5.992197297776331,-5.991747667214296,-1.114644298642005,-0.4937093638264636,-0.7900321753524489,-0.7129202600793914,-0.5318932566021756,-0.6301630538476823,-0.7201790690904403,-0.4477099822530278,-0.3060822828931489,-0.4907169440624566,-0.3740720692531479,-0.3119167347352571,-0.301029995663547,-0.2986182086868738,False
1,1,1,1,0.2005903086820837,0.0487854588042609,0.5714285714285714,0.791701951627758,0.0141210765073862,4.443972551642247e-10,6.113606620763961e-09,0.0164931448419993,0.8622324009480091,0.9999999999999944,2.5011475481298508e-14,0.9999999999999984,0.138121546961326,0.1120448179271708,0.0621771490016656,0.4719101123595506,0.1565217391304347,0.1369510191393934,0.4669603524229074,0.0382978723404255,0.4864864864864863,0.0023571967725902,0.0033154722836723,0.0041157361151797,0.0100147125816647,0.0022695910527348,0.0045116405457887,0.0080899790830123,0.0207646767687915,0.5566781396164246,0.569668492110526,0.6005239319161184,0.6788386940378106,0.575415265235201,0.6652285515136918,0.7113301315420133,0.8096551422499818,0.3379511539736706,0.0308988764044943,5.362661869587125e-08,0.0285714285714285,0.5054945054945054,0.7169897206182825,0.9276065716629862,0.974111743410598,0.0355326365078963,0.8199404879109762,-5.985574069448694,-5.94996379181337,-5.992108943368015,-5.999148448025205,-5.991029121784484,-1.1026628085784442,-0.3086115872536626,-0.299918675798359,-0.3043492102864785,-0.3010299956635473,-0.3063027138110209,-0.3224564653727014,-0.5741600443683301,-0.2993784458860427,-0.3163215942223426,-0.3058192127276945,-0.3072858528991434,-0.301029995663547,-0.3010299956635469,False
1,1,2,1,0.2045984322920874,0.0550927226567449,0.4285714285714285,0.638508005555588,0.0141210713018449,1.5178170312724326e-08,6.552889270859263e-09,0.0002025393129106,0.8220919345509259,0.9999999999999916,6.892693540002516e-14,0.9999999999999964,0.138121546961326,0.0700280112044816,0.0998575314078487,0.4831460674157304,0.0869565217391302,0.2322039166925707,0.3700440528634361,0.0425531914893616,0.3685685685685684,0.0048293235479656,0.0058912656844704,0.0078906645738108,0.0201909796779438,0.002759573904377,0.0048860388441858,0.0092572326864114,0.0248462824566018,0.4841770040399116,0.4894069408664194,0.5164131151783691,0.586793738269425,0.4655001890310845,0.5371700669627082,0.5743658854317506,0.6502548069878715,0.3458803864753557,0.0252808988764044,2.347487430135115e-07,0.1111111111111111,0.521978021978022,0.7504718280454488,0.9372679548586088,0.9817026729431249,0.0339579734508403,0.7696175058937202,-5.907431150333932,-5.978825068106488,-5.761269412555649,-5.953396534410903,-5.916091085123782,-1.124018135051226,-0.3010299956635471,-0.409362829357358,-0.3243586612931873,-0.31269777519385,-0.3683999456000207,-0.3117730614273312,-0.4007110029021932,-0.3233058962516422,-0.3109441590217471,-0.3334722462977784,-0.3355519235499255,-0.301029995663547,-0.3010299956635469,False
1,1,3,1,0.2098805894102434,0.0554297667792664,0.4285714285714285,0.3610182572856469,0.014121070027493,1.20728743856171e-08,5.7721991163665e-09,0.0002640314925876,0.7417181243929155,0.99999999999999,1.570815244201953e-13,0.9999999999999976,0.1712707182320442,0.1456582633053221,0.0550795351520646,0.550561797752809,0.0695652173913043,0.3093508915703506,0.4052863436123348,0.0553191489361702,0.3279946613279946,0.0032226426089719,0.0041999067728742,0.0057052357313255,0.0108493943630776,0.003255409263608,0.0059977229330846,0.011397325073309,0.0220092548185184,0.5681315074746878,0.5823204781103094,0.6140319747236853,0.693729572431673,0.580762546078962,0.6714397721498413,0.718112588159176,0.8172514779031547,0.4430528835380876,0.0280898876404494,8.06635525673641e-08,0.0539682539682538,0.5604395604395603,0.7497596517174734,0.943078786461736,0.9769401871408367,0.0208726741982007,0.7764882360746213,-5.847671013947128,-5.955877119117999,-5.581436394865796,-5.981793308301068,-5.748920312361245,-1.104061057628248,-0.3517988512933274,-0.3343726747094001,-0.4652354207724661,-0.3179843212551926,-0.51874644549979,-0.5836054170227409,-0.4418927705951812,-0.3467534990367057,-0.4102560622930926,-0.4367601994115987,-0.3326954661681085,-0.2856052721274962,-0.2895017333313492,False
1,1,4,1,0.2765587839313561,0.1065604698891349,0.5714285714285714,0.4115542456561527,0.0141210735704388,1.2047854087411502e-09,5.626007907371581e-09,0.0054770083567474,0.7121537116320243,0.9999999999999856,1.7005529249225097e-13,0.9999999999999976,0.143646408839779,0.1232492997198879,0.0577998109604367,0.5112359550561798,0.0695652173913043,0.2900641478509057,0.5506607929515418,0.0425531914893616,0.5245245245245244,0.0023456609857336,0.0030754394220633,0.0039920228569478,0.0087598406596377,0.0019388499225607,0.003690657160351,0.0069685556562983,0.0152811795743172,0.5431708235887429,0.5546533901185664,0.5847516281966095,0.6607885364607728,0.5553185889869804,0.6417720187266629,0.6862341110671779,0.7795684578387301,0.4307013476002814,0.0196629213483145,7.665472564050408e-08,0.0761904761904762,0.4450549450549449,0.7631671460114156,0.939268770328366,0.9850296593723772,0.0492498014656473,0.762731782393935,-5.559606179037738,-5.915144798469173,-5.575760452631561,-5.983643670600899,-5.758378161422328,-1.1633711616083944,-0.3250601777154818,-0.3018883078253349,-0.3193651384639937,-0.3289929657327838,-0.3392354707966328,-0.3401097466640949,-0.4414636489320873,-0.3174254183323567,-0.4491903533411046,-0.3690243664322342,-0.3681096120702126,-0.301029995663547,-0.2895017333313492,False
1,1,5,1,0.3077417834351797,0.1172036376070643,0.7142857142857142,0.698209153490624,0.0141210771933092,3.923869693912998e-09,7.171143684967183e-09,0.0019241816391807,0.8977469198285584,0.9999999999999916,2.145489846404976e-13,0.999999999999999,0.138121546961326,0.084033613445378,0.0834913047061732,0.4606741573033708,0.0608695652173913,0.2928193969536835,0.3876651982378852,0.0553191489361702,0.3153153153153151,0.0010861174526575,0.0014730205289822,0.0024185970612613,0.0073183775901142,0.0010225320867036,0.0020186986624265,0.0045148714934867,0.0142229318937913,0.5890348381882728,0.6053509911233808,0.6381682458836219,0.7208930097945155,0.5880015672187767,0.6797789458686743,0.7269480812343029,0.8276507155843915,0.2323395126925653,0.0224719101123595,2.6847539999645883e-08,0.0476190476190476,0.5439560439560439,0.7381658284918544,0.9504463756032412,0.9911259071814664,0.0323363825981245,0.8201009987095698,-5.94363565298733,-5.982361594682029,-5.960777880723605,-5.986381991222276,-5.989287496653682,-1.3324237461078856,-2.868467076617485,-1.9591796239674064,-2.969328020094065,-2.8495693819528283,-2.234641403710321,-4.133454486047196,-2.681244883465314,-2.5842451177899948,-3.183916979602512,-2.404923454136908,-2.9447058588734816,-4.973790056914314,-2.8932584765982354,False
1,1,6,1,0.2209206775738144,0.0600880913822323,0.7142857142857142,0.6238692502226243,0.0141210757944949,1.481979536079023e-09,7.647968711122712e-09,0.0060008911758987,0.7534103090910987,0.9999999999999885,1.6262839061429945e-13,0.9999999999999976,0.149171270718232,0.1288515406162465,0.0566506929154254,0.5056179775280899,0.1217391304347824,0.1822852858893013,0.4581497797356828,0.0340425531914893,0.517209517209517,0.0024302871715421,0.0039453394414346,0.0058331298893256,0.0125152604152322,0.0021338627898658,0.0048641797729411,0.0107414617755194,0.0229928913282419,0.5638115053162827,0.5777186189784012,0.609303270198549,0.6888497434809053,0.5707240367731181,0.6598900873957556,0.7059199276044281,0.8031981500725298,0.3138710112691538,0.0280898876404494,1.1521246763514177e-07,0.0507936507936508,0.4725274725274725,0.7566722178571788,0.939296973463823,0.975852245013592,0.0465125252648345,0.7626846920695902,-5.526660436236709,-5.948357518032271,-5.5936397088742975,-5.982955956018933,-5.766238020037177,-1.0009313062834078,-0.3133971719011217,-0.299556907751858,-0.3102262181468317,-0.3116432831825918,-0.3096880387167178,-0.371588856275348,-0.4293054237095132,-0.3326754430815465,-0.452552846817587,-0.363589243001117,-0.3242015023316376,-0.301029995663547,-0.3010299956635469,False
1,1,7,1,0.168177741525823,0.0308681073048634,0.2857142857142857,0.4338688326454062,0.0141210719345482,3.407446733586268e-10,5.777104219491482e-09,0.0203411380636356,0.6878837472156668,0.9999999999999816,5.893473473724941e-14,0.9999999999999972,0.149171270718232,0.0924369747899159,0.0800543970988214,0.4887640449438203,0.1217391304347824,0.1769368611603796,0.5110132158590308,0.0382978723404255,0.5272415272415271,0.0019798991803035,0.0028376598097265,0.0039903130047434,0.0101609568488124,0.0019559452879738,0.004082451419729,0.0086046422102361,0.0219189223101476,0.5781929857435997,0.593452674203624,0.6256744693163693,0.707140331951632,0.5897018504387089,0.6818599290043303,0.7292779802765389,0.8307217517791545,0.4663330948795674,0.0168539325842695,8.06635525673641e-08,0.0761904761904762,0.4615384615384615,0.7781084629058268,0.9594846442178356,0.993241705836424,0.0318183808972972,0.7693277836143352,-5.790840434099088,-5.901186710675768,-5.5936397088742975,-5.983405314539935,-5.713708333612177,-1.1376155587257897,-0.3348575401790308,-0.3036930553254821,-0.3269464410814217,-0.3219442197578819,-0.3348495205348394,-0.3646432905331573,-0.541454745632304,-0.3350924285990709,-0.4705782552798296,-0.5182679558536232,-0.4168593564694869,-0.2856052721274962,-0.2964430113830436,False
1,1,8,1,0.2758546930818145,0.1017967514526255,0.4285714285714285,0.6679411545074259,0.0141210662909768,3.053310691954713e-09,8.729336576088337e-09,0.0031680820392798,0.8510409298305383,0.9999999999999946,9.662172539026025e-14,0.9999999999999986,0.138121546961326,0.0980392156862745,0.0714319797680965,0.4831460674157304,0.1347826086956521,0.1601206428685446,0.4757709251101321,0.0723404255319148,0.3049413049413048,0.0039991997207477,0.005525721317002,0.0076780859314729,0.0186788303476048,0.0037073719925692,0.007129644468498,0.0142741215895436,0.0352327028470142,0.5574462720960348,0.5706400038339607,0.6019086837607556,0.6817546598770712,0.5694605953639343,0.6583813607837261,0.7043126040526613,0.8025312412835172,0.4483785974801724,0.0393258426966292,1.820837790238068e-07,0.0666666666666666,0.4560439560439558,0.7712962830722165,0.9495016343685008,0.9819060593698928,0.0340547617875122,0.7781135461202808,-5.940795206829272,-5.962853712871806,-5.963044184378269,-5.962030798735785,-5.93069628483982,-1.04544435470055,-0.2992935090403424,-0.300642211891361,-0.3043492102864786,-0.3055141950714028,-0.2996176487566738,-0.3140183424177564,-0.4202381695365892,-0.3136904269624255,-0.319968945048623,-0.3271355452094678,-0.3732242648893771,-0.301029995663547,-0.3010299956635469,False
1,1,9,1,0.2931217524513345,0.1025734628578236,0.7142857142857142,0.725445525128341,0.0141210762031672,1.4580269438475976e-08,8.299961686081124e-09,0.000366195105103,0.8874136819860076,0.9999999999999925,1.6445218203989977e-13,0.9999999999999988,0.138121546961326,0.103641456582633,0.0674524025385312,0.4719101123595506,0.0391304347826086,0.4019272614236867,0.3744493392070484,0.0765957446808508,0.2334508421464943,0.0028415130514229,0.0039275305555212,0.0053964033462257,0.0130326665483648,0.0027447608188574,0.0053585151785645,0.0108891758878295,0.0254196511222923,0.5836103978586565,0.5994838160520752,0.6320884439164196,0.714664940341103,0.5864759888880244,0.6781151899266372,0.7253106055564776,0.8261841151230216,0.2864436784164281,0.0280898876404494,4.1523894040454255e-08,0.0666666666666666,0.4450549450549449,0.7201334422461196,0.9377842146940732,0.986757711379121,0.0361914407594452,0.8067453665699289,-5.798829934335139,-5.919632275803899,-5.963288311622456,-5.995461166869945,-5.972243495148822,-1.0396323004672945,-0.298190641352208,-0.5950233262211558,-0.3418126311613275,-0.3174583789187808,-0.5285566537837068,-0.4519051963279414,-0.4605169076638977,-0.5586163846588267,-0.3286313293472823,-0.4115174968669204,-0.3172073602646519,-0.2816575901289722,-0.3110233666193693,False
