fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10,t_11,t_12,t_13,t_14,t_15,t_16,t_17,t_18,t_19
1,1,0,1,0.387239331317885,0.03131912168992024,0.0,0.8303466330624574,0.05605981192275636,5.5994218540069e-09,2.4108675673732905e-09,1.5434647530581643e-05,0.0,0.0,0.39999999999999997,0.4782608695652174,0.3,0.0,0.3273937123648849,0.2930342364531404,0.1422001681347398,0.0,0.40409436645787933,0.3443113473943753,0.15968863207232786,0.6320555319947117,0.3445502548266602,0.3228765582570833,0.18615631708662417,0.6642924313499128,0.42053757747475623,0.35949494445417846,0.18293643327910936,0.8072685319221353,0.19920318725099603,6.27503127225007e-08,0.23423423423423423,0.44999999999999996,0.757479535471993,0.7915066415577723,0.8560076875573646,0.4015610659287537,0.2968055540316068,1.1407557148175372e-12,1.4352599796665383e-12,1.1364247697462284e-12,1.1407557148175372e-12,1.3702958035969056e-12,1.1320938246749195e-12,2.4270464009962617e-12,6.203630503177568e-12,2.903450358840234e-12,7.192139101521785e-11,1.6462155934909087e-09,2.7264399131767588e-09,1.1798591141253434e-07,2.68984436921124e-07,1.6772848445658537e-06,4.83351592294889e-05,0.0011452218805874104,0.0031366697579860354,0.5491331200141771,0.6160896115436781
1,1,1,1,0.42830483218417587,0.014233700455744607,0.0,0.7964560784384078,0.056059812859542646,3.7351411419930856e-09,1.9993049819131155e-09,2.0541798271163058e-05,0.0,0.0,0.5666666666666669,0.5217391304347825,0.40104166666666685,0.0,0.30377887298624273,0.2543898646599656,0.24758392255586292,0.0,0.32687404971115175,0.31823445246666027,0.2795566352585199,0.31968276560170317,0.30813158310322575,0.26597423198665593,0.2593747090463435,0.3716344948864805,0.3310400744140975,0.3166834172073059,0.27800209448068014,0.7137960123989671,0.19123505976095612,4.8659072492764364e-08,0.2297297297297297,0.34999999999999987,0.8140500481401838,0.8842240146716698,0.8936920827629387,0.2914359544662692,0.439513602360869,1.3789576937395234e-12,1.2880078472420377e-12,1.1407557148175372e-12,1.0931153190331401e-12,1.5565264416631855e-12,1.171072330316699e-12,4.89135414657099e-12,1.9116639375105104e-12,3.566084954750486e-12,2.8341552376992926e-12,2.093379471827759e-10,3.7220746753441603e-10,3.456679449299692e-08,9.384808200880597e-08,6.02678092250931e-08,2.368687087594124e-05,0.0010419174528280726,0.0023268067614242885,0.45804184918033974,0.5751714038579053
1,1,2,1,0.41284852259267635,0.006097856929501096,0.3333333333333333,0.8972472984268602,0.05605981384221843,1.3079911341148656e-09,2.8241234274664956e-09,9.896088801901368e-05,0.0,0.0,0.7000000000000002,0.4347826086956521,0.5556818181818183,0.0,0.3164595794392002,0.2968393733301333,0.1392302045596372,0.0,0.38850888940314077,0.36270458580525955,0.13168604775830062,0.5149759447633198,0.3290814872973468,0.3195968196211012,0.1718490723303091,0.5004483324467133,0.3983032580287607,0.36848038295103996,0.14062984122459987,0.864177385414477,0.20517928286852594,6.27503127225007e-08,0.23648648648648649,0.6499999999999999,0.731115963951877,0.8233985700124702,0.8640375464019459,0.37986375081584617,0.47467087743943137,1.1927270556732433e-12,1.1364247697462284e-12,1.335648243026435e-12,1.3659648585255968e-12,1.1797342204593167e-12,1.2880078472420377e-12,2.4876796319945855e-12,4.514561925367121e-12,2.2581395432152175e-12,2.2786819181219102e-11,7.949943253955846e-10,3.6618501763518194e-08,1.1787685388469371e-07,1.0802818951174585e-07,1.6321374125212376e-07,1.4102285190096168e-05,0.0010929256798382163,0.003585841370567849,0.6270566053271863,0.6270566053271863
1,1,3,1,0.45715542308049334,0.03265149062159655,0.3333333333333333,0.9074962725433153,0.05605981106165746,2.4852188592721747e-10,2.0927021382718903e-09,0.00040249917506716103,0.0,0.0,0.6000000000000001,0.34782608695652184,0.5399999999999997,0.0,0.04458933854546321,0.21307883647617198,0.27178688788960415,0.0,0.1891658898574453,0.31846040155477473,0.3115745548926512,0.5276674671385804,0.06391102412080618,0.23945805684380028,0.30018638623239635,0.553362441848031,0.20608964913701144,0.32777268317034114,0.32287990380593234,0.7822874953124543,0.20717131474103584,4.745190622623228e-08,0.22747747747747743,0.55,0.8108447000284649,0.7276203415833358,0.8527200009372728,0.5313767434421088,0.4820890685156376,1.1061081542470665e-12,1.2923387923133466e-12,1.2317055613150229e-12,1.3053316275272732e-12,1.3226554078125085e-12,1.859692596654804e-12,1.6171596726615093e-12,5.1988512466339175e-12,1.872685431868731e-12,4.562389254223059e-11,1.1559396185835345e-09,9.437059863091161e-10,3.3661696268214514e-08,1.1044732550022683e-07,2.5459303560099016e-07,1.3954665208852034e-05,0.0005896825858812917,0.0021686854932692437,0.5095756413791669,0.5184964110013531
1,1,4,1,0.38777126297182263,0.02238741766020924,0.0,0.9149100101512702,0.05605981387515194,2.5661314465831193e-09,4.361399867685512e-09,7.656326268848437e-05,0.0,0.0,0.6000000000000001,0.5652173913043477,0.402,0.0,0.2927519466054247,0.3920670512400688,0.3627661649417857,0.0,0.30973684296729287,0.43280642950120596,0.3473518591439264,0.6855506333390498,0.31356883196752655,0.41972192319211893,0.39850425222631713,0.739180457142993,0.3338266244467606,0.4487762278816239,0.3701551491101893,0.6642353570214268,0.2091633466135457,7.689912277094194e-08,0.23873873873873877,0.5,0.8503232480890501,0.8002808972264575,0.8935559803456707,0.38399838863169283,0.5301215638748303,1.413605254309994e-12,1.3529720233116702e-12,1.1147700443896842e-12,1.1277628796036108e-12,1.3053316275272732e-12,1.2446983965289494e-12,1.599835892376274e-12,2.5050034122798208e-12,2.474686796780659e-12,6.5241204384544216e-12,1.786358775722676e-10,3.678938462433925e-10,3.6238084541289646e-08,6.71373247571144e-08,4.562487094616271e-08,2.9549906458584505e-05,0.00030480603873434556,0.0008702271097941143,0.39991145771896003,0.36754440222880325
1,1,5,1,0.41475628346775906,0.01921874672406995,0.0,0.9781573050783573,0.05605981049187009,7.81107828781798e-09,2.9078074353322797e-09,1.2590848072797037e-05,0.0,0.0,0.5666666666666669,0.4782608695652171,0.42500000000000016,0.0,0.32782840434028393,0.24763168111628753,0.24831866305616757,0.0,0.3256237311277568,0.29145049188722205,0.22906510481064535,0.5396541472812011,0.34121387426643257,0.273606791460959,0.27869946216004204,0.4930244731693021,0.3361215458403229,0.29735918182355553,0.23671546146222333,0.5905949803883122,0.20717131474103584,1.0973982172738923e-07,0.2432432432432432,0.5999999999999999,0.8069814306688117,0.7368665700762413,0.6770019295305707,0.44716959718162236,0.33279828262860733,1.6561381783032888e-12,1.4222671444526117e-12,1.2143817810297875e-12,1.8033903107277894e-12,1.2057198908871699e-12,1.3399791880977439e-12,2.4400392362101885e-12,4.4669215295827246e-12,5.8095145016884636e-12,7.430774174950902e-11,1.9592067935186117e-10,3.1917071419116804e-10,4.729094653658958e-08,4.980413765918416e-08,8.228110218598109e-08,2.1867257379658343e-05,0.0024557578821839702,0.0025796207764182946,0.416832757446603,0.4276663457995663
1,1,6,1,0.42998475207655135,0.028234819992956267,0.0,0.8753164802461254,0.05605981265155163,2.613301313998133e-09,3.080929834108502e-09,5.155379612855462e-05,0.0,0.0,0.49999999999999994,0.4782608695652171,0.3750000000000001,0.0,0.21326804070859495,0.04296405934089087,0.297501259312559,0.0,0.32284613899021397,0.1882278119947216,0.36199336189941445,0.8473982513881166,0.2464307932327932,0.10426356136566539,0.349909908825458,0.8504546926290812,0.352154945252764,0.22221170890415642,0.39122119445272036,0.5398592026348847,0.20119521912350596,3.1571347507370955e-08,0.22522522522522523,0.40000000000000013,0.7891358302954838,0.730106742311996,0.8368837769939204,0.46296534101194736,0.49884447612788074,1.4049433641673764e-12,1.3269863528838173e-12,1.595504947304965e-12,1.677792903659833e-12,1.4309290345952294e-12,1.1883961106019346e-12,2.7735220067009688e-12,4.553540431008901e-12,4.328331287300841e-12,1.4665184822065184e-10,4.6791378380768564e-12,7.604420456166829e-10,1.940106783450884e-08,7.257405351658923e-09,8.106219234322178e-08,3.342706926317468e-05,0.0020615565185427426,0.004323556663283288,0.48126489040651804,0.4117204235117082
1,1,7,1,0.4195774190585813,0.006347588231839858,0.3333333333333333,0.7941074857399926,0.05605981254593802,1.0782973075326628e-09,1.8445442940354083e-09,7.756539778454741e-05,0.0,0.0,0.36666666666666653,0.6086956521739129,0.22596153846153844,0.0,0.1484228313597682,0.2667023886997564,0.21553628799856783,0.0,0.18691113090189448,0.2753894153907277,0.1943916879532499,0.624176748351239,0.17152046715857472,0.2972998763525989,0.2548120810521748,0.6487908789421448,0.21053901663513497,0.29158426562096246,0.2153594266792207,0.912707207494238,0.20119521912350596,6.27503127225007e-08,0.23198198198198194,0.55,0.7800643084058079,0.9285348094246046,0.9580423914648015,0.21216609058516062,0.5331205142804031,1.1840651655306256e-12,1.2880078472420377e-12,1.5392026613779502e-12,1.569519276877112e-12,1.3269863528838173e-12,1.4222671444526117e-12,2.188844422074276e-12,1.3010006824559643e-12,2.236484817858673e-12,1.3773010137375564e-10,4.2144598205012616e-10,2.1295447325039037e-09,2.4062676231067036e-08,8.641910798530818e-08,1.6454421623991997e-07,8.999512085649167e-06,0.0009862049735632952,0.0041056778207156945,0.4294419934407605,0.41017629784972404
1,1,8,1,0.468115874892823,0.03334034494570289,0.0,0.9362108902236316,0.056059815106519424,2.8742401104563693e-09,5.031730175626601e-09,7.897698573758944e-05,0.0,0.0,0.666666666666667,0.4782608695652174,0.5000000000000001,0.0,0.26762067518050214,0.23413813473407896,0.3224150718582228,0.0,0.3319785253839733,0.27894563621382495,0.39330501523796446,0.2634670133614918,0.2691177765334148,0.24212708128051552,0.3288351318165761,0.2715867992037371,0.3310020477937707,0.27059713801483687,0.38692935443763826,0.73724803234207,0.20717131474103584,2.5087051889579096e-08,0.22297297297297297,0.7,0.8682294800346475,0.7350682641520319,0.7842330887633528,0.494367955809433,0.5318447350776316,1.6128287275902003e-12,1.5218788810927149e-12,1.1927270556732433e-12,1.201388945815861e-12,1.27934595709942e-12,1.573850221948421e-12,2.6349317644190863e-12,5.8311692270450074e-12,4.623455579728514e-11,8.488452964122389e-10,2.2724572579669526e-09,7.825283200354008e-09,6.830105649033452e-09,7.141383851076705e-08,3.266834439717458e-07,5.402499969942351e-05,0.00543996353354937,0.01201220237856911,0.7001147386886876,0.7670304450831242
1,1,9,1,0.3724895296603943,0.022601621895935158,0.0,0.8566271275341284,0.056059810840472714,6.132082646362045e-09,4.306415331681096e-09,2.8469626446239813e-05,0.0,0.0,0.7333333333333332,0.6521739130434783,0.4462962962962962,0.0,0.2520644855220504,0.19990937876355486,0.2496485842768963,0.0,0.33410067577924196,0.24958381488749137,0.1760734903291561,0.35959785930703614,0.2582261119880179,0.21477605714782522,0.2647766191097537,0.3388335639137532,0.3365836360041614,0.2452363120256199,0.1707270334449582,0.7068788644630835,0.19721115537848605,4.5097260107395863e-08,0.24099099099099094,0.5,0.7625105295256027,0.933730707129115,0.9724314794627433,0.13649072013329855,0.31736740773120464,1.1407557148175372e-12,1.1580794951027727e-12,1.2317055613150229e-12,1.816383145941716e-12,1.3486410782403615e-12,1.76441180508601e-12,5.922119073542493e-12,5.865816787615478e-12,9.871694817140564e-11,7.97777253745721e-11,2.315164707315129e-09,6.7783335316510255e-09,4.35563682706549e-08,1.006380554036476e-07,5.5578491441968674e-08,1.822719288192749e-05,0.002168156243431445,0.004953891843925416,0.7350242671403691,0.5725108784839795
