fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10,t_11,t_12,t_13,t_14,t_15
1,1,0,1,0.1649031852898204,0.007112730835383861,0.0,0.8713620293427141,2.1537305558004082e-07,1.8974068335264026e-09,1.0799728806194584e-08,0.001963898964095583,0.0,1.0,0.09493670886075949,0.21126760563380287,0.11561041496716912,0.16900905379408004,0.18132964102000715,0.21849729104067062,0.17148615720121896,0.1778905953384613,0.17038162043014715,0.24501884596666557,0.18538499921472984,0.16712857231124878,0.26368919077209485,0.23501096885849282,0.130899636247101,0.15573823059603464,0.19968647702671172,0.19476265998467457,0.12359710560229475,0.7264093676688694,0.12971698113207544,2.437188018833831e-07,0.19034852546916894,0.44827586206896575,0.8385171758091716,0.7895035899674525,0.8883460493092197,0.34500694267884474,0.582864580587994,0.0,0.3571428571428571,1.1102230246251565e-16,0.35714285714285715,0.215686274509804,0.43478260869565233,0.21119975627868004,1.1368688957130746e-12,1.6030785717357355e-12,1.8639849041887844e-12,6.470478675531957e-12,7.509826852353116e-12,7.928900834787877e-11,3.1040069306538753e-10,2.2853461466042087e-09,9.634371714552385e-08,2.7974376111815986e-08,1.325024263594825e-07,3.068884097710246e-05,0.002803308107954485,0.0028555854357426714,0.4226741871006905,0.4285828776564597
1,1,1,1,0.16810283549325916,0.006379811739415721,0.0,0.8906690476546159,2.164641987231151e-07,6.899437064289041e-10,1.1543351996627698e-08,0.00593604451229481,0.0,1.0,0.2151898734177215,0.23239436619718312,0.40118842246501857,0.10749477233597038,0.06896614350959251,0.14434343866350074,0.14040311452459697,0.1402037376427997,0.06992388587619525,0.17923591854248344,0.1625499306768594,0.11536037196489446,0.17339479925828427,0.17314798463387926,0.1093511763282008,0.1287405192818254,0.11729732110528257,0.14003187372986414,0.11398478470277984,0.7004911619123164,0.13443396226415094,1.7882171603765113e-07,0.19302949061662206,0.41379310344827624,0.8688857664287863,0.9052313830678393,0.9649543591806151,0.14928722732563154,0.6231578996912022,0.0,0.2142857142857143,1.1102230246251565e-16,0.2142857142857143,0.31372549019607854,0.5652173913043477,0.28893555774818724,1.2395205674978807e-12,1.2437977204889143e-12,1.7180469765080056e-11,1.876816363161885e-12,7.864830550608906e-12,3.40139737812044e-10,7.595915773367256e-10,2.6709485973578504e-09,1.3638249803800407e-09,1.2500327691169136e-07,2.0068821337258016e-07,3.6895922467712465e-05,0.0020921564584970324,0.006952169699437374,0.6462952308543348,0.7206462989349509
1,1,2,1,0.16710790223549368,0.006146777666520616,0.2,0.8739904447198131,2.170546063813289e-07,4.044281043677414e-09,8.53479361294191e-09,0.0006766097280515407,0.0,1.0,0.1708860759493671,0.26056338028169024,0.23234042553191486,0.13062902942605525,0.07198281213386615,0.1397045150292906,0.14463170889612598,0.11797826089499541,0.05827057797667834,0.1560386746205915,0.16064927400377527,0.1179107798159813,0.15276434391379579,0.1448567282667773,0.08941720769560357,0.0861564500554809,0.081524271899866,0.08801572836533356,0.08579947132310795,0.757294728177444,0.13679245283018873,1.2112844944752778e-07,0.17962466487935663,0.4655172413793105,0.7887687650054338,0.94834382808898,0.974045567711451,0.04234320117202811,0.6372937110672732,0.0,0.732142857142857,1.1102230246251565e-16,0.7321428571428572,0.30392156862745107,0.4782608695652173,0.2943125345113197,1.2523520264709816e-12,1.2224119555337464e-12,4.4473853107730705e-12,3.9555127168042076e-12,2.7750184912789386e-12,6.386559466221165e-11,5.972522355620459e-10,4.621925755641784e-10,6.23324081937025e-08,1.2637117459551875e-07,1.6870906962701166e-07,2.955415032532527e-05,0.0005620571003864575,0.0034469081706648887,0.44780113891884693,0.39272075744556023
1,1,3,1,0.2007866282775852,0.015925346752162183,0.2,0.8548792741255334,2.1768111372980088e-07,1.0807258698199827e-08,1.1288377653127575e-08,0.0002863430742764998,0.0,1.0,0.37974683544303794,0.41549295774647893,0.40118842246501835,0.27038648535294796,0.21682061805699848,0.2084865867000425,0.20315305272926465,0.2578123570364843,0.195454804820407,0.23724649096788797,0.21316103824642907,0.26573799940848486,0.29278366313744275,0.22210029251922747,0.1609518491197085,0.23679313444019978,0.22353585525102715,0.1862090932693814,0.15326556544941705,0.5853658985574,0.1320754716981132,1.9830096730966064e-07,0.18766756032171583,0.3448275862068968,0.8955920086343885,0.8348716500029347,0.9061807098751848,0.3393505229538279,0.617705607195665,0.0,0.4464285714285714,1.1102230246251565e-16,0.44642857142857134,0.4215686274509802,0.5217391304347827,0.4039757040309221,1.8725392101708516e-12,1.2138576495516791e-12,4.982029434652268e-12,5.53412287510817e-11,1.5794672195985173e-11,7.825385031336208e-10,1.2985171313599486e-09,1.332067119421616e-09,1.7179637512903545e-08,7.168625521584253e-08,8.016306774001816e-08,2.9671563735228035e-05,0.0011359583644663545,0.002586988584243738,0.5112605887511711,0.6419519724123484
1,1,4,1,0.1606147254620982,0.004949854083423815,0.0,0.8822737665863929,2.1233852724284377e-07,5.4381975444832154e-09,1.0818568176574677e-08,0.0006277466498360682,0.0,1.0,0.22784810126582278,0.2816901408450705,0.3287836210357286,0.16075577721908352,0.1198345258976814,0.18460459824795938,0.17678688354367877,0.1279933553207484,0.12426177899690205,0.20950937843867856,0.2036762982729492,0.17408839697530332,0.2258036527611179,0.21953805577592422,0.15481211309114173,0.12357962837318204,0.17643798764498808,0.1807815140619341,0.1660973983196843,0.5192871113381137,0.12264150943396228,1.530679324818828e-07,0.18766756032171583,0.32758620689655205,0.8567447898253726,0.9121844106593748,0.9134173110886183,0.2078687136129726,0.7053648781361523,0.0,0.5892857142857142,1.1102230246251565e-16,0.5892857142857144,0.1960784313725491,0.30434782608695654,0.21028060840319263,1.5260898178971309e-12,1.3892209221840564e-12,1.8169362212874149e-12,2.2745915913280085e-12,3.814366668100099e-12,8.473382410546452e-11,1.393274048830172e-10,3.9974614189508806e-10,1.962398339859634e-08,6.126427477725167e-08,1.784399134680874e-07,1.6566008464014568e-05,0.0013736166015708632,0.00417209988564895,0.6720381583145175,0.649449697565054
1,1,5,1,0.18291953311166598,0.009599911451498303,0.0,0.8721650252278622,2.1525858051021693e-07,1.314035555136472e-09,8.17605417883383e-09,0.0021735770958400936,0.0,1.0,0.2974683544303797,0.3521126760563381,0.35245884182054393,0.11032859596634825,0.13207076409001428,0.18826476122310742,0.21520102345345182,0.12867894807852587,0.1313640614802527,0.21934628997154304,0.2515182161437317,0.11403761729594986,0.22501965622891595,0.21115198840771798,0.18248662634753154,0.11668484595684225,0.17454778911259938,0.18132480535023776,0.20741817390940775,0.7449950299247523,0.1273584905660377,1.7882171603765113e-07,0.19034852546916894,0.4655172413793105,0.8089326484254751,0.8307988812116456,0.9151141918881822,0.26483725351184045,0.5411330400706028,0.0,0.5178571428571428,1.1102230246251565e-16,0.5178571428571428,0.431372549019608,0.5652173913043477,0.4042961501208461,1.299400709372351e-12,1.205303343569612e-12,2.052179635794262e-12,4.143707448409685e-12,6.680059172092602e-12,5.258879379066507e-10,5.020513642876205e-10,2.2537508174594437e-09,6.700150752348228e-09,1.1228984597537816e-07,1.277603340068646e-07,1.5405283051419125e-05,0.000901902810866769,0.0023562019021784587,0.4558947792588448,0.5424933601008286
1,1,6,1,0.16662638108414196,0.004955306240380098,0.0,0.8757257877560706,2.1308803092392018e-07,1.4950144143821092e-09,8.482005833261685e-09,0.0019715473781185115,0.0,1.0,0.13291139240506328,0.11971830985915495,0.47793751198006545,0.2597628427453057,0.22136068933637598,0.23402458602371445,0.2504295458926791,0.2343136630210889,0.1848651679322717,0.25477713189238105,0.2535724465795388,0.25857826718822097,0.30095969493616526,0.2516525228899559,0.21524250251597465,0.2149345609311455,0.2159213705791524,0.20789362409010692,0.19962082514861657,0.7603333963097518,0.13443396226415094,1.4531789871810707e-07,0.18230563002680963,0.5,0.966498054971765,0.8479539427562095,0.855462947221413,0.3630682579600785,0.6418534861929934,0.0,0.7678571428571428,1.1102230246251565e-16,0.767857142857143,0.4803921568627453,0.4782608695652173,0.473219215902816,1.3378950862916533e-12,1.4106066871392241e-12,1.876816363161885e-12,5.2771529910335864e-12,3.3780970630146738e-12,1.261751594355889e-10,1.603667204459114e-10,4.150852086561454e-09,6.073274014359695e-08,2.1194378689005605e-06,3.1227153346534005e-06,0.00012757113539501103,0.002387941230741929,0.006445350709764588,0.32440310044649767,0.4150219426751431
1,1,7,1,0.15126774997811399,0.004459576947885133,0.2,0.8994619671810804,2.1743221412936776e-07,1.4885908150128125e-09,1.1444389131148463e-08,0.0026801895342955105,0.0,1.0,0.2531645569620253,0.19718309859154914,0.607100613846852,0.19688616937526393,0.14218178382164903,0.17966399521736287,0.12235390615267927,0.198703429654422,0.1313822277656691,0.19807466549647823,0.14445928199123537,0.22425731683015804,0.2630872216240221,0.23346846989683412,0.11951560787055493,0.20365876613245648,0.19619764155180208,0.18425205109726228,0.11977230657356341,0.785494587302995,0.1320754716981132,1.6979832744624445e-07,0.19034852546916894,0.431034482758621,0.8715382061030987,0.9086298506386008,0.9678358633753059,0.1740847399513034,0.5999187339105432,0.0,0.4464285714285714,1.1102230246251565e-16,0.44642857142857134,0.10784313725490197,0.5652173913043477,0.08705452109603423,1.5132583589240302e-12,1.3934980751750898e-12,2.385797569094882e-12,2.124891236641833e-12,2.9375503049382144e-12,1.052949686402283e-11,8.430003378148718e-10,6.05009193215898e-09,6.575309123835254e-08,1.4449237686736236e-07,2.630362853543357e-07,1.4157940299317708e-05,0.0010228022435066185,0.002543195349579475,0.5662195256524547,0.5339571658289743
1,1,8,1,0.16068610075455084,0.005197785854126982,0.0,0.8834360846729065,2.1797613313425387e-07,1.1990891057314393e-09,1.0271561327898365e-08,0.0030049874469613752,0.0,1.0,0.15189873417721517,0.20422535211267595,0.2915468660149512,0.12121934498594045,0.11585565003624776,0.14221657208140503,0.17876993954935694,0.14797125808768652,0.12019028619286809,0.15773695579191616,0.20412654105078554,0.11536149816412433,0.20033770512715332,0.1554420080500306,0.13376716864058014,0.12432660379225924,0.15032988322514285,0.10020440161430966,0.14251034990449662,0.7443362040947883,0.1273584905660377,1.9830096730966064e-07,0.18498659517426272,0.3793103448275863,0.8474713746168852,0.8997162342216427,0.9503144705834994,0.20197873365613556,0.5657151279790675,0.0,0.4821428571428571,1.1102230246251565e-16,0.48214285714285726,0.37254901960784326,0.4782608695652173,0.3638873550524572,1.2010261905785784e-12,1.650127254637105e-12,2.5269436177989903e-12,2.308808815256277e-12,3.335325533104338e-12,1.221332498590622e-10,3.3351870498192406e-10,4.0188471839060483e-10,6.542709620855146e-10,6.426152395294239e-08,8.667303146126702e-08,7.690307018022705e-06,0.0005169466604963269,0.0027777184817022746,0.5036538661310022,0.5077335848911044
1,1,9,1,0.17081828876828598,0.006529454057503757,0.2,0.8730231389043983,2.1775751141024223e-07,2.0831619605245707e-08,1.2045990125280062e-08,0.00011791551265994841,0.0,1.0,0.24683544303797467,0.27464788732394374,0.3864289821736632,0.19587138825014316,0.18674474309533595,0.21499816233715863,0.13483697266874128,0.21409841471278035,0.18030879574170444,0.2660257588830044,0.17322757231687658,0.19319950335244296,0.26781221148834233,0.23079535246434624,0.09151346549538886,0.20028374497996204,0.2186482643924117,0.22792041242933736,0.12204807319635402,0.8194536778309085,0.13443396226415094,1.9830096730966064e-07,0.18498659517426272,0.27586206896551735,0.8870637123635778,0.8786230733649063,0.9488234915401148,0.1990126709160575,0.6676541411179401,0.0,0.6964285714285713,1.1102230246251565e-16,0.6964285714285714,0.11764705882352944,0.3913043478260869,0.11488273416838612,1.2437977204889143e-12,1.6415729486550378e-12,7.531212617308285e-12,3.792980903144932e-12,4.391782321889633e-12,2.3668910852478e-11,3.8490442101620154e-10,1.2289029576977977e-08,4.090493671971899e-08,1.556910968434309e-07,6.01633222424736e-06,2.3595699922003944e-05,0.0013999517559529248,0.0022129469722811197,0.48324182849654945,0.4948707061297746
