fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,t_0,t_1,t_10,t_11,t_12,t_13,t_14,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,optimal_budget
1,1,0,1,0.2217313973737359,0.06430161967623,0.6666666666666666,0.6714409355416974,0.0153121991217622,6.753818081701482e-09,7.638256775758677e-09,9.948493942424616e-05,0.8578724616520602,1.0,1.3552527156068804e-20,0.3932584269662921,0.0777777777777778,0.1324798619102416,0.0052400344809283,0.0083070872370246,0.0112435590328955,0.02242663596435,0.0063095192470566,0.0156515778819394,0.0189304891350285,0.0423102988709282,0.4187533216299745,0.5501325184700399,0.5540900624958138,0.6116004188680609,0.5350873374301282,0.6803238478394205,0.6981561196203911,0.7784459727554129,0.1555131928179969,0.0216802168021679,9.205738477234303e-08,0.0582524271844659,0.4999999999999998,0.8223552485625019,0.8716392197353462,0.979726073052296,0.0268256260626456,0.7734376178672089,1.0,0.1395348837209302,0.093632958801498,0.0971107544141252,0.511627906976744,0.0993788819875775,0.2669695664094629,0.0029265088739549826,0.002057892263684252,0.03380648247935851,0.041655682791430226,0.05775121374486038,0.06944630120043302,0.07844165135271707,0.00513656729072543,0.00480592403424186,0.00017373008525331296,0.0015387445329049395,0.0015946166451256056,0.0035010847309002785,0.004758669048849381,0.03235813965602006,False
1,1,1,1,0.2006671797000555,0.0476700994533827,0.3333333333333333,0.7833102611036751,0.0153121990951429,6.379050944099761e-10,6.035638803078988e-09,0.0010416303044973,0.856599042993127,1.0,1.0164395367051604e-20,0.348314606741573,0.0444444444444444,0.2035407630344338,0.0079339435395811,0.0114764142048614,0.0143777042614017,0.0222645065629023,0.0098457412687764,0.0178853992099268,0.0214858701394608,0.0359975089037714,0.4528555187904569,0.5947462061695338,0.5990230026596063,0.6601285814777744,0.5377929500550709,0.6831028627511398,0.7010855219729081,0.7798590902586195,0.3450122950144132,0.024390243902439,1.092232172151857e-07,0.0453074433656957,0.4576271186440679,0.8356542469027088,0.8884625703322888,0.9777944326367448,0.0630159979452363,0.8149115677244403,1.0,0.1395348837209302,0.1647940074906366,0.05331102079847,0.5038759689922478,0.0993788819875775,0.2632485997414907,0.002401655498711019,0.004669476441999879,0.04651480217321497,0.07753059938886876,0.07535695560541654,0.07680406840295373,0.056117693238592434,0.006792904979635581,0.0044705603077722185,0.001991417171659738,0.0035854637922343767,0.00344734605432369,0.0016479917027784302,0.005975491749540877,0.04625597295402,False
1,1,2,1,0.2084985054131615,0.0560282053322613,0.3333333333333333,0.6199567928716434,0.0153121940768138,1.5172263456086266e-08,6.290312735583181e-09,1.934279701061604e-05,0.814874180478566,1.0,6.776263578034403e-21,0.2191011235955056,0.0944444444444444,0.0606215902684923,0.0164914298345521,0.0213097124166983,0.0291618501195941,0.0575130367587801,0.0123940316388907,0.0218854898231904,0.0289758353950129,0.0630574380996246,0.3899158122040802,0.5122414795281501,0.5178170378355935,0.5782242412790566,0.4239423608042486,0.5392970959811527,0.5544230608133935,0.6241884258703264,0.3099904140707659,0.0162601626016259,4.658579940313213e-07,0.0776699029126213,0.5677966101694916,0.873527546618438,0.903339003114586,0.9831647066735,0.0357778904521595,0.7584544591380581,1.0,0.1395348837209302,0.1011235955056179,0.0898876404494382,0.5348837209302323,0.0372670807453414,0.5292977165015079,0.001751202843253868,0.0027450537793782637,0.028173367514060195,0.04571360390126472,0.062030973036899036,0.06900017811730351,0.04999185622788967,0.0008857861500987238,0.0020963944906213393,0.002731117781275629,0.005437732694254143,0.003726680467086772,0.004550433714139945,0.009609720826668451,0.022060456720705432,False
1,1,3,1,0.2107845673350724,0.0547995282531871,0.5,0.3566102992625712,0.015312193051451,1.1269867109085165e-08,5.637774095417191e-09,2.9424166176117427e-05,0.73951882246053,1.0,1.6940658945086007e-20,0.2977528089887641,0.038888888888889,0.2000137696340228,0.0085443655037656,0.0115018597002422,0.0177290931624003,0.0353479328837998,0.0107116176477192,0.0165620455093306,0.0248445054386944,0.0545101805747309,0.4632462742069256,0.6081275240971773,0.6135188719380319,0.6791181037954777,0.5368705126866679,0.6813933393009595,0.7003227371446568,0.7817932060300774,0.3424120486024777,0.013550135501355,1.610567243965734e-07,0.0420711974110031,0.4830508474576269,0.8691859609995756,0.9122791483481608,0.9803060858178296,0.0379201620506067,0.7506914057556839,1.0,0.1550387596899223,0.1235955056179775,0.0786516853932584,0.5503875968992247,0.0621118012422359,0.4013894872899612,0.009090490716646984,0.0166707308707056,0.054525419733341414,0.08764372106805493,0.09027715740903659,0.09071090197748344,0.06592826032354303,0.026042090225265505,0.010737667629422092,0.01662548351677873,0.02789801961969319,0.011132217608319547,0.011732456884097837,0.021756163827642557,0.04671709951027326,False
1,1,4,1,0.2818892118857733,0.1091441699042154,0.6666666666666666,0.4044714350963075,0.0153121964102118,2.1315490077321467e-09,5.367767930633467e-09,0.0002604565881749,0.7129406377507634,1.0,3.049318610115481e-20,0.4719101123595505,0.0444444444444444,0.267026644241834,0.0074023555000172,0.0114676400929149,0.0167660118219303,0.0370516539572959,0.006817563100642,0.0140508228928575,0.0197944639749676,0.0485790338725358,0.4394709034683112,0.5774471599306797,0.5823954434555301,0.6458762727498902,0.4973518639446171,0.6321888333003911,0.6492548202301753,0.7261938714748156,0.4373978609728406,0.0054200542005419,1.365762954544381e-07,0.0485436893203883,0.4576271186440679,0.8845235287370392,0.907004703416044,0.9870709688803028,0.0546192615826095,0.745457428716026,1.0,0.1550387596899223,0.0711610486891385,0.1358529111338099,0.5658914728682171,0.0931677018633538,0.3080773886461091,0.0036602278676027195,0.017958747296388113,0.06266683545021703,0.07853641122235498,0.08629845827305148,0.09350167097967452,0.07952946100499393,0.009193336436125412,0.017413328555843172,0.01348576821386517,0.01682568105035932,0.007619228099079646,0.004964414306817662,0.009856979168124596,0.05271611777937068,False
1,1,5,1,0.3105452394099148,0.1173711629865646,0.8333333333333334,0.6913187678500156,0.0153121997788946,4.25596607437089e-09,7.016566753617905e-09,0.0001583869918889,0.8951939111553264,1.0,8.470329472543003e-20,0.3146067415730337,0.0888888888888889,0.0926007888033204,0.0072463396141932,0.0096581334026262,0.0151124964271577,0.0327444512624277,0.0094974805249657,0.0148292494629932,0.0225914877142047,0.0535784878899392,0.4836795233677651,0.6348066395834665,0.6401138583133883,0.7083934774285909,0.5589394327368967,0.7093988075664989,0.7288906079602103,0.8131954328861779,0.2262179583550863,0.0081300813008129,1.4432632928596125e-07,0.0323624595469255,0.4491525423728812,0.8557589564278132,0.9237994573994844,0.9924677075694052,0.0403191187868988,0.8163587733027251,1.0,0.1395348837209302,0.0973782771535579,0.0933746609841146,0.5038759689922478,0.0621118012422359,0.37069151227919,0.006865524445257346,0.009656062033311904,0.04718236685154121,0.08195815834511971,0.11223871296685771,0.09201155966590785,0.07834516158859256,0.00606207708615792,0.005636296669710871,0.0033768843653836905,0.004801709378954027,0.009762339992960313,0.008932127985732263,0.014015122588522754,0.047134898101014205,False
1,1,6,1,0.2221475151797026,0.0594398317502045,0.5,0.6135734967886689,0.0153121983680889,9.076549576864505e-10,7.487070105216777e-09,0.0008966810249485,0.7458533241602259,1.0,1.8634724839594607e-20,0.3651685393258427,0.0833333333333333,0.1147623783513582,0.0091147766076138,0.0145902089248944,0.0192266819421209,0.0315665701720421,0.0100088067501947,0.0187007023303458,0.0248679692514396,0.0436884083999467,0.4600349192344847,0.604678082921715,0.6095421068237142,0.6730608284065178,0.5231058255775712,0.6646738761924429,0.6827133651205602,0.7602792894491873,0.3214330927387194,0.0189701897018969,1.1555047472962237e-07,0.0129449838187702,0.4745762711864407,0.8773019703433975,0.906218814434921,0.9793096256154908,0.0672484891055066,0.7468027219499267,1.0,0.1550387596899223,0.1498127340823969,0.064018813692187,0.5581395348837207,0.0683229813664595,0.381225131155435,0.01033531625465011,0.015221133720949843,0.03445517492304489,0.06455703440545604,0.07413119365339327,0.06919079717213741,0.047188405165227945,0.005299374468545959,0.010998100170852045,0.004411743451702076,0.023972449637419135,0.011995906654488051,0.009001891727840815,0.017510801576525195,0.038599251451490964,False
1,1,7,1,0.1666275028399976,0.029051875989785,0.1666666666666666,0.4272821838180877,0.0153121945647748,3.6075260825564325e-10,5.563571915057674e-09,0.0017127713645963,0.6828508512579627,1.0,2.541098841762901e-20,0.5,0.0833333333333333,0.1555019812651979,0.0086751150832357,0.0130506110291119,0.0165219963977525,0.0284106842517817,0.0095065399322691,0.0190313210706304,0.0230474414107014,0.0428522112514703,0.4729290669582289,0.6212170286644045,0.6258616638441343,0.6910330615172047,0.541770185063981,0.6884574276812292,0.7066840803645363,0.7869710368852347,0.3549291254875057,0.0189701897018969,6.46510584180205e-08,0.0129449838187702,0.5677966101694916,0.8980142777421731,0.9377475410280384,0.9942246063720992,0.0521890364661759,0.7509340478358786,1.0,0.1395348837209302,0.1310861423220973,0.0685984624482554,0.511627906976744,0.0683229813664595,0.3523329193805915,0.02613634063920476,0.024604077410253476,0.10270355957132683,0.11829594922078836,0.1273787176889779,0.137641577395115,0.11994711249163312,0.04739204823985608,0.03614300905175093,0.02683367108686482,0.03633527371928331,0.030934425897916142,0.04648183643957188,0.035833740737561945,0.08859520539695445,False
1,1,8,1,0.2786657685769441,0.1024762785270234,0.5,0.6571442883361331,0.0153121889833886,3.113577588769652e-09,8.582691771287592e-09,0.0002806033702837,0.8466353388964567,1.0,3.218725199566341e-20,0.4157303370786517,0.0499999999999999,0.2142966354703984,0.0163996591803612,0.0217017161467817,0.0254901049286151,0.0452578001609107,0.0177354939948897,0.0307655456923902,0.0343177424906091,0.0675514407466761,0.4559448914148235,0.5988438030093539,0.6033411602075452,0.6684320017629684,0.5284579409533429,0.6715421738949271,0.6891583809363555,0.7699753211942488,0.2542818459508871,0.0298102981029809,1.092232172151857e-07,0.0226537216828478,0.4491525423728812,0.891868560745505,0.9219667072958504,0.984535919582024,0.0538206335310103,0.755957568761864,1.0,0.1550387596899223,0.1048689138576778,0.0931496919173613,0.511627906976744,0.1739130434782608,0.1645335428441088,0.0076017015386062,0.01701508364378141,0.03670510905192902,0.09055355711677648,0.0968032594462231,0.1165370145281216,0.10748264000164906,0.004960572760473551,0.008337159645519987,0.005532027727634893,0.01723568047746227,0.0074581855702169795,0.00826117225561645,0.014220502963256002,0.024286799344455233,False
1,1,9,1,0.295345389015353,0.1021478906221435,0.8333333333333334,0.7172164241564037,0.0153121987544752,1.4736720824194964e-08,8.231341818122979e-09,3.4900612021767285e-05,0.884004193655214,1.0,4.2351647362715017e-20,0.2471910112359551,0.0333333333333333,0.1956050278835089,0.0113805371949737,0.0186645792120085,0.025810005190835,0.0530563893083868,0.01485430032388,0.0310116775551567,0.0408621294620917,0.0941854010169436,0.4797379468295355,0.6307988242722331,0.6364894853134366,0.7068832063445395,0.562663405443907,0.7154549738770524,0.7354511594294318,0.8231802126849226,0.380660711033171,0.0027100271002709,2.478455777479301e-07,0.0420711974110031,0.5084745762711864,0.8377245319360644,0.9042116115486116,0.9888429620464464,0.0486213626576376,0.7884965223463738,1.0,0.1395348837209302,0.0749063670411984,0.1206643869076697,0.511627906976744,0.2298136645962732,0.1252266965922868,0.01218230001429641,0.016516433902717013,0.0459404379177321,0.11074910106258307,0.11299441745241202,0.10274375720850562,0.12788782319846997,0.01857566039132275,0.009981521216089605,0.015994883839089726,0.01667631793486043,0.012776447775484874,0.010286500970979358,0.015748040840409323,0.04206349608040117,False
