fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10,t_11,t_12,t_13,t_14,optimal_budget
1,1,0,1,0.13352124070546734,0.004673989108775449,0.16666666666666666,0.9008305456743152,2.131012869364915e-07,7.2469336973954935e-09,8.807416238937073e-09,0.0005431875300010257,0.0,0.9999999999999999,0.16842105263157883,0.13609467455621307,0.3844237158190647,0.2808191623612577,0.2339332994917519,0.23059234866233147,0.2235855854932649,0.2578564281157705,0.2233225345802784,0.22256918353349553,0.2226208570898458,0.27428873957662814,0.2128479720146642,0.1776803922860828,0.19599871943129066,0.22616683616640987,0.1863779750990191,0.14214308124805242,0.1645834212602456,0.6765338150841935,0.12971698113207553,3.140502511462929e-07,0.19189189189189185,0.46268656716417844,0.8386260575789501,0.8041178161550313,0.9147723849362785,0.32606723689085887,0.6464823275729552,0.0,0.5781249999999998,0.0,0.578125,0.3306451612903226,0.46808510638297873,0.3240954724501539,0.0034465920921830616,0.004880547594503744,0.019760353115089804,0.006814533449114471,0.003231692931002926,1.1511256679451587e-09,5.526643630002171e-05,0.006319381517630938,0.00018332371264749098,0.0026681276685073317,0.0025334087401744703,0.003077135344579978,0.01636934412243411,0.5693413085060088,0.6015828431974465,True
1,1,1,1,0.12270824286930243,0.0036130571953380698,0.16666666666666666,0.8792382179669349,2.13950431925131e-07,8.319125097356033e-09,8.228491623530146e-09,0.0004353487418288083,0.0,0.9999999999999999,0.09473684210526315,0.11834319526627224,0.19070181860879531,0.15878711817489244,0.18802350582349792,0.2028960038997375,0.1953871786504917,0.16313026166351074,0.17500853324852716,0.2039504480806691,0.19466866654355663,0.14926287163595875,0.16294933568320047,0.14509686548312217,0.1638598182919061,0.12869075002275887,0.1353474065324366,0.12091140236490983,0.13405580631042102,0.7365213520394192,0.13207547169811326,2.4265753162888837e-07,0.19459459459459458,0.4328358208955221,0.8878797206692273,0.8524693476574399,0.9475302206542393,0.2566975673460163,0.6172258867350873,0.0,0.45312500000000017,0.0,0.45312500000000006,0.2258064516129031,0.5106382978723407,0.19821854620645782,3.926840641044167e-12,1.44972314637136e-11,0.0046690145318073716,0.005492115238856931,0.002521844195428046,1.152352601826095e-09,6.489748516801096e-09,0.003021810216300777,1.3090641653974146e-07,0.0024711063275166052,4.585442416787467e-05,0.0018245367487236743,0.0054719221716667266,0.49746017136803644,0.551259777542165,True
1,1,2,1,0.13608586418837695,0.005581038795170518,0.0,0.8685650156827545,2.1704532356994325e-07,1.2747766614337294e-08,9.557643002257856e-09,0.0003185816749834189,0.0,0.9999999999999999,0.2578947368421052,0.3076923076923076,0.25565098871468966,0.17188629600840388,0.18200914162309012,0.19396671800836252,0.1621716925558916,0.15834600655130893,0.1735703441874027,0.19549284402067935,0.1593759249847604,0.15317621350742128,0.14648934016702186,0.12442783649645339,0.11826692355526047,0.11322435466075453,0.12144311849538414,0.09758224258026071,0.08279563112968757,0.8029551718181529,0.1344339622641509,3.4807653357786345e-07,0.19189189189189185,0.4477611940298507,0.8451534814034716,0.8166751937244854,0.9261104842692118,0.3316774344816395,0.6020335553809297,0.0,0.28124999999999994,0.0,0.28125000000000006,0.3306451612903226,0.3191489361702131,0.38452231641143453,0.0029396875222634576,0.006687220324994712,1.607854674307423e-11,0.004466627708101559,0.002521844195673324,1.152352601826095e-09,7.482641775564772e-05,0.0030218116291806335,0.00025478368456711785,0.0024710272652464795,2.3711899247016942e-05,0.0013655201123630235,0.002874641603423653,0.49078348897530494,0.5335359191661798,True
1,1,3,1,0.14295684524893387,0.007863070231162016,0.16666666666666666,0.8992179958772137,2.1402183688416179e-07,9.546114005520641e-09,1.0220783259692786e-08,0.00047169551675891404,0.0,0.9999999999999999,0.15263157894736828,0.1775147928994085,0.23894709941221554,0.1970568851800263,0.14507945479701578,0.19326347061395566,0.19870366758748803,0.1980450981275158,0.1342979055641751,0.1869599335993879,0.20344577445580714,0.21137926534844964,0.14734460075096778,0.1642771380653455,0.19552605871342987,0.1854201331750891,0.1205800394744444,0.13218656699919262,0.17046137130198824,0.6237852029936355,0.1462264150943396,2.187980860181198e-07,0.2,0.20895522388059673,0.8796973986707846,0.7924854356147222,0.9263838566449181,0.37386792838894173,0.6948452156633202,0.0,0.32812500000000006,0.0,0.32812500000000006,0.2177419354838709,0.2765957446808509,0.26281026492655,5.6825098675342635e-05,0.0010929506586944513,4.562115637699487e-05,0.005208566443752262,0.002429016778716613,0.0009895303320012242,0.0002123060228391121,0.003480278387527514,0.0022769817771669644,0.0048237059108227134,7.324954515939753e-05,0.008646834505485618,0.0034374188633235904,0.5300755590012195,0.5483356923431416,True
1,1,4,1,0.1460061742086121,0.007174883379864133,0.0,0.8730948361087193,2.1217134593740843e-07,5.853769827423988e-10,9.837335781698078e-09,0.00800398956213074,0.0,0.9999999999999999,0.20526315789473681,0.2366863905325445,0.2586744141211706,0.15069678432990397,0.16498040158000638,0.19535066726199057,0.22305314720258695,0.14180126307898366,0.16586014786221204,0.21132616435206497,0.24224412668935003,0.1617702845133977,0.1619828448522035,0.16105246051399413,0.21484570740931486,0.1314009785098621,0.15417686388659413,0.16008943539209142,0.21222450234587242,0.7332799640767491,0.125,3.140502511462929e-07,0.19189189189189185,0.3731343283582085,0.8289073017204469,0.8638611287097966,0.9452562794598816,0.22464402261418942,0.6331265782784308,0.0,0.45312500000000017,0.0,0.45312500000000006,0.30645161290322587,0.3404255319148941,0.3461777246442991,3.942569423050145e-12,1.3915888143727656e-11,0.02068123375307665,0.002358756366118342,0.002371280364742258,1.1819040025722888e-09,6.875361849512741e-09,0.0030218085357471168,1.297711527074565e-07,0.0024780831060522836,7.460530766518728e-05,0.0015199609928610365,0.00571507249696253,0.5913284508554127,0.5296936544081519,True
1,1,5,1,0.14621088652340022,0.008894603111192492,0.0,0.880066452200506,2.1452145383190245e-07,3.4639921880796553e-09,9.45724531845598e-09,0.0012688448005346766,0.0,0.9999999999999999,0.20526315789473681,0.23076923076923075,0.26881548683874273,0.08579220328511017,0.0947199114910634,0.10751548389862686,0.12372450242410937,0.09400894228278489,0.10374966135410346,0.12303911941840395,0.1350944705683892,0.09486846582320574,0.08804003110810443,0.06587065969221895,0.11105516964540729,0.07844569809481561,0.08495263174699952,0.0587016752352697,0.09496642921574372,0.7210656798220634,0.13679245283018876,2.4265753162888837e-07,0.19189189189189185,0.4029850746268653,0.7156896564226125,0.938908540069324,0.9686571984531032,0.07026388108377613,0.6216479773730073,0.0,0.29687499999999983,0.0,0.29687499999999994,0.1612903225806452,0.19148936170212782,0.22069494049770808,1.5185486481499584e-05,0.0013132586679093167,0.0038848899377257194,0.007708099545571712,0.002521844195428046,1.1494617103685287e-09,6.326762068617096e-09,0.003021810304938085,2.0225118730583675e-07,0.002473028616986166,0.010919100498811925,0.0014974074844334882,0.003749578873961798,0.43728023910184816,0.4281533337805266,True
1,1,6,1,0.1369600763626504,0.005824604789588747,0.0,0.8856751516301118,2.12605502145488e-07,1.6988004546795178e-08,9.198616046790904e-09,0.00021891875472044152,0.0,0.9999999999999999,0.20526315789473681,0.2603550295857989,0.2214350651254961,0.1458866994917356,0.11536716284584625,0.17270810178115725,0.1577496882120557,0.18879375395379472,0.13430778147529598,0.18143963305779187,0.1699074934112217,0.1592488966423754,0.115018211291398,0.14017271371476558,0.15173317430167954,0.17758884264220065,0.12229669157286527,0.12817319585341846,0.137603657397538,0.7546202180739852,0.12264150943396224,2.555259097980893e-07,0.1837837837837838,0.4477611940298507,0.6942886684593095,0.8689576999702808,0.9469599805887006,0.14872761266188111,0.7019623414720977,0.0,0.34374999999999983,0.0,0.34374999999999994,0.1451612903225806,0.3617021276595749,0.148012653977343,0.002084747992004102,0.002608221975150671,0.003985537052203815,0.006038396981488089,0.002455278218896794,1.1626249996215297e-09,7.85934401214855e-09,0.0030218195079154127,1.9447431467375555e-07,0.002472063983653062,6.141191254321704e-05,0.002317622893132417,0.003832683374857601,0.47060359960506915,0.5049836571444652,True
1,1,7,1,0.12607890945595035,0.0037330261201288513,0.16666666666666666,0.9152253638855496,2.1449628331179202e-07,6.529891478998674e-09,8.264404272668714e-09,0.0005684612840485681,0.0,0.9999999999999999,0.1263157894736842,0.1479289940828402,0.2255607072882821,0.14989747220203142,0.11720735121369441,0.14619951209699467,0.11517779857574428,0.14520412418684825,0.09939064819074517,0.14284271356119116,0.1117557562600926,0.16909056120315336,0.12378297671794325,0.12011782937587101,0.11641423029753628,0.13133232369229975,0.0830512510041731,0.08265348390660943,0.07338471055522544,0.6553714530825601,0.12735849056603774,3.4807653357786345e-07,0.2,0.4925373134328357,0.8815628042144974,0.9035571051974536,0.980283375114829,0.14316756005185943,0.688190171020702,0.0,0.18750000000000006,0.0,0.1875,0.1451612903225806,0.19148936170212782,0.19899359428546645,3.943045187146034e-12,1.44972314637136e-11,1.607854674307423e-11,0.002358756366118342,0.002521844195428046,0.008145709600274373,7.539853991601466e-09,0.0030218386656259227,1.9267284632720151e-07,0.0024768612486003403,0.014796216848974588,0.0020985861422056916,0.004935729825664132,0.4641368924291626,0.5117483542785929,True
1,1,8,1,0.12551786159594794,0.004811155524431164,0.16666666666666666,0.860729032296949,2.1631434277664505e-07,3.172632209397624e-08,9.21199414091304e-09,9.831362905237913e-05,0.0,0.9999999999999999,0.1421052631578947,0.11834319526627224,0.3513927932532586,0.2344426931934167,0.24267890918750912,0.25619359362782046,0.23570204515171223,0.21635603376091517,0.23506366685477487,0.24131120224654223,0.21993168002309482,0.20085372020053616,0.19160755327598267,0.17215220521680585,0.17598456331653034,0.15632001368277415,0.16622214585410233,0.1251744446670371,0.12612121167662593,0.7298255807162017,0.12264150943396224,2.690636394581283e-07,0.19459459459459458,0.6567164179104479,0.803875495818061,0.846668104541795,0.9075007022299291,0.30097234332247996,0.6501374448251737,0.0,0.53125,0.0,0.53125,0.29032258064516125,0.4255319148936174,0.2948412067228672,0.0027388078243123087,0.0001030809018641468,0.010531960607636726,0.013144037631739675,0.011642121161760308,0.00012235304842817348,0.007057600500315894,0.004049714273610627,0.0011328123864406128,0.0029751097614330903,6.706526298521365e-05,0.002027277645062584,0.005708206071605127,0.5169562411627213,0.5743583813898546,True
1,1,9,1,0.1198553622986081,0.0033220107875629634,0.0,0.8969660531604099,2.1510383635691695e-07,9.915776936564364e-09,9.285313541272986e-09,0.00040846663321121655,0.0,0.9999999999999999,0.16315789473684203,0.15384615384615394,0.3206663536571596,0.16410992712123895,0.11475519972994341,0.1694460900264122,0.17700457946955073,0.1884455153065232,0.12189965271218761,0.1672210359324906,0.1957769457440759,0.17346746596188956,0.11018848721574159,0.13247762684734343,0.16689792079379118,0.17453274479918823,0.10624039984745048,0.1091615411328335,0.16075557521919936,0.7130125631736903,0.13207547169811326,3.140502511462929e-07,0.2081081081081081,0.2388059701492531,0.8545929744614531,0.8159497634744675,0.939521227457627,0.3409533784943574,0.6588676382193932,0.0,0.28124999999999994,0.0,0.28125000000000006,0.08064516129032248,0.17021276595744705,0.11801542277126822,0.02076852900886923,0.029430164257908245,0.0898767818436014,0.13185217884389672,0.13889555933041062,0.10102791874563513,0.19267523899854935,0.22333933532003047,0.20607514907165647,0.22094704192958847,0.24570867024819187,0.2611524109975915,0.36263924771855544,0.5018996232303281,0.5491841185711722,True
