fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10,t_11,t_12,t_13,t_14,t_15,t_16,t_17,t_18,t_19,optimal_budget
1,1,0,1,0.387239331317885,0.03131912168992024,0.0,0.8303466330624574,0.05605981192275636,5.5994218540069e-09,2.4108675673732905e-09,1.5434647530581643e-05,0.0,0.0,0.39999999999999997,0.4782608695652174,0.3,0.0,0.3273937123648849,0.2930342364531404,0.1422001681347398,0.0,0.40409436645787933,0.3443113473943753,0.15968863207232786,0.6320555319947117,0.3445502548266602,0.3228765582570833,0.18615631708662417,0.6642924313499128,0.42053757747475623,0.35949494445417846,0.18293643327910936,0.8072685319221353,0.19920318725099603,6.27503127225007e-08,0.23423423423423423,0.44999999999999996,0.757479535471993,0.7915066415577723,0.8560076875573646,0.4015610659287537,0.2968055540316068,0.1743362247436431,0.09126327178249477,0.007860470024631014,0.016520075850347146,0.008254495848675209,0.022404435398505573,0.08823796060842362,0.08300274858605407,0.10756817899008521,0.15932912561607238,0.044850170854756684,0.04807027287353334,0.031116873994553033,0.01847084482952705,0.015370776208044301,0.012207425182211011,0.013636788543378657,0.003075765375229719,0.48921789129377,0.5639373474572639,False
1,1,1,1,0.42830483218417587,0.014233700455744607,0.0,0.7964560784384078,0.056059812859542646,3.7351411419930856e-09,1.9993049819131155e-09,2.0541798271163058e-05,0.0,0.0,0.5666666666666669,0.5217391304347825,0.40104166666666685,0.0,0.30377887298624273,0.2543898646599656,0.24758392255586292,0.0,0.32687404971115175,0.31823445246666027,0.2795566352585199,0.31968276560170317,0.30813158310322575,0.26597423198665593,0.2593747090463435,0.3716344948864805,0.3310400744140975,0.3166834172073059,0.27800209448068014,0.7137960123989671,0.19123505976095612,4.8659072492764364e-08,0.2297297297297297,0.34999999999999987,0.8140500481401838,0.8842240146716698,0.8936920827629387,0.2914359544662692,0.439513602360869,0.12875488981440442,0.08985100085692972,0.004950038642742119,0.045575490725122104,0.04468151419096317,0.06598808759117633,0.08376066437496438,0.08709995326664227,0.10726280931034511,0.12408788640273367,0.0650208494799658,0.046297998647447214,0.032521483309431984,0.019133650681221474,0.0158309254972734,2.3460491490319606e-05,0.004145341076913733,0.0028957483032402455,0.5343164388768424,0.5574868752756903,False
1,1,2,1,0.41284852259267635,0.006097856929501096,0.3333333333333333,0.8972472984268602,0.05605981384221843,1.3079911341148656e-09,2.8241234274664956e-09,9.896088801901368e-05,0.0,0.0,0.7000000000000002,0.4347826086956521,0.5556818181818183,0.0,0.3164595794392002,0.2968393733301333,0.1392302045596372,0.0,0.38850888940314077,0.36270458580525955,0.13168604775830062,0.5149759447633198,0.3290814872973468,0.3195968196211012,0.1718490723303091,0.5004483324467133,0.3983032580287607,0.36848038295103996,0.14062984122459987,0.864177385414477,0.20517928286852594,6.27503127225007e-08,0.23648648648648649,0.6499999999999999,0.731115963951877,0.8233985700124702,0.8640375464019459,0.37986375081584617,0.47467087743943137,0.07711236915148134,0.06286676990683328,3.167109094168923e-12,0.0023173955892991883,0.003881055241446789,0.001323769542940546,0.02995960194024634,0.04272410154658481,0.05430162651817847,0.0888833680841942,0.04015688762401958,0.04727799995014042,0.028998808225950076,0.01741074748290282,0.011120745532572645,0.003608451539553284,0.0020954558763128374,0.0030820405288581733,0.5185308772189637,0.5674242898287605,False
1,1,3,1,0.45715542308049334,0.03265149062159655,0.3333333333333333,0.9074962725433153,0.05605981106165746,2.4852188592721747e-10,2.0927021382718903e-09,0.00040249917506716103,0.0,0.0,0.6000000000000001,0.34782608695652184,0.5399999999999997,0.0,0.04458933854546321,0.21307883647617198,0.27178688788960415,0.0,0.1891658898574453,0.31846040155477473,0.3115745548926512,0.5276674671385804,0.06391102412080618,0.23945805684380028,0.30018638623239635,0.553362441848031,0.20608964913701144,0.32777268317034114,0.32287990380593234,0.7822874953124543,0.20717131474103584,4.745190622623228e-08,0.22747747747747743,0.55,0.8108447000284649,0.7276203415833358,0.8527200009372728,0.5313767434421088,0.4820890685156376,0.12805257979406728,0.10533267991006123,0.02060183013662189,0.028864666884257578,0.04340942211046838,0.030959682266096647,0.06853378623060884,0.06899395011307818,0.08247850772235474,0.11923247169753402,0.04867859714996342,0.047345175093205676,0.03462636107938421,0.024815150301097023,0.01889858224392955,0.0033706200667740576,0.011151172799082652,0.004370393495360746,0.4224876002317799,0.49802720765920255,True
1,1,4,1,0.38777126297182263,0.02238741766020924,0.0,0.9149100101512702,0.05605981387515194,2.5661314465831193e-09,4.361399867685512e-09,7.656326268848437e-05,0.0,0.0,0.6000000000000001,0.5652173913043477,0.402,0.0,0.2927519466054247,0.3920670512400688,0.3627661649417857,0.0,0.30973684296729287,0.43280642950120596,0.3473518591439264,0.6855506333390498,0.31356883196752655,0.41972192319211893,0.39850425222631713,0.739180457142993,0.3338266244467606,0.4487762278816239,0.3701551491101893,0.6642353570214268,0.2091633466135457,7.689912277094194e-08,0.23873873873873877,0.5,0.8503232480890501,0.8002808972264575,0.8935559803456707,0.38399838863169283,0.5301215638748303,0.09033430677346192,0.05958145951036142,0.006021959856848895,0.01557093409159283,0.001565474360563997,0.019602047580823075,0.04558410571066835,0.05264943584509481,0.06038779853078279,0.09179265508425188,0.03584627682252677,0.04603476760497813,0.032303436121985364,0.016691679123876806,0.010217051567142562,0.002650409093347442,0.005902875228540911,0.0032035481111962966,0.4986038190572366,0.5368009216356021,False
1,1,5,1,0.41475628346775906,0.01921874672406995,0.0,0.9781573050783573,0.05605981049187009,7.81107828781798e-09,2.9078074353322797e-09,1.2590848072797037e-05,0.0,0.0,0.5666666666666669,0.4782608695652171,0.42500000000000016,0.0,0.32782840434028393,0.24763168111628753,0.24831866305616757,0.0,0.3256237311277568,0.29145049188722205,0.22906510481064535,0.5396541472812011,0.34121387426643257,0.273606791460959,0.27869946216004204,0.4930244731693021,0.3361215458403229,0.29735918182355553,0.23671546146222333,0.5905949803883122,0.20717131474103584,1.0973982172738923e-07,0.2432432432432432,0.5999999999999999,0.8069814306688117,0.7368665700762413,0.6770019295305707,0.44716959718162236,0.33279828262860733,0.24811525281739477,0.1207156316911987,0.29651334371815585,0.05158991375141646,0.054369800435728914,0.10961648122910737,0.08234253786155628,0.12397250086711403,0.12914498864516769,0.14450196154506556,0.060700182384851996,0.07355724933926519,0.05238853010590248,0.04251508908149237,0.02579405852999916,0.017522102403997028,0.006864513119582926,0.004069802608237133,0.505822879481023,0.5407826659222167,False
1,1,6,1,0.42998475207655135,0.028234819992956267,0.0,0.8753164802461254,0.05605981265155163,2.613301313998133e-09,3.080929834108502e-09,5.155379612855462e-05,0.0,0.0,0.49999999999999994,0.4782608695652171,0.3750000000000001,0.0,0.21326804070859495,0.04296405934089087,0.297501259312559,0.0,0.32284613899021397,0.1882278119947216,0.36199336189941445,0.8473982513881166,0.2464307932327932,0.10426356136566539,0.349909908825458,0.8504546926290812,0.352154945252764,0.22221170890415642,0.39122119445272036,0.5398592026348847,0.20119521912350596,3.1571347507370955e-08,0.22522522522522523,0.40000000000000013,0.7891358302954838,0.730106742311996,0.8368837769939204,0.46296534101194736,0.49884447612788074,0.10240125904430872,0.16982166074818442,0.1266648757392767,0.07432920677894789,0.12132903776925641,0.09479655221514104,0.11707709973884016,0.10989817253767965,0.15346213399346711,0.11498127556638797,0.062112121583935184,0.0696654315279598,0.041673147923321864,0.050537857362748524,0.04268813550904237,0.01782373707737737,0.045662244641934455,0.06495934745718066,0.5605686320257343,0.55206202710976,False
1,1,7,1,0.4195774190585813,0.006347588231839858,0.3333333333333333,0.7941074857399926,0.05605981254593802,1.0782973075326628e-09,1.8445442940354083e-09,7.756539778454741e-05,0.0,0.0,0.36666666666666653,0.6086956521739129,0.22596153846153844,0.0,0.1484228313597682,0.2667023886997564,0.21553628799856783,0.0,0.18691113090189448,0.2753894153907277,0.1943916879532499,0.624176748351239,0.17152046715857472,0.2972998763525989,0.2548120810521748,0.6487908789421448,0.21053901663513497,0.29158426562096246,0.2153594266792207,0.912707207494238,0.20119521912350596,6.27503127225007e-08,0.23198198198198194,0.55,0.7800643084058079,0.9285348094246046,0.9580423914648015,0.21216609058516062,0.5331205142804031,0.21092509882616384,0.12356822458989916,0.1344694309479583,0.197552315607967,0.24097349677570018,0.19867947429279856,0.13934674304942546,0.18513283228878571,0.1591833977017694,0.1867882327252143,0.1173344577203637,0.09949178668929648,0.06666009942149469,0.06510338450753929,0.03836137319863846,0.02181347536727409,0.011915187864753984,0.017224843736389574,0.5377381015159712,0.5352547887628356,True
1,1,8,1,0.468115874892823,0.03334034494570289,0.0,0.9362108902236316,0.056059815106519424,2.8742401104563693e-09,5.031730175626601e-09,7.897698573758944e-05,0.0,0.0,0.666666666666667,0.4782608695652174,0.5000000000000001,0.0,0.26762067518050214,0.23413813473407896,0.3224150718582228,0.0,0.3319785253839733,0.27894563621382495,0.39330501523796446,0.2634670133614918,0.2691177765334148,0.24212708128051552,0.3288351318165761,0.2715867992037371,0.3310020477937707,0.27059713801483687,0.38692935443763826,0.73724803234207,0.20717131474103584,2.5087051889579096e-08,0.22297297297297297,0.7,0.8682294800346475,0.7350682641520319,0.7842330887633528,0.494367955809433,0.5318447350776316,0.19394343241356135,0.20144229225086563,0.1054184802389654,0.14541140705063554,0.1965703424785113,0.13225024812726424,0.12408660353889799,0.1262783625924701,0.13758669851932617,0.10706123528815242,0.09682529085486377,0.1122015651654631,0.06871732962892217,0.07921241407932497,0.03930245225821614,0.045791619037465495,0.06136162702961116,0.14302231423313072,0.26683376448200213,0.3427291789133088,False
1,1,9,1,0.3724895296603943,0.022601621895935158,0.0,0.8566271275341284,0.056059810840472714,6.132082646362045e-09,4.306415331681096e-09,2.8469626446239813e-05,0.0,0.0,0.7333333333333332,0.6521739130434783,0.4462962962962962,0.0,0.2520644855220504,0.19990937876355486,0.2496485842768963,0.0,0.33410067577924196,0.24958381488749137,0.1760734903291561,0.35959785930703614,0.2582261119880179,0.21477605714782522,0.2647766191097537,0.3388335639137532,0.3365836360041614,0.2452363120256199,0.1707270334449582,0.7068788644630835,0.19721115537848605,4.5097260107395863e-08,0.24099099099099094,0.5,0.7625105295256027,0.933730707129115,0.9724314794627433,0.13649072013329855,0.31736740773120464,0.14261342683713124,0.07524373134380898,0.003505806288438917,0.0066031511816466385,0.010777771243354241,0.0157301735569001,0.06209046112401746,0.0820982361724495,0.09743567119984627,0.1243177244036747,0.04625351071585793,0.039319761291073785,0.0321022783848578,0.019677186355574233,0.019455863424493475,2.5956209324963057e-05,0.0014316921691552614,0.002670046533237212,0.48565542472790574,0.5527866591124003,True
