fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,BFGS,DE,Elitist,MLSL,Non-elitist,PSO,pred_t0,pred_t1,pred_t2,pred_t3,pred_t4,pred_t5,pred_t6,pred_t7,pred_t8,pred_t9,switch
1,1,0,1,0.2226801905035166,0.0648878800739296,0.5555555555555556,0.688775251830429,0.013210425317485,5.756416950047216e-09,7.953374598899928e-09,9.182226682046316e-05,0.8681463655261156,0.9999999999999962,2.836059761262221e-13,0.9999999999999998,0.1488753335874951,0.1081159842634416,0.0295175698576857,0.4373674443266171,0.1252329481923219,0.1309107241748275,0.5081764594029283,0.0410730698529411,0.3683997713124844,0.0003299246822115,0.0004717046830386,0.0006068149897937,0.0015334463647087,0.0006231250482742,0.0020156805563238,0.0026553650695352,0.0061162517376451,0.6423355791661708,0.6585891908474879,0.6685782456369225,0.7155908449269441,0.7451184962468206,0.760597229453002,0.7756277065525107,0.8258180510345897,0.4046895005752431,0.0423728813559322,3.2547116055315974e-08,0.0953757225433526,0.6,0.6097701400507749,0.9340235313522957,0.975172724381397,0.0173130956085483,0.8143039204614757,1e-12,1e-12,1e-12,1e-12,1e-12,0.0016439155753313,-0.6778225028423818,-0.6170257415959367,-0.6130869988671437,-0.6395240605822742,-0.6238240514655143,-0.6226155272484089,-0.6259412533190244,-0.6574666198864351,-0.6398881464677212,-0.6623460218764969,True
1,1,1,1,0.2030624122234022,0.0494867357344467,0.5555555555555556,0.7979460591955273,0.0132104257138435,3.003405112243752e-10,6.236849476797343e-09,0.001673078264549,0.8668173534482837,0.9999999999999948,1.9274827637834682e-13,0.9999999999999986,0.1383911551658406,0.0795570450240419,0.038105833200457,0.4118504772004241,0.0685799478196049,0.2067806932363373,0.4898745008556758,0.0924287683823528,0.1826512503942418,0.0001732082234658,0.0002415886504707,0.0004141372524338,0.0015111040490283,0.0003634509483319,0.0010748924130012,0.0018360494071169,0.0062121858403207,0.667449430077313,0.6843354285193559,0.6947555906390858,0.743996032466565,0.7506878229009468,0.7662699500789151,0.7814322890174076,0.8322450480991932,0.3735977313648924,0.0395480225988701,9.440064789416972e-08,0.1300578034682081,0.5389830508474576,0.6222215868089953,0.9428707483616374,0.9731606669773314,0.0197320342823946,0.8318983870966227,1e-12,1e-12,1e-12,1e-12,1e-12,0.0002508054284291,-1.0049011618501755,-0.8827701743343996,-0.8931872308858128,-0.7768369477218158,-0.8336246985799151,-0.8004801037281846,-0.8499224908561881,-0.8224449624455417,-0.7932239995589292,-0.7748892836158097,True
1,1,2,1,0.2045482201703633,0.0543636941003395,0.3333333333333333,0.6524855474052101,0.013210420380629,1.5159470988658306e-08,6.8149922842499155e-09,1.6338986243987104e-05,0.8284527035207572,0.999999999999992,5.24156325642871e-13,0.999999999999997,0.1383911551658406,0.0734372723298849,0.041236127563849,0.4264316012725344,0.0834886321282146,0.1815923514176849,0.4337326487925461,0.0378561580882353,0.3365420771007885,0.0004245736885693,0.0005816777037992,0.0008210421970523,0.0030238110750973,0.0003034901495782,0.0008867262798609,0.0012572798392656,0.0041132647738375,0.6063923875991659,0.6217240310484822,0.631138574194681,0.6753839714305054,0.6622110593774758,0.6758433139842069,0.6889646086837704,0.7304367429907184,0.3747059920325655,0.0254237288135594,2.602647881968947e-07,0.1936416184971097,0.5355932203389829,0.6508024389868388,0.9506565163485456,0.9819769846791052,0.0085310874818749,0.7936679856735768,1e-12,1e-12,1e-12,1e-12,1e-12,0.0021386862821689,-0.4746808268992555,-0.4515178874079368,-0.4695180585750939,-0.4709837236315021,-0.4446342401607129,-0.4756891009249503,-0.4487398660297544,-0.4385652917307494,-0.4710161078117096,-0.4875073038913671,True
1,1,3,1,0.2117223756400194,0.0557717224765202,0.6666666666666665,0.3643378190832289,0.0132104188800441,1.1951998983900425e-08,5.9429755851504e-09,2.04463031790488e-05,0.7445484624209139,0.9999999999999902,1.2179092014275505e-12,0.999999999999998,0.187317321133562,0.0938365146437418,0.0411097400918998,0.4774655355249204,0.0565997550716149,0.2706472017337101,0.4645369842175316,0.0314223345588234,0.4091286900573301,0.0003640733707479,0.0005068927814643,0.0006373821006267,0.0018727457939121,0.0005223907629025,0.0014963574941645,0.0019130728536951,0.0046373959423605,0.6767262084199206,0.6938645452628506,0.7044307228856836,0.7545008114815761,0.7388585638173288,0.7541849255807895,0.7690611348115485,0.8185527614689836,0.3851136839364513,0.0395480225988701,3.6021065623566114e-08,0.1271676300578035,0.6169491525423727,0.6522266991903398,0.9551183867123128,0.9760232731890436,0.0159351512609117,0.7968175668580777,1e-12,1e-12,1e-12,1e-12,1e-12,0.0017624781410251,-1.4717787269042308,-1.0698887259720764,-1.1352518887021472,-0.9814628607816536,-1.04531398585736,-1.00921401481617,-1.0957264001354148,-1.31080495820961,-1.051622290373684,-0.9949090914901556,True
1,1,4,1,0.27490521179672,0.1045156401205221,0.4444444444444445,0.4168926094143874,0.0132104225660793,4.967296264933277e-10,5.892763937898283e-09,0.0009509853556695,0.7129776587831913,0.999999999999986,1.317250331706564e-12,0.999999999999998,0.1383911551658406,0.1142357569575986,0.0262802767165317,0.4373674443266171,0.0864703689899366,0.1801337045044578,0.5368891424225138,0.0346966911764705,0.4382869035978742,0.0003860443253928,0.0005626715594879,0.0008020553229121,0.0017918976058964,0.0005412471632199,0.0016962854869006,0.0024885490940461,0.0050499739355826,0.6569100558508275,0.6735459110610131,0.6838033678311722,0.7320983949051554,0.734679724464643,0.7499257754995017,0.7647323839042593,0.813774796143039,0.4570135426722146,0.0310734463276836,6.292146109610194e-08,0.153179190751445,0.5932203389830507,0.663396536980537,0.952083994856256,0.9845465334323064,0.0290441111450311,0.7916585447142103,1e-12,1e-12,1e-12,1e-12,1e-12,0.0006406938656145,-1.1077645716303293,-1.0305092260426696,-0.9564590600287888,-1.0351628974024742,-0.9949637210396424,-0.9528583860142684,-0.9781436496117744,-0.9288523209112296,-0.976156967667887,-0.9926769096016436,True
1,1,5,1,0.3076837403130354,0.1168816714226314,0.6666666666666665,0.7033305886714097,0.0132104263974213,3.676737185484129e-09,7.3553309573054805e-09,0.0001424593320174,0.9000297004030143,0.999999999999992,1.6613704456144745e-12,0.9999999999999992,0.1383911551658406,0.112195832726213,0.026787254711356,0.4154957582184516,0.0655982109578829,0.2156429853315031,0.4257463396082904,0.0409007352941176,0.3124805370134921,0.0001727882460037,0.0002099130004523,0.000292143641509,0.0007396603159876,0.0002036566705056,0.0005369377462202,0.0007197682459617,0.0017001315958182,0.6936391433378339,0.7111955641908528,0.7220384410181337,0.7734397177293866,0.7362396471468774,0.7514932095815745,0.7662957709420857,0.8153927901903079,0.3501464458314731,0.0310734463276836,1.24192135270156e-08,0.1040462427745664,0.576271186440678,0.6426527931501791,0.9608699297563384,0.9907258255556816,0.026414142626017,0.8340218978508565,1e-12,1e-12,1e-12,1e-12,1e-12,0.0004765303131154,-2.1153940022504085,-1.0767856656136672,-1.0791708143420935,-1.0251071717158908,-1.0394502442321636,-0.898319024435525,-1.0313222013416037,-1.1637339188390396,-0.9260736486876924,-0.9030478347010792,True
1,1,6,1,0.2224631808740893,0.0604330958907079,0.5555555555555556,0.631577729250115,0.0132104250081357,1.9415836330066403e-09,7.838640588666828e-09,0.0003074359671271,0.7600235048845201,0.999999999999989,1.2591319537713509e-12,0.9999999999999976,0.1453806074469437,0.0795570450240419,0.0395754549673077,0.4337221633085893,0.0417443160641072,0.3105225078453631,0.4787031755086517,0.0572150735294116,0.2691628547157045,0.000215022948091,0.0002939568518151,0.0004754257744835,0.0017163428095783,0.0002515816013024,0.0007771796127667,0.0012097157135728,0.0039232750476024,0.6730856058028714,0.6901187876432751,0.7006350405312758,0.7503936449741472,0.7322583301377495,0.7474331357580422,0.7621613845744357,0.8109616950202378,0.3425381088783898,0.0395480225988701,3.2547116055315974e-08,0.1300578034682081,0.5627118644067794,0.6578904305083291,0.9521942781417648,0.9749577978199692,0.0168524152025681,0.7819868467771588,1e-12,1e-12,1e-12,1e-12,1e-12,0.0004491697210322,-0.8153350528634186,-0.904174888589562,-0.8067926891717986,-0.714362319055146,-0.7427194696032945,-0.708225571767417,-0.7347605098299552,-0.7297855045032087,-0.787880317359555,-0.7475794820785091,True
1,1,7,1,0.1719941841834286,0.0321029480691626,0.3333333333333333,0.4381304924558069,0.0132104210985908,9.526174269896911e-10,6.009752014464685e-09,0.0004964311142641,0.6924746911262445,0.9999999999999822,4.585114382491201e-13,0.9999999999999972,0.1453806074469437,0.1285152265772985,0.0240983636435786,0.4665296924708376,0.1490868430860976,0.1180709934147141,0.5288077581289217,0.0797334558823528,0.2241750955316127,0.0007326943117037,0.0009576063727633,0.0014791748413768,0.0036515138936,0.0010192703675695,0.0028123243162683,0.0041629703932039,0.0102958394776171,0.6851804160417263,0.7025479750012121,0.7133293249341474,0.7643009734900076,0.7396843983359517,0.75504005190609,0.7699903897347615,0.8197865319313064,0.4805520580950257,0.0367231638418079,1.489955072852817e-07,0.1011560693641619,0.5796610169491526,0.6783515585262887,0.9679828264388964,0.992970845498997,0.0260880129467519,0.7869945894506648,1e-12,1e-12,1e-12,1e-12,1e-12,0.0029321434525813,-2.796086466406478,-1.3075087281616748,-1.238234502229809,-1.1847984663573836,-1.3433468638065178,-1.2340709375364212,-1.1454607317132854,-1.4534714758321765,-1.2252732291021164,-1.0972318588967602,True
1,1,8,1,0.2759507433913892,0.1011135242644093,0.6666666666666665,0.6761454804965452,0.0132104154205986,3.034287254428636e-09,8.903121080682771e-09,0.0002170312273153,0.8549524378293296,0.9999999999999948,7.490003236366007e-13,0.9999999999999988,0.1453806074469437,0.0673174996357278,0.0465819760395364,0.4154957582184516,0.0416910707630051,0.3001092676503024,0.4838847689674842,0.079446231617647,0.2063428991735875,0.0002859719652065,0.0003960893718852,0.0006139168255502,0.002478950934945,0.0003613289689721,0.0010948650391634,0.0016650373528213,0.0061907930741926,0.6673949108083324,0.6842870707065457,0.6947153901807148,0.7441103869203557,0.7340707948057347,0.7492902047212113,0.7640687535206678,0.8131911811110255,0.3307582757987635,0.0480225988700565,4.641588833612705e-08,0.1473988439306359,0.6033898305084745,0.6715082259010783,0.9602073956737998,0.981230133090344,0.0187349117049191,0.8029867891952925,1e-12,1e-12,1e-12,1e-12,1e-12,0.0005312514972818,-0.7588418334347568,-0.7856212801068861,-0.7646188967368263,-0.743752043834575,-0.7552881617304951,-0.7761150585024158,-0.7546605897157136,-0.7077526550949496,-0.7559337042257667,-0.7321599588804735,True
1,1,9,1,0.2935548962281049,0.1027059930184109,0.5555555555555556,0.7315898596837043,0.0132104254349623,1.4467090784928012e-08,8.417351467345571e-09,2.680805316430891e-05,0.8903439682743067,0.9999999999999925,1.2749028060061705e-12,0.9999999999999992,0.1418858813063921,0.0591578027101851,0.0517109680420597,0.4191410392364793,0.0715616846813268,0.2028282306327543,0.3887145845217721,0.0535386029411763,0.232938659491374,0.0001783625204098,0.0002810854168237,0.0004542281882777,0.0019622870441039,0.0002731828906955,0.0009207929367719,0.0014802782653426,0.0057084009399688,0.6885389899627807,0.7059757916729467,0.7167494628819499,0.7678980724360821,0.7449493491706229,0.7604084433680367,0.7754323795390003,0.825649847779538,0.3493476240378443,0.0141242937853107,2.2822244741863784e-08,0.1271676300578035,0.5355932203389829,0.625832773868672,0.9509111556613185,0.9861063789726592,0.0212933872155941,0.8223350205520598,1e-12,1e-12,1e-12,1e-12,1e-12,0.0003625278461022,-1.7604983290609526,-1.0011372707809914,-0.8923761228312798,-0.7750013063048299,-0.911315011043454,-0.7879739549317514,-0.8051614551732852,-0.8936195140274938,-0.7717381013597309,-0.8013043399505194,True
