fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,BFGS,DE,Elitist,MLSL,Non-elitist,PSO,pred_t0,pred_t1,pred_t2,pred_t3,pred_t4,pred_t5,pred_t6,pred_t7,pred_t8,pred_t9,pred_t10,pred_t11,pred_t12,pred_t13,pred_t14,switch
1,1,0,1,0.2209470917868722,0.0643068827366707,0.6666666666666666,0.6719781944093957,0.0152667759471245,6.713609900960039e-09,7.6857684269682e-09,0.000678627513367,0.8581412004535673,0.999999999999996,6.581362194726112e-13,0.9999999999999998,0.1199999999999999,0.0948780487804878,0.1330654209157301,0.4846005774783447,0.1087083576855639,0.2105149675815644,0.4117431863910737,0.0744500846023688,0.212835086095725,0.0049668922281187,0.0073837428681664,0.0103259772472856,0.0213575621050629,0.0062383113065333,0.012781347098262,0.0171082512987394,0.0390940449549607,0.4493176139910715,0.5581425981274402,0.5519517781439767,0.6132241046563003,0.540746607474379,0.7146395244596668,0.6939592565863484,0.7773479022360611,0.232608508376056,0.0401069518716577,9.187041000997113e-08,0.0379746835443037,0.3193277310924369,0.8178466792484409,0.8761350455773178,0.9791945780912844,0.0295862938170038,0.78566319849887,-5.887666503421319,-5.870775635569309,-5.7965633680240165,-5.864191425883139,-5.870603040197559,-1.652744994961297,-11.74876720037478,-11.94774399066708,-11.850922774710636,-11.92109093112311,-11.743390029750518,-11.763305708301951,-11.95098262753588,-11.79403495446115,-11.724234685743069,-11.902168181610598,-11.804378768749574,-12.0,-11.934633992269909,-11.81276477142201,-11.876356063188975,False
1,1,1,1,0.1999049075237652,0.0477135805046936,0.3333333333333333,0.7837746196269585,0.0152667759336561,6.214403797435211e-10,6.079673479306975e-09,0.0071677727216154,0.8568705807754569,0.999999999999994,4.534125167470838e-13,0.9999999999999984,0.1199999999999999,0.1629268292682927,0.0769133192843549,0.4629451395572665,0.1087083576855639,0.2019298758849741,0.3565026522773004,0.0392931002068057,0.3240638303528632,0.0076278699170347,0.0114642922673675,0.0141466999738121,0.0217095974028606,0.009328602929852,0.0171751962522506,0.0204321449372452,0.0342384670405777,0.4855878711195862,0.6033705913435705,0.59659691319003,0.661608765462617,0.5433585451189732,0.7179905692024373,0.6971107052784081,0.7790667361196565,0.37506630530732,0.0294117647058822,1.296406851123241e-07,0.0348101265822785,0.411764705882353,0.8312059216472114,0.892443989946418,0.977218237226632,0.0545080426769684,0.8211613500445321,-5.853586702518013,-5.914742013657186,-5.75925983913381,-5.870281207532795,-5.824825374331844,-1.432215606820559,-11.861702489320418,-11.881004581952618,-11.962314467158176,-11.999947566674102,-11.784100912228,-11.895129210086134,-11.91247243082101,-11.853062286382825,-11.847244082539373,-11.971087215015514,-11.85068789741026,-11.79132476996114,-11.800468540923704,-11.94051998102994,-11.895332455199764,False
1,1,2,1,0.2075170602817831,0.0559538959410521,0.3333333333333333,0.6209483260154179,0.0152667709046211,1.5166654640304142e-08,6.344515355766701e-09,0.0001306076408982,0.8151862645344857,0.9999999999999912,1.268746250367072e-12,0.9999999999999964,0.1199999999999999,0.0873170731707317,0.1437610593217063,0.5062560153994226,0.0541593609974674,0.3735568078107009,0.2310224986281325,0.0785862004136116,0.1167279393042418,0.0134270975583534,0.0199572958439459,0.0272160579085371,0.0546725653086224,0.0113889899352897,0.0197565248574144,0.0258582769587035,0.0574663080979355,0.4169866134981029,0.5191907907546848,0.515223055401971,0.5787685639965068,0.4282480653962722,0.5682798701670274,0.548856237771322,0.6206108764630305,0.4140413398733595,0.0427807486631015,5.243412349862182e-07,0.1139240506329114,0.4369747899159666,0.868929982697211,0.9069025953029516,0.982806720417502,0.0298105885649777,0.7582016382744754,-5.567732092154528,-5.474269794468372,-5.582346603430679,-5.849201204143928,-5.409674502714954,-1.5207300126065444,-11.915513174379193,-11.86665817931147,-11.824568441166203,-11.828857454151706,-11.72762904387569,-11.2810262135562,-11.813115387233031,-11.639604096072462,-11.59546179879586,-11.584787704673944,-11.55531015909207,-11.398447633530948,-11.411962988483916,-11.291154072110588,-11.386158868727769,False
1,1,3,1,0.2099854460148004,0.0548161864613255,0.5,0.356891992748801,0.0152667698673905,1.1305776732301829e-08,5.68504552729421e-09,0.0001973218975287,0.739576677174106,0.9999999999999896,2.8265498377603266e-12,0.9999999999999976,0.1492682926829268,0.1175609756097561,0.1239041778928897,0.5206929740134747,0.0724722384570426,0.3111457090761061,0.2955917322114506,0.0336529422823839,0.3099548063716235,0.00924307688003,0.011991551453804,0.0173708557965236,0.0340453805054503,0.0112353552923406,0.0172607365227982,0.0236884650854668,0.0505356327216386,0.4970032202926132,0.6170716860665946,0.6109640528461384,0.6803317122450214,0.5427070767388369,0.7165660189951393,0.6963849325050125,0.7806984733938961,0.3087579172298589,0.0267379679144385,4.057987175557481e-07,0.0379746835443037,0.5042016806722689,0.8648762853550249,0.9154515648572245,0.9797904037421332,0.0349562664314911,0.7502190369298504,-5.587114423663701,-5.569682338616322,-5.471681660309298,-5.7752139897133885,-5.571579021759241,-1.4794608878043096,-11.4041028104122,-11.49762783510715,-11.831656098236248,-11.44552500759928,-11.43136220898217,-11.07541620350174,-11.384857222567817,-11.32154068058045,-11.336585279205469,-11.319650033970786,-11.251831008819016,-11.515507483210053,-11.54044079981196,-11.57007709303807,-11.454335786223416,False
1,1,4,1,0.2809111569884183,0.1089832386073008,0.6666666666666666,0.4048433856907443,0.0152667732362163,2.074505538356144e-09,5.422563606092106e-09,0.001816796252037,0.7127702453596552,0.9999999999999848,3.063763232371599e-12,0.9999999999999976,0.141951219512195,0.0570731707317073,0.2292584726555543,0.5279114533205007,0.1024741866354957,0.2393123542958503,0.4949698189134809,0.0449332581312276,0.3920286074727414,0.0075716544950534,0.0112374072761666,0.0158312626749212,0.035558022815577,0.0066470542337116,0.0139186018524555,0.0176464673462234,0.0450915458720299,0.471481336514804,0.58586130170202,0.579919828071896,0.6471152614630169,0.5026225320034591,0.6652830933545875,0.6445636446325742,0.7243723439308931,0.4425450293342463,0.0187165775401069,1.049255971521688e-07,0.0569620253164556,0.4705882352941177,0.8801988360093898,0.9102298681359222,0.9867423418050948,0.055279248657707,0.7497237572310711,-5.581614771699332,-5.558341103347855,-5.408970030291166,-5.686399128015111,-5.546408743094357,-1.4588821919237993,-11.5239586420541,-11.567552072606013,-11.65049084719742,-11.451649201246862,-11.66856688785952,-11.038501729594204,-11.282238972494016,-11.433807061876196,-11.316840904653922,-11.54869640045333,-11.434571116223813,-11.218768594928012,-11.5058934644875,-11.33390152335306,-11.474514942437448,False
1,1,5,1,0.3097418305106295,0.1173475576778652,0.8333333333333334,0.6916910846440116,0.0152667766176658,4.229426669661133e-09,7.0649223359782885e-09,0.0010802290804224,0.8952989377361991,0.9999999999999916,3.866758594496837e-12,0.9999999999999992,0.1199999999999999,0.0909756097560976,0.1384013296082439,0.4701636188642925,0.072277420611728,0.2846213195188526,0.3374794219864643,0.0793382214702011,0.165394953595913,0.0066269845290428,0.0092108432240224,0.0136510478787163,0.0305724806260289,0.0082514512858329,0.0145309623014207,0.0196911703730932,0.0488318727987684,0.5184397979623535,0.6437272701206829,0.6370010925118772,0.7092658485385115,0.5636081940817264,0.7441120086224116,0.7235228262448621,0.8109663880538412,0.2592388794234073,0.0213903743315507,1.6849056329950706e-07,0.0253164556962024,0.4033613445378152,0.85144841741488,0.9267397358371456,0.9922686540960528,0.0313346653159,0.8171204052647733,-5.897779622202011,-5.860753066649775,-5.715341648097319,-5.917169393808057,-5.793791027089164,-1.7066285012676796,-11.609091798736037,-11.800816977011172,-11.788693961503188,-11.611357874715145,-11.701887310144263,-11.482169495412991,-11.776169415919387,-11.424738078815912,-11.469474741924218,-11.498444592507406,-11.75041830111575,-11.566444636664247,-11.934633992269909,-11.854169105555984,-11.847145412993491,False
1,1,6,1,0.2213420600220486,0.0594579475727241,0.5,0.6141334127292916,0.0152667752076549,9.337188993006995e-10,7.535810745178805e-09,0.005863749169277,0.7461996674002698,0.999999999999988,2.931384484922053e-12,0.9999999999999976,0.1346341463414633,0.1515853658536586,0.0894705403242827,0.5279114533205007,0.0785115916617963,0.2964188789406553,0.3769892079751236,0.0736980635457792,0.1976142418124922,0.0091356215299855,0.013450499842076,0.0181197515770778,0.0303987501789664,0.0094382124929123,0.0179819562829588,0.0226806629249705,0.0411129142054823,0.4933476697208483,0.6130349451006205,0.6067645533113085,0.6743018986805539,0.5286460898333754,0.6990323725279547,0.6785364979209776,0.7593130039785929,0.2939145500001474,0.0294117647058822,1.3664328884726334e-07,0.0379746835443037,0.411764705882353,0.8728959785415127,0.909814705449744,0.9787704472227076,0.0605885424234821,0.7529859681527189,-5.633896241220662,-5.6544052434036685,-5.559912664861052,-5.741571097362147,-5.615004937484398,-1.487386879359369,-11.43472441408557,-11.659696149623084,-11.89549412841368,-11.704027893548329,-11.60345936066913,-10.981788822072602,-11.364349251745276,-11.470522869419009,-11.43471730754296,-11.440181809348315,-11.733740871563771,-11.267924444095948,-11.792663755114512,-11.7054288080363,-11.60973263557008,False
1,1,7,1,0.1659221130160622,0.0291334199697198,0.1666666666666666,0.4276690771048017,0.0152667714019833,3.092793768885733e-10,5.6150588512555815e-09,0.0132407238138021,0.6830699721798631,0.9999999999999808,1.0564255345486089e-12,0.9999999999999972,0.1199999999999999,0.1326829268292683,0.0956306864948133,0.4846005774783447,0.0664328852522891,0.311258633893357,0.4993597951344433,0.0680579056213574,0.2780341947540879,0.0092585457558869,0.0131059945024206,0.0159543914457398,0.0272099169131769,0.0104092212140797,0.0187833696677304,0.0214417221900577,0.0395544391349033,0.5073068066287671,0.6301602281868494,0.6231479381151819,0.6922621166149301,0.5471006870655915,0.7228517428105491,0.701853990212542,0.7851204117995358,0.3178358204152489,0.0240641711229946,8.031107193391677e-08,0.0253164556962024,0.4873949579831935,0.8937974351847575,0.9401567402715588,0.9940736820279172,0.0453609597670303,0.755939926002279,-5.126759385351763,-5.543464499019559,-5.442642495787183,-5.621520653497934,-5.528575643949865,-1.3361213246688126,-11.001129062536606,-10.944818803902807,-11.084126961703335,-11.141855545972508,-10.949479878002007,-10.42869541553023,-10.76869835385379,-10.963088521645732,-11.103510581564477,-10.945608644736568,-11.46067394067931,-11.233733506025624,-11.65262181290922,-11.462965969592156,-11.378869736447816,False
1,1,8,1,0.2778296453398038,0.1024232173643621,0.5,0.6577322846569331,0.0152667658162669,3.100168831696404e-09,8.631094303613664e-09,0.0019080858761614,0.846831058533647,0.9999999999999946,1.7390819314407493e-12,0.9999999999999986,0.1346341463414633,0.0986585365853659,0.1374065661078659,0.4846005774783447,0.1509838301188389,0.156785012215275,0.4282055972196817,0.0567775897725136,0.2825776047715491,0.0131689955912301,0.019492070099263,0.0238275341548091,0.0435924163155871,0.0146249400066687,0.0272339442778638,0.0308998666303633,0.0618270844810926,0.4879310915894331,0.6067432865327504,0.6004431161703029,0.6695126763902998,0.5325690555747753,0.7044814399668824,0.6838175795119911,0.7674699450316106,0.5732982112646401,0.0401069518716577,3.138037573683189e-07,0.0126582278481012,0.5462184873949583,0.8876421343114318,0.9246879022361808,0.9841343176009838,0.056695340445959,0.752738284061516,-5.628744530287234,-5.614664703480225,-5.535213328021484,-5.788209619313324,-5.674431838649444,-1.5489660159592904,-11.434873170075669,-11.599069278186692,-11.79652228083443,-11.735495499312735,-11.77056639603224,-11.648596422109506,-11.845730203687232,-11.659816739611896,-11.474531574556249,-11.732284171805178,-11.825015261491512,-11.668243038707867,-11.684564373776215,-11.837740488825627,-11.78399734641716,False
1,1,9,1,0.2945595075416704,0.102156520501749,0.8333333333333334,0.7176619626730752,0.015266775595588,1.4719808312086562e-08,8.274381502250902e-09,0.0002359416381006,0.884155360156705,0.9999999999999922,2.959723740777239e-12,0.9999999999999988,0.1199999999999999,0.0684146341463414,0.1786381410803245,0.4846005774783447,0.2294954217806352,0.1034120665191935,0.2483994878361076,0.0344049633389734,0.2635863093630626,0.0124710203109209,0.0193137312519375,0.0253066660487327,0.0507708920558127,0.0168367666284498,0.0318476567591403,0.0389936492864969,0.0866874349681891,0.5146157283519855,0.6398819064783839,0.6336242130939146,0.7076442375917206,0.5675508910334948,0.7500055556868899,0.7298779972844378,0.8202124131577917,0.4598886643744972,0.0267379679144385,3.854881521464842e-07,0.0443037974683543,0.4453781512605042,0.8333915440450845,0.9075535568712796,0.9885417851500282,0.0503319515219878,0.7928429300928934,-5.331739936165782,-5.818276816644687,-5.730982612853684,-5.887392180756169,-5.755539423255312,-1.773598784681266,-11.542897278839506,-11.540333745402291,-11.411785978319184,-11.530504466232664,-11.508599179154812,-11.252848995954016,-11.307797139316673,-11.260287731950523,-11.56084472787179,-11.466745105343358,-11.950300425307766,-11.567344202161324,-11.924878965267618,-11.85538820448712,-11.793466261871815,False
