fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,BFGS,DE,Elitist,MLSL,Non-elitist,PSO
1,1,0,1,0.22833229592662097,0.06540908828812057,0.5000000000000001,0.6939377362138839,0.000998562266181854,1.2398700765554656e-09,1.784200209599803e-09,2.6559782942910592e-05,0.8712234604145226,1.0,1.2197274440461925e-19,0.5725971370143149,0.06308411214953272,0.23731848412104992,2.8207955781130117e-05,3.73436521052734e-05,6.459414458696074e-05,0.0001863475254446942,5.1487484824617366e-05,0.0003265807011197646,0.00032365123068527876,0.0011075842692766919,0.6800774539405001,0.6625409727250461,0.7121657493277153,0.7114087887386547,0.7743264812959384,0.7396356038737542,0.7576452807750317,0.777245484201788,0.45762124770159096,0.04098360655737703,3.4071634014725774e-09,0.2009925558312654,0.6729411764705883,0.5853682767125348,0.9420197039288187,0.9806994744310246,0.020412246943386753,0.8396684044854466,1.0,0.15942028985507245,0.08656716417910444,0.056645813694403975,0.4444444444444446,0.07740585774058586,0.12365287196572884,0.00027277112391102705,3.1595120761895026e-06,1.7903897098407185e-05,0.07719422778482066,1.7903897098407185e-05,0.07719422778482066
1,1,1,1,0.20926989089853468,0.05036110257524363,0.6000000000000001,0.802195319317416,0.0009985623071844289,4.617318766171168e-11,1.398469364869924e-09,0.0006753294575651441,0.8698652610921122,1.0,1.8634724839594607e-19,0.558282208588957,0.06074766355140175,0.2383916976337582,5.6792836159503756e-06,8.635124493266815e-06,1.5291012528486535e-05,5.793980658293067e-05,1.1057551116759472e-05,8.22290621601751e-05,8.083911225715037e-05,0.00034203173761029936,0.698009602356479,0.6800480526523919,0.7310679123956801,0.7308196092057013,0.7761995455552871,0.741425412285756,0.7594801150883053,0.7791333143812178,0.38586828108177473,0.03825136612021864,3.4785798029523624e-10,0.21588089330024812,0.5976470588235293,0.5962888622960083,0.9497963469702053,0.9792468227111938,0.018141946863487662,0.8483900088284316,1.0,0.15458937198067624,0.07611940298507464,0.06231635028926418,0.4275362318840579,0.03556485355648539,0.22872783904104194,6.003071144760056e-05,1.3691215663487844e-05,1e-12,0.0007277407188823155,1e-12,0.0007277407188823155
1,1,2,1,0.2092870410190849,0.054360920378875764,0.6000000000000001,0.6618299818112053,0.000998561880631941,3.4287970583828993e-09,1.5457041739235318e-09,4.479167074977841e-06,0.8327835359962877,1.0,2.371692252312041e-20,0.5235173824130879,0.04439252336448593,0.2816468683416069,1.5731835165361316e-05,2.0153124896921684e-05,3.9389705383451694e-05,0.0001843482727241489,1.1590059803933255e-05,6.712752198895203e-05,7.638220511183937e-05,0.0004029410770283759,0.6519306126868123,0.6350581116306309,0.6824871994025028,0.6809146417684117,0.7527393526944858,0.7189920389998442,0.7364507869689517,0.7552723915743286,0.3850310546831678,0.013661202185792358,2.2243738297785695e-08,0.22332506203473945,0.6658823529411765,0.6200055201108334,0.9566459915863834,0.9863316255518687,0.005654066343221242,0.8201505665992388,1.0,0.15217391304347824,0.06417910447761202,0.07207711000172848,0.4396135265700484,0.04811715481171552,0.18420210559854097,0.0010447449968599956,1.895706745713702e-05,2.1063417174596688e-06,0.014513740714655844,2.1063417174596688e-06,0.014513740714655844
1,1,3,1,0.21748439206955475,0.05641273263326938,0.8,0.36720681892555185,0.0009985617498301145,2.66182885304672e-09,1.341013932800648e-09,5.711639629881118e-06,0.7466731539126613,1.0,1.6940658945086007e-20,0.5316973415132923,0.05841121495327098,0.23434038524307443,2.6305748301838503e-05,3.6669750938535134e-05,6.420080790280081e-05,0.00022286413667115925,3.089878056360743e-05,0.00020200012530031497,0.00019758198120006494,0.0007868473376122792,0.7049312570935572,0.6868075524377301,0.738369968689575,0.7383441256019989,0.7709159899291131,0.7363741213004863,0.7542960937702463,0.7737724355704523,0.43217516723537275,0.03551912568306017,1.4826259619585337e-08,0.19602977667493793,0.6729411764705883,0.6221975731176739,0.9605652719725675,0.9813796129922773,0.011231839056301457,0.8274351844920461,1.0,0.17632850241545886,0.06865671641791041,0.07690007362435788,0.47584541062801944,0.12970711297071133,0.0822142388363885,0.0012595917500408818,3.05419414031652e-05,1e-12,0.015296246291192112,1e-12,0.015296246291192112
1,1,4,1,0.2780758855091086,0.10359932341088403,0.6000000000000001,0.42110470629495417,0.0009985620480015417,5.5620637328860366e-12,1.3441972239864621e-09,0.005385090937236173,0.7139104757050454,1.0,8.131516293641283e-20,0.5766871165644172,0.04439252336448593,0.3089438207300551,3.0269564669099715e-05,3.7366780444884114e-05,6.86137228178034e-05,0.00023496549274922194,3.77237161063907e-05,0.00022034437372887443,0.00022928638482972412,0.0008594332247491582,0.6903204754314705,0.6725415367237882,0.7229655239596933,0.7225157671855441,0.7703034293526866,0.7357880883592756,0.7536953930294251,0.7731518320476174,0.4100724491111801,0.02185792349726782,6.586872368336669e-09,0.22580645161290314,0.6141176470588234,0.6312410874878822,0.9578937310753344,0.9878895821818766,0.017326907348123338,0.8210678145081917,1.0,0.15458937198067624,0.07313432835820903,0.0647023137745332,0.44685990338164255,0.07949790794979082,0.12136743881996342,0.00038756669301257896,6.003071144760056e-05,2.1063417174596688e-06,0.015274129713658786,2.1063417174596688e-06,0.015274129713658786
1,1,5,1,0.3115919640655141,0.11702929296826399,0.6000000000000001,0.706991235629161,0.0009985623608871927,7.953308170936836e-10,1.6539629382889118e-09,4.097192405923187e-05,0.9015869256584407,1.0,4.404571325722362e-20,0.5132924335378322,0.04906542056074749,0.2575695564912833,1.2551358324356256e-05,1.6825985496528295e-05,3.222766679745716e-05,0.00011138091792641432,1.4679356751652592e-05,8.989272855133353e-05,9.417136562023895e-05,0.00038627083510674154,0.7172918530236825,0.6988750047249646,0.7513996265945321,0.7517215940847521,0.7720728740415612,0.7374793356612617,0.7554294306336699,0.774936347133403,0.4684909270010674,0.02459016393442632,1.5137027840735736e-09,0.1563275434243176,0.6470588235294119,0.6145043680309008,0.9656163401846356,0.9924958409122305,0.019426312343346575,0.854508120935795,1.0,0.14975845410628025,0.08656716417910457,0.0536711059725101,0.43719806763285035,0.10251046025104608,0.0944173490365642,0.0003517589008157646,2.738243032697569e-05,1e-12,0.0036587138272274437,1e-12,0.0036587138272274437
1,1,6,1,0.22796091570240848,0.06106865542255499,0.6000000000000001,0.6370294997767882,0.000998562251968335,5.064771892999324e-10,1.7614953530118907e-09,7.220281704307157e-05,0.764517913554406,1.0,3.3881317890172014e-20,0.5644171779141105,0.05373831775700924,0.26406133170674123,5.6715214514486215e-06,8.643313217321725e-06,1.5496027117329644e-05,9.076425879835051e-05,7.7767361423049e-06,5.704139481851159e-05,5.822529162156428e-05,0.0003382906537084841,0.7021159335892148,0.6840573763039092,0.735397488577581,0.7352750310497155,0.7730324558191859,0.7383968578519841,0.7563708227439602,0.7759116691209987,0.3389563929886318,0.02732240437158468,5.775933591135851e-10,0.20347394540942926,0.6611764705882353,0.6267343303197375,0.9579909836423413,0.9806037766474004,0.010867111169248739,0.8047099029635678,1.0,0.16666666666666663,0.06119402985074632,0.08141348885712908,0.4492753623188406,0.05648535564853556,0.16434924823595007,0.0001748262805491525,3.05419414031652e-05,3.1595120761895026e-06,0.0009541723460092298,3.1595120761895026e-06,0.0009541723460092298
1,1,7,1,0.17925340875122744,0.03333523140275893,0.6000000000000001,0.4414980290907262,0.0009985619412504242,3.07977195827184e-10,1.365052742285132e-09,9.418389549148281e-05,0.6957239277738376,1.0,9.825582188149884e-20,0.5991820040899795,0.03271028037383166,0.3914737369814168,6.773925404892489e-05,9.105457037543468e-05,0.00014332677662217338,0.00035541719096940984,8.822399326059943e-05,0.0005971882165294287,0.0005412195688482389,0.0013814169229110342,0.7111232772195076,0.6928555084023789,0.7449033984641168,0.7450668048137803,0.7738498084060746,0.7391820000687396,0.757181048062359,0.7767657708486321,0.45986419416963564,0.02732240437158468,4.859002429490209e-09,0.22332506203473945,0.6070588235294117,0.6448254553172492,0.9718761751931213,0.9942214009896594,0.018009833634119038,0.8130266267384991,1.0,0.18599033816425123,0.11343283582089561,0.049952721320142744,0.4806763285024155,0.04393305439330543,0.2158788895248491,0.0014912892289614455,2.8435600685705523e-05,1.5797556380947517e-05,0.1349121761246505,1.5797556380947517e-05,0.1349121761246505
1,1,8,1,0.2801717391263409,0.10104801010062486,0.8,0.6818145323922283,0.0009985614922738582,6.831511498196932e-10,1.993656201554014e-09,5.951364645159275e-05,0.8576048897688828,1.0,6.776263578034403e-20,0.5337423312883436,0.05140186915887844,0.258549447089843,1.385338137913081e-05,1.7833586585509024e-05,3.119430420317506e-05,0.00010755847571532049,1.4322872796476769e-05,8.58571072389769e-05,8.391453775606985e-05,0.0003117244342776332,0.6978056346758064,0.6798491418152935,0.7308540250378865,0.7306058494609161,0.7679825406380127,0.7335680706585485,0.7514138936878312,0.7707722933389726,0.3976470442216363,0.03551912568306017,1.6752693918263773e-09,0.2307692307692307,0.6094117647058824,0.6386081964581638,0.965034751778828,0.9853476388498331,0.01359820146733326,0.8211571855945093,1.0,0.16183574879227045,0.08656716417910444,0.05738949062487745,0.4492753623188406,0.033472803347280436,0.25109157311960556,0.0004960432399617519,8.425363869838675e-06,1.0531713587298343e-06,0.005326935675455501,1.0531713587298343e-06,0.005326935675455501
1,1,9,1,0.2978651988042666,0.10315958680670935,0.5000000000000001,0.7358591099379318,0.000998562286517408,3.2587147882577982e-09,1.8783266612911835e-09,7.242587069899273e-06,0.8923153167524228,1.0,5.183841637196318e-19,0.49488752556237214,0.04439252336448593,0.2669485093632117,8.026954211717161e-06,1.2571909729728405e-05,2.2392205372595542e-05,7.881198630588095e-05,7.240359987329019e-06,5.317659535549457e-05,5.455848815309573e-05,0.00018986859424068625,0.7133478371166783,0.6950241872025039,0.7472405598075271,0.7474436481698434,0.7682582983945849,0.7338317369919122,0.751684179188889,0.7710485006539191,0.4289372075205983,0.013661202185792358,1.5137027840735736e-09,0.1935483870967742,0.628235294117647,0.5998140002089085,0.9568613155988113,0.9889609810543191,0.019151954903066398,0.8474903526615132,1.0,0.15700483091787443,0.08358208955223885,0.05780399907792824,0.43719806763285035,0.03556485355648539,0.23356947219207128,1.7903897098407185e-05,8.425363869838675e-06,1e-12,0.0009805016049774756,1e-12,0.0009805016049774756
