fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,optimal_budget
1,1,0,1,0.222843702945747,0.06488889350189118,0.5555555555555556,0.6887111216513382,0.013218415095953267,5.761342585305228e-09,7.952987746785009e-09,0.000292906399419296,0.8681061724831796,1.0,3.5998900258307764e-21,0.5026737967914437,0.04153354632587852,0.4080548998331995,0.0003197998653525188,0.00048257009394796555,0.000609856267558699,0.0015751029191846816,0.0006428172582917238,0.0020329163489199607,0.002682083932683643,0.00627524873030935,0.6169798280458387,0.6586523876167434,0.6632502915864347,0.7157242998472108,0.7335300786635562,0.7611589069939302,0.7738187600647929,0.8282812729590261,0.3695344647551907,0.04802259887005655,2.9401365190061693e-08,0.12394366197183093,0.5804195804195802,0.6111163834769076,0.9338712254931006,0.975046313008761,0.017139765264038542,0.8136953530815203,0.9999999999999999,0.14946619217081855,0.10386965376782084,0.03054283845650753,0.4402985074626865,0.1242603550295857,0.1301045145997199,0.005445913278872117,0.007678155332262652,0.004144993118796223,0.0013839118231146644,0.016911993926492,0.03935505393575736,0.02952944893864292,0.03862405636373327,0.056683072739822364,0.06116976230875394,False
1,1,1,1,0.2032242268767922,0.04948289867137851,0.5555555555555556,0.7978916181381509,0.01321841549057067,3.0264911171503275e-10,6.23692392590606e-09,0.005315359445977847,0.8667777287386166,1.0,8.470329472543003e-21,0.4866310160427808,0.08945686900958465,0.21570347625836167,0.0001575035340132067,0.0002522374963258441,0.0004191761262581433,0.0015661715857566683,0.00035696985601530714,0.0010917054368801324,0.0018636077622730589,0.006439381744874523,0.6411834858225592,0.6844912265114291,0.6893110829241424,0.7442627916360226,0.7390876538350994,0.7669182192953227,0.7796977001705769,0.8348296310995827,0.3712202625594797,0.03954802259887014,8.972632163044118e-08,0.15211267605633796,0.5454545454545454,0.6235853990918776,0.9427384775496584,0.9730226126521058,0.01975911783276532,0.8328548071772919,0.9999999999999999,0.13879003558718878,0.07739307535641547,0.038797533401849944,0.41417910447761197,0.0650887573964497,0.21315423798713728,0.0037592332178737085,0.00044204472115028245,0.002629211581627538,0.0006918301159614655,0.02620190545985118,0.01706135966883993,0.03190205692692767,0.030083639367562188,0.054926245126769316,0.02980944800949445,False
1,1,2,1,0.20473141672913886,0.05437253890537051,0.3333333333333333,0.6523624697551896,0.013218410158506584,1.516069508531818e-08,6.813799554224411e-09,5.222165746001464e-05,0.8283963829909998,1.0,4.446922973085077e-21,0.43315508021390375,0.03833865814696483,0.37485835435171977,0.00039049567913677116,0.0005980520403160125,0.0008197158250869087,0.0031301230582229727,0.0003051136711166071,0.0009232727929794505,0.0012621762557269202,0.004285183106249068,0.5823750176828999,0.6217055376927212,0.6260263664038486,0.6754047336851968,0.6512675862829389,0.6756433621476096,0.6865769013034859,0.7317399157078243,0.3527784477508188,0.03672316384180798,2.7379568127865227e-07,0.2056338028169015,0.5454545454545454,0.6522293451070427,0.9505417384582008,0.9818760784597549,0.008529755080169399,0.7929626186423921,0.9999999999999999,0.13879003558718878,0.06924643584521381,0.043260128739113966,0.42910447761194026,0.08284023668639053,0.18074022195884065,0.0055428555430976105,0.005007863977814992,0.006325893735603075,0.0029377863134150612,0.01908049399104849,0.009066568337862155,0.025248518949563696,0.043393234890799486,0.0540285068890841,0.039266344289027144,False
1,1,3,1,0.21188787974280326,0.055771149581266576,0.6666666666666665,0.3643163857474813,0.013218408660128503,1.1955741667416203e-08,5.942596170317363e-09,6.531346071958078e-05,0.7445262608752693,1.0,0.0,0.45721925133689834,0.02236421725239612,0.5508616835516714,0.00035124724080540183,0.0005229575371520246,0.0006400665005610881,0.001957168499566617,0.0005338146836412082,0.0015411761192169783,0.00188958212116472,0.004785524332390757,0.6501221768938027,0.6940490033784876,0.6989364343496668,0.7548140747343773,0.7264262056629986,0.7537634685373714,0.7662597530549854,0.8198806028963935,0.4032588213446485,0.03954802259887014,3.711603454341067e-07,0.15211267605633796,0.5944055944055942,0.6536394864116282,0.9550119473466071,0.9759005355613444,0.017636522653489972,0.7992881729319685,0.9999999999999999,0.18861209964412814,0.09164969450101829,0.04199089707825577,0.48134328358208944,0.062130177514792925,0.25020202564378846,0.020772069817875726,0.0075036484931702355,0.012847483963088175,0.015351879833356629,0.14646289227118883,0.09873612327532122,0.08825770173574424,0.12163263058968315,0.14338920676270406,0.13589023768782243,False
1,1,4,1,0.2750879506689132,0.10453676424435589,0.4444444444444445,0.4168505346004422,0.013218412344791345,5.042605947388096e-10,5.891484715248569e-09,0.0029941143672197862,0.7129734205611853,1.0,5.293955920339377e-21,0.5294117647058822,0.025559105431309823,0.5861388310121723,0.00034881956255135174,0.0005732352621542724,0.0008020864720147049,0.0018428194183828653,0.0005195663323216471,0.0016949924306324836,0.0024459050678994187,0.0050731070098773735,0.6310248026015705,0.673665530641641,0.678410136835868,0.7323126550043959,0.7220195963436765,0.7491977598430967,0.7616311628992402,0.8147362280429751,0.4309660985001441,0.03107344632768364,6.96306107907486e-08,0.16056338028169012,0.5664335664335662,0.6648368520600654,0.9519729696862437,0.9844664538537091,0.02901304764425905,0.7914434902265819,0.9999999999999999,0.13879003558718878,0.11812627291242365,0.0251218380134602,0.4402985074626865,0.08284023668639053,0.1846352763710807,0.014499456718196345,0.012567712840945863,0.009437730973308371,0.013775830752405214,0.09576777016828968,0.09937936053971,0.09248119542538429,0.1260436459732089,0.1612229455928993,0.1574059334999115,False
1,1,5,1,0.3078450979861674,0.11688733198892899,0.6666666666666665,0.7032875049830895,0.013218416174175717,3.680007461910131e-09,7.354839116824551e-09,0.0004544275454268447,0.9000104136900279,1.0,2.964615315390051e-21,0.4224598930481283,0.03194888178913724,0.41346364732975094,0.0001660831374578337,0.00021815064303150032,0.0002962640983537931,0.0007601642123221774,0.00022700800589784298,0.0005496531641224139,0.0007282766784758475,0.001746593778993873,0.6664183779062794,0.7114354572315088,0.71645991034161,0.7738221553397346,0.724586398470451,0.7518309874425952,0.7642789801285252,0.8175618021242695,0.37827093706095416,0.028248587570621465,2.6565174537417605e-08,0.12112676056338018,0.5699300699300698,0.644040068515233,0.9607792668956189,0.9906787874891974,0.026994981411023078,0.8334362142078764,0.9999999999999999,0.13879003558718878,0.1079429735234216,0.027641045058689886,0.42164179104477606,0.062130177514792925,0.22423499622885468,0.008984230673511694,0.010968087042031355,0.0059859346004844955,0.004895762852046603,0.010943958919486253,0.008897517278376024,0.032259742705682895,0.02498608699288242,0.04441229234891462,0.03607184986776733,False
1,1,6,1,0.22262902531649134,0.060432527418482894,0.5555555555555556,0.6315115615227365,0.013218414784796791,1.9383356074612018e-09,7.838088909004831e-09,0.0009835429810228047,0.7599666643387084,1.0,0.0,0.4732620320855615,0.04792332268370594,0.3475161750191907,0.00020084056045051259,0.0002954899935785807,0.000479514654034605,0.001780967923999738,0.0002568152828182878,0.000779939878824234,0.0012256197678053127,0.004088025130500304,0.6466153365217566,0.6902915936489109,0.6951623922525766,0.7506894862579095,0.7207768881148221,0.747882650432727,0.7602699114867085,0.8132532782796011,0.3117119454977203,0.04237288135593221,3.0302027177270697e-07,0.14929577464788726,0.5629370629370629,0.6593177417476044,0.9520833304834492,0.9748290090751164,0.016502614175856856,0.782238496159541,0.9999999999999999,0.14590747330960863,0.07942973523421586,0.039317383302660186,0.43656716417910446,0.041420118343195186,0.3097098013863449,0.024010155387918203,0.004802863172207926,0.0125723399994723,0.008355388672517169,0.033265833944659325,0.011271320362543807,0.022418232261793524,0.034152879619310746,0.04949415690675987,0.027996627584197253,False
1,1,7,1,0.17215080051093443,0.03209422042464709,0.3333333333333333,0.43809980923703606,0.01321841087574729,9.479025672813149e-10,6.008794143113321e-09,0.0015941139657267562,0.6924378911551716,1.0,5.293955920339377e-21,0.5240641711229945,0.06709265175718834,0.2951103312985098,0.0007019407814902699,0.0010078200745155183,0.001506281361582796,0.003728840959400104,0.0010414962424014147,0.002903314336025699,0.0043109119606863444,0.010530774533828967,0.6582677939699658,0.7027658673018536,0.7077974925429746,0.7646521149090719,0.7282278357899545,0.7556495828533907,0.7682471625678058,0.8222850559752151,0.4738149398159074,0.028248587570621465,2.0197173916735866e-07,0.16338028169014085,0.6013986013986012,0.6798046130306838,0.9679097204532546,0.9929348266892104,0.02539593533324805,0.7838307029140366,0.9999999999999999,0.14590747330960863,0.1283095723014257,0.0239450230860088,0.4701492537313431,0.1420118343195267,0.12184227796769545,0.02714378737958297,0.009065138795258654,0.01890208516802733,0.019804369086944225,0.16766843816821797,0.07364004961306636,0.17363585250151614,0.20829275745534506,0.21402581580061752,0.19992704079658227,False
1,1,8,1,0.27611778260288,0.10112243003624777,0.6666666666666665,0.67607467469255,0.013218405198050924,3.0354736866686237e-09,8.90272354574719e-09,0.0006927184255745445,0.8549189646910537,1.0,4.446922973085077e-21,0.47593582887700525,0.07987220447284335,0.23271510387740582,0.0002691602956947898,0.00040529447601171496,0.0006247902781836204,0.002595587650799875,0.0003641603409939467,0.0011296897718456197,0.0017113057366672582,0.0063702592863409966,0.6411347887149622,0.6844451690892234,0.6892756006281536,0.7443933457722758,0.7223171088239805,0.7494913024465679,0.7619194693891307,0.8152093263593553,0.34404352693190365,0.04237288135593221,3.4233224863942324e-08,0.15211267605633796,0.5419580419580419,0.672955426078198,0.9601158817671561,0.9811335876748037,0.01773541845136664,0.8027852169593293,0.9999999999999999,0.14590747330960863,0.06517311608961304,0.04766187050359711,0.417910447761194,0.05621301775147923,0.24021470663804462,0.0011658898651875345,0.003966629702822409,0.005970490170601902,0.0053722966556305225,0.007659963824772692,0.016151243189002844,0.020742681076169462,0.025223087788756142,0.04193580634497226,0.030720987344178483,False
1,1,9,1,0.2937149835871834,0.10270747403406226,0.5555555555555556,0.7315371117251344,0.01321841521145754,1.446913996604722e-08,8.417483062932828e-09,8.565097389822244e-05,0.890319003539942,1.0,3.8116482626443515e-21,0.3850267379679145,0.04792332268370594,0.28599627152100005,0.00017788945091415083,0.00029656041601991174,0.0004623268057117961,0.002036882615798657,0.0003105789803817411,0.000970810016921533,0.001514644315113298,0.005921126335400697,0.661509367946673,0.7062043371613943,0.7112016611815921,0.768271107101467,0.733293360461618,0.7608956892513985,0.7735462627736478,0.8280300852974786,0.30590591229672925,0.025423728813559428,1.2796285030645904e-07,0.17183098591549292,0.5699300699300698,0.6271956175580278,0.9507976874232412,0.9860363681222326,0.021170886923828958,0.8241722820943993,0.9999999999999999,0.14234875444839867,0.06109979633401226,0.049724925941599656,0.42164179104477606,0.0680473372781065,0.20887117049168552,0.009309677817161393,0.010410522236040541,0.009162277640675807,0.006749017398169795,0.013629679970194087,0.011717827626833828,0.019918523537400364,0.02143540344464296,0.04365052760314482,0.036477105585711926,False
