fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10,t_11,t_12,t_13,t_14,t_15,optimal_budget
1,1,0,1,0.23085130168547863,0.0647226683179928,0.6666666666666666,0.663654776444864,0.016547467667639117,7.264947632873147e-09,7.572647084548998e-09,2.7994259770513392e-05,0.85244387999654,1.0,4.912791094074942e-20,0.35036496350364965,0.048951048951048945,0.47870311506675156,0.012540755720378953,0.018273021435710014,0.022955085293136623,0.038579321487022034,0.015195891913012445,0.024017375810560987,0.03488278418692243,0.05847001336675126,0.4806980210826238,0.5308327338786596,0.5348247370291691,0.5847925852219502,0.5165436244648577,0.6335844472831014,0.6720270062173291,0.7336418498053197,0.3054994415161776,0.05093833780160864,1.4792664695779795e-07,0.029032258064516092,0.48958333333333326,0.8064183382728991,0.7929265614408934,0.9770201802448766,0.06924767512838376,0.7765750074897665,0.9999999999999999,0.18478260869565222,0.09649122807017543,0.0769118505545826,0.5641025641025641,0.15267175572519084,0.07296885210193862,0.0011458868411226867,0.0013982454771336124,0.001161826155161721,0.00031905629481111634,0.001471105083080224,0.000902014769142159,0.002780553859709632,0.0009511346832127464,0.0001787346765486804,0.0023727676883194605,0.004557594306845638,0.02230273717860276,0.020570800787877562,0.01979117518403177,0.03838898370487777,0.03200848090786113,False
1,1,1,1,0.20937006073337383,0.047496023746416295,0.33333333333333337,0.7765131338729785,0.0165474674401484,8.27977375691377e-10,6.025120701075882e-09,0.000250942062494591,0.851111287983141,1.0,1.2705494208814505e-20,0.2554744525547444,0.05594405594405594,0.34265734265734266,0.01024803878668423,0.015129706045830311,0.02019730786335565,0.0359394260678135,0.010770991338966786,0.018861021139321667,0.028812749745756504,0.052564713283713246,0.5228336652458577,0.5775558276783226,0.5829501628354692,0.6383297454213634,0.5328185509612742,0.6538384238125026,0.6936374326557567,0.7570345163154432,0.2348984305493751,0.02949061662198392,9.218764913007703e-08,0.025806451612903167,0.28125,0.8208456193404519,0.8223130509613235,0.9746476966828637,0.08442856218811967,0.8109016461217284,0.9999999999999999,0.18478260869565222,0.10087719298245613,0.07355516637478109,0.5641025641025641,0.12213740458015268,0.09228200101648158,0.0009057314313520515,0.005561466712024279,0.004006718893268167,0.008871675555584239,0.0022582616399887687,0.008402507346837593,0.004570837445954114,0.0029006738209667034,0.007240361926301922,0.0046387502152149965,0.018434587459595655,0.049868994439542604,0.03094660691132691,0.021400467369720195,0.05282221217963098,0.056656087882955494,False
1,1,2,1,0.22088507789182515,0.05777898442356893,0.33333333333333337,0.6043919941050632,0.01654746258687896,1.5159784966133958e-08,6.130135708603954e-09,5.568493584448431e-06,0.8081098768891372,1.0,7.623296525288703e-21,0.20437956204379565,0.1048951048951047,0.1623113728376887,0.022554967890266564,0.04169568409744024,0.05551033075210927,0.11717240061894546,0.017521696717637134,0.0428859217739708,0.05999809747150236,0.12207593176951628,0.45010152523518365,0.5021492582554938,0.508982946626734,0.5759294026088871,0.429352306479412,0.5333144729605517,0.566174752066088,0.6348144094734502,0.33448533176801876,0.04021447721179623,6.006576918812953e-07,0.09677419354838707,0.5,0.8696325731057233,0.8430609710243289,0.9796097888862496,0.06881470637161313,0.7543821270862259,0.9999999999999999,0.18478260869565222,0.043859649122807015,0.16082895504962053,0.628205128205128,0.06870229007633588,0.1730460782954793,0.0016574055446461461,0.001497268215764003,0.007083648251602179,0.004608707376036634,0.004225040101520578,0.0052323203120986156,0.008993782868148054,0.0055216134080705945,0.00628061231585575,0.00404077930775111,0.05362396435094949,0.033289931246880934,0.03698535479788815,0.06128039670926448,0.053861296842859646,0.07446417907235596,False
1,1,3,1,0.22011663189584718,0.055049176902071964,0.5,0.35430932517295616,0.016547461753707835,1.0619761761777357e-08,5.570486748001635e-09,9.946397253147714e-06,0.737189318074815,1.0,1.0164395367051604e-20,0.3795620437956204,0.07692307692307691,0.35664335664335667,0.014815807594897208,0.024030871230192086,0.031418911793734156,0.061824726505609814,0.01403712824088636,0.026160790864815875,0.039676197839151064,0.07823825472810797,0.5367332668402467,0.5941915722962559,0.600617653776415,0.662469843210122,0.5243567830961725,0.6442278684097192,0.6839168487091947,0.7501152276550317,0.2681067806933912,0.02412868632707782,3.1626247539338347e-07,0.04516129032258061,0.36458333333333326,0.85992646874327,0.8580360260852755,0.9776575936333993,0.08169521700870147,0.7513766168681147,0.9999999999999999,0.2065217391304348,0.05263157894736842,0.14836127095321494,0.6666666666666665,0.16793893129770995,0.07538299571625645,0.004929543680248903,0.00891004319059147,0.010772600657742949,0.012251947351588691,0.012091839401139436,0.01702148556832216,0.006493937719592234,0.013354988538777448,0.007731973071897597,0.009739739172403313,0.037221513390634675,0.03891172914120626,0.06049702588007137,0.04795541747044347,0.06959395649140657,0.060571564933931704,False
1,1,4,1,0.29434545418966385,0.1121999683103313,0.6666666666666666,0.39980421104273195,0.016547464958941816,2.877890616053426e-09,5.20554263657374e-09,5.6226805995206835e-05,0.7130729533563867,1.0,1.0164395367051604e-20,0.4087591240875913,0.06993006993006974,0.4105894105894107,0.0168633423673756,0.031278608289323016,0.04034697374323943,0.06570920478647388,0.01501746906772514,0.032256519606832366,0.04805805086602623,0.07562880819144918,0.5087310484301646,0.5649825301989377,0.5712256961702958,0.6282282375511303,0.48955734327752637,0.6032307363595133,0.6406768549525781,0.7008728140989251,0.39849443424136766,0.016085790884718523,2.7081313484149644e-07,0.06451612903225803,0.5,0.8794643759002894,0.8495577155223355,0.9851964067236152,0.09963409704477677,0.7445265251040427,0.9999999999999999,0.2173913043478261,0.11842105263157893,0.07077722084666949,0.6025641025641026,0.15267175572519084,0.07691926892536788,0.003652716497444609,0.00314738319004101,0.0035765700498911713,0.004860926812414949,0.004349342896222365,0.006584280356652462,0.003124757138201633,0.009370794221833227,0.0017197661236881203,0.005251251245654593,0.02537237541563038,0.024825282596278836,0.037488642577975614,0.04046922124576268,0.045211339784578315,0.06284360445730018,False
1,1,5,1,0.3202602440753316,0.11818668857886094,0.6666666666666666,0.6863760305436097,0.01654746812742802,4.561401422580671e-09,6.942537761769395e-09,4.514365324410161e-05,0.8927717805368316,1.0,1.9481757786848908e-20,0.2992700729927006,0.08391608391608392,0.2727272727272727,0.017032333755612483,0.02737775073999055,0.03660022700072393,0.06646376995782553,0.018365216387185516,0.03787218660451926,0.0534848403228132,0.09867629736150332,0.5634994608326026,0.6240658017835194,0.6316651548599694,0.6961090011975536,0.559682934540649,0.6887493178156057,0.7312030535833164,0.8013295120306853,0.296980806182336,0.02412868632707782,1.274341769442877e-07,0.03225806451612903,0.32291666666666674,0.8427300530084241,0.8777763925782383,0.9914933872115954,0.0541942581454955,0.8228540352785247,0.9999999999999999,0.18478260869565222,0.10087719298245613,0.07355516637478109,0.5512820512820511,0.09923664122137406,0.11159514993102455,0.005331579211487627,0.008092336742440316,0.005794808313922395,0.014374195947209473,0.010731756175905712,0.018894941627056187,0.008228639577858072,0.011975215049322604,0.009591840570709555,0.006976346021707049,0.013588474334783796,0.06632103892219814,0.046437593519248574,0.08813753423702514,0.13596973142101512,0.09064764914727265,False
1,1,6,1,0.231612658390218,0.05965743789354132,0.5,0.6060839062406453,0.016547466711370605,4.047088544658559e-10,7.406662869869983e-09,0.0006383966221248244,0.738898041357223,1.0,2.1175823681357508e-20,0.29197080291970806,0.048951048951048945,0.41767323585505417,0.018283384108772366,0.023345604082359226,0.03155007841203637,0.0602973335147958,0.018909466151984196,0.027091570323760434,0.04009764966238496,0.07923969011615292,0.5343525879007445,0.5899185111085092,0.5965294062470747,0.6574396875523949,0.5266562640609904,0.6455064487201796,0.6851075256894706,0.7515151127496598,0.297496816120864,0.026809651474530835,3.066093038997052e-07,0.06451612903225803,0.3541666666666665,0.87026431609063,0.8487930712724188,0.9764073174979331,0.11840618321155799,0.7371752413772326,0.9999999999999999,0.2065217391304348,0.07456140350877191,0.10747534334961749,0.6282051282051284,0.07633587786259544,0.15746387860306407,0.020659494656954904,0.02913964752021738,0.013144914791895123,0.023876758770049755,0.0119236841137757,0.02017822156220518,0.01452144008603289,0.0290048719137966,0.014413828294319074,0.021836125786882172,0.03921887513921114,0.03922864537163566,0.04822155946991008,0.057944630681891894,0.07848803971043367,0.08840566105514652,False
1,1,7,1,0.17430763152735446,0.0282867541382351,0.16666666666666666,0.4236784354595864,0.016547462951221285,1.0137379005457936e-09,5.445659674210953e-09,0.00018393064623943415,0.6779540259102559,1.0,1.1858461261560205e-20,0.44525547445255487,0.07692307692307691,0.40699300699300706,0.01157304250455889,0.019877385005150926,0.028308605875672906,0.0540336837269838,0.013189975044941233,0.02423425000234779,0.04071654822489618,0.07631118679197843,0.5473083095509095,0.6058088745245069,0.6128900204079675,0.674467408556891,0.5439064587940943,0.6679820981038267,0.7098759973794413,0.7769333442742734,0.327703151529096,0.02949061662198392,5.067843670969581e-07,0.04516129032258061,0.5625000000000002,0.8923042928979881,0.9020938106579672,0.9934396644718229,0.05370960072306613,0.7351829930687708,0.9999999999999999,0.18478260869565222,0.057017543859649106,0.12726211325160539,0.5641025641025641,0.12977099236641224,0.0866913526464823,0.043852539899022984,0.03160421072639501,0.013462440596613974,0.029778384785593325,0.026645305256403087,0.032207583073420795,0.018873405418101685,0.032481301782129705,0.024988177772446576,0.026190747051132515,0.09053893357280772,0.08273396055278057,0.08317428748658517,0.081017738024114,0.13886361077004955,0.07732849536516492,False
1,1,8,1,0.2887915624818884,0.10377904675263853,0.5,0.6485347062924817,0.016547457416124314,3.1940256555994534e-09,8.508590575481902e-09,8.491902713118053e-05,0.8422273196383202,1.0,1.2705494208814505e-20,0.33576642335766416,0.07692307692307691,0.323076923076923,0.024913966365334626,0.034842514212396376,0.04544325767614793,0.07249789283493398,0.026943165681129345,0.04485711453684931,0.061854609740194924,0.09727337698188124,0.5293950235221008,0.58565752965637,0.5928090264716981,0.6524041850550211,0.5304848471158142,0.6521033347562535,0.6922521836845502,0.7579477578496662,0.401730904720901,0.034852546916890145,2.8825753230546577e-07,0.05483870967741939,0.36458333333333326,0.887186849308365,0.8717228255111413,0.9824191187711815,0.12056270465713897,0.7695832559163177,0.9999999999999999,0.2065217391304348,0.14035087719298234,0.05696919748635007,0.5641025641025641,0.12213740458015268,0.09228200101648155,0.0025755698079176223,0.006285263100830139,0.0035850506431090398,0.005822646352534339,0.0018772731508706344,0.004869135181161584,0.006323925331573253,0.004575022968221332,0.0018547370954170546,0.0067904795392711124,0.020976456110265315,0.020503872317300623,0.10366623516535117,0.09427442561773516,0.06933986522997174,0.12282564358677629,False
1,1,9,1,0.30472520787392554,0.10246382833176743,0.8333333333333334,0.7109277522464206,0.016547467065704344,1.4875064956147554e-08,8.231831598443006e-09,1.064519115327483e-05,0.8806399905806352,1.0,1.2874900798265365e-19,0.22627737226277356,0.07692307692307691,0.2391608391608392,0.025182909305948967,0.041253244234144414,0.05508865757746527,0.07651224834532973,0.029291693049654396,0.060463303721386405,0.0879859863070065,0.12475163109719897,0.5606398685594861,0.6222000370376438,0.6309475553926167,0.6923279130629927,0.5696138271504547,0.702406607679114,0.7470548118910479,0.8162619179993009,0.5327250348994719,0.02412868632707782,1.8283852405042888e-07,0.03870967741935487,0.42708333333333326,0.8227609863668588,0.8442089026237971,0.9875000619722496,0.1003765745072509,0.8136718320136929,0.9999999999999999,0.18478260869565222,0.20175438596491227,0.03495329830706363,0.5641025641025641,0.2519083969465647,0.040688303201916826,0.019957116604330326,0.005835255717689591,0.01909839744958296,0.015603028600722647,0.032714815100962684,0.019235649776377595,0.015876062328878584,0.026465394501064225,0.01692909231217158,0.023775179110371646,0.035470125754605224,0.08285332328840864,0.11211317317868003,0.08823262921106126,0.11857373444257985,0.14420335227306483,False
1,1,10,1,0.2261408031695542,0.0576185158879726,0.33333333333333337,0.5973152981361725,0.016547462677066548,1.1450057096528617e-09,7.885818474805434e-09,0.0002342263365195399,0.7267848009807281,1.0,1.7787691892340307e-20,0.27007299270072993,0.07692307692307691,0.27272727272727276,0.02096919371958794,0.03199952474156605,0.042937385485970356,0.06469862334246754,0.02281740788667056,0.037784513115507526,0.05644562259782056,0.08884100875882633,0.533307175744045,0.5906303389372778,0.5980355699855681,0.6564057429700266,0.5349330257786009,0.6571372507303186,0.6983085718954378,0.7637311523678023,0.4472763914842619,0.02949061662198392,3.066093038997052e-07,0.04193548387096781,0.40625,0.8841493631292809,0.907799457996842,0.9947513220136626,0.04450526925377679,0.7579149613706477,0.9999999999999999,0.18478260869565222,0.14912280701754382,0.048939482389569966,0.5769230769230769,0.07633587786259544,0.14780730414579257,0.004351283350893546,0.006914045325334879,0.008642517450349869,0.00911862607979127,0.010304220926107343,0.005933070539958721,0.011068346580555836,0.010743018344730447,0.006134076196584701,0.008410928748461976,0.042849229165769456,0.03468886152608762,0.06194534825383894,0.08276538702007549,0.11606926757450575,0.10667512301159654,False
1,1,11,1,0.30175850803717424,0.11405963734034195,0.33333333333333337,0.4432930696335074,0.016547464823642468,1.2139580140190026e-08,3.9775481611141964e-09,3.1335798867901878e-06,0.7261763789108496,1.0,1.9481757786848908e-20,0.36496350364963503,0.1048951048951049,0.2594773647405227,0.017657713314074317,0.028934531560916608,0.03647467484020713,0.06778762322494458,0.016495108185013225,0.03340056121438195,0.04593149779713269,0.08295191791260367,0.5292136009051961,0.5863953939410183,0.592612748251101,0.6539077494319472,0.5161747543723537,0.6353565978669462,0.673867439236634,0.7390074978654944,0.3201494805674141,0.02412868632707782,1.1268928730276883e-06,0.08709677419354842,0.375,0.8626933283346727,0.8936731941795735,0.9865145243046272,0.07018976181519754,0.7282657830229521,0.9999999999999999,0.19565217391304346,0.09210526315789472,0.08406304728546411,0.7051282051282048,0.05343511450381679,0.23391175972312986,0.027002653048820813,0.018295178961920906,0.01018325959782263,0.01850393678276504,0.00913534125421243,0.025576485651001367,0.012899183029253943,0.02387768882406667,0.02023582867509677,0.01994497226978879,0.03691457723903171,0.027859226211871792,0.052222443688423305,0.07174396469562827,0.07693537698044957,0.06408394005353255,False
