fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10,t_11,t_12,t_13,t_14,t_15,t_16,optimal_budget
1,1,0,1,0.2422140635990251,0.0651422808386626,0.6666666666666666,0.6514215443961887,0.0174892233771244,8.01498692586542e-09,7.425965716733093e-09,1.2327747111530498e-05,0.844393224480408,1.0,2.0328790734103208e-20,0.2857142857142858,0.0390624999999998,0.3358123569794051,0.0226352388445802,0.0325501520185958,0.0423664687609226,0.0666149736298138,0.0269547139937497,0.0374438741641398,0.0491916569165148,0.0822906677970038,0.4419578082436728,0.4894658285417915,0.5100299135287242,0.4932788436756751,0.5065016126900916,0.5473284952164384,0.592386323011127,0.6349432879550381,0.3862034303347412,0.0448548812664906,1.5971319033594406e-07,0.0192307692307692,0.5025940337224383,0.8067457796685114,0.7931172801523352,0.9727956062879416,0.1207408111482982,0.7543186646686633,1.0,0.1714285714285718,0.1073446327683615,0.1217257318952234,0.559322033898305,0.2178217821782178,0.07968,0.003612579865247734,0.00833420187559531,0.00572447616983155,0.009855958646466429,0.011737368551529187,0.003126771172759977,0.009591258650005426,0.007333098032012862,0.006650393860301557,0.011854739224341479,0.009300139612898647,0.023233065420978784,0.13658966514061052,0.04644757353537754,0.046573210789289776,0.0842996067980474,0.07407453984511862,False
1,1,1,1,0.220015805874398,0.0469284800209712,0.1666666666666666,0.764953891258172,0.0174892228208379,1.121526289767125e-09,5.979380916345549e-09,9.450649418887936e-05,0.8429133023665571,1.0,2.456395547037471e-20,0.1984126984126985,0.09375,0.1102974828375286,0.0200547542538662,0.0345455739459047,0.042756984572298,0.0698950140191396,0.0219148771560044,0.0365414656994513,0.0472298989898143,0.0822797780611169,0.4892422200694737,0.5454780623267887,0.5715710007200872,0.564209156358707,0.5324812087480713,0.5774254930123505,0.6256826351467629,0.6738139991660301,0.4857926387953433,0.0343007915567281,8.323308264277976e-08,0.0416666666666666,0.3878080415045394,0.8223346992359795,0.8215877957646707,0.9696283753942656,0.1933002430630251,0.7822178590217813,1.0,0.1714285714285718,0.0734463276836158,0.173728813559322,0.5932203389830505,0.0495049504950495,0.3120000000000001,0.005039787271713663,0.0032839673835219217,0.012344254903300518,0.002065198283045275,0.00219855098213206,0.0031038690530207965,0.0004379555268239598,0.006885753808867497,0.008591717225123257,0.004794269214673244,0.003870943263164328,0.017319888111013638,0.023180060965484122,0.04692054772875227,0.050211142768218205,0.07809732866589736,0.08077116912915186,False
1,1,2,1,0.2383040627560578,0.0605958516506863,0.1666666666666666,0.577481493111315,0.01748921823968,1.5335842033526644e-08,5.802601279095099e-09,2.281545612109014e-06,0.7985255714370255,1.0,1.6093625997831706e-20,0.3015873015873017,0.109375,0.1386458473549603,0.0548486429015082,0.1001228903965705,0.1409708945563936,0.2367415759655485,0.0539462765072983,0.0951745528580618,0.13637720361501,0.2466650937729617,0.4328806705312799,0.4935648594220464,0.5284808201578475,0.5490634439325177,0.4557567008178994,0.5043280158448251,0.5557065818355593,0.6230319374429829,0.5801879071008242,0.0290237467018468,7.658154118614354e-07,0.0705128205128205,0.4643320363164719,0.8873153885612548,0.8353189926677085,0.9735020142148562,0.1594400626643394,0.7130725275225931,1.0,0.2571428571428576,0.0677966101694915,0.2169491525423729,0.6610169491525419,0.0594059405940594,0.296,0.003283725819773311,0.005972057545812867,0.0015768207068264034,0.002609197981383629,0.0033151626823540643,0.0034116817531169197,0.0032343680398066498,0.0019048865322694253,0.006358793128771516,0.005775841196550446,0.0028119976188867215,0.076704884924527,0.030991596301617866,0.055283637152541684,0.10474648802883438,0.07281759172705154,0.10489452857145075,False
1,1,3,1,0.2318478903627348,0.0551856680890779,0.5,0.3472256780522555,0.0174892176510888,9.217290707725735e-09,5.433709077528559e-09,6.253871874313629e-06,0.7327946686414317,1.0,5.082197683525802e-21,0.4761904761904763,0.046875,0.4576659038901603,0.0372827079384188,0.0557758031382761,0.07306651282904,0.1061464943045422,0.0401160323492513,0.0607087467386585,0.0777004967324326,0.1205910498719914,0.5081872176561045,0.5670038404894381,0.5985088763777511,0.5959965348742693,0.5394751525965108,0.5859261307030131,0.6363949701443872,0.686971942688282,0.4741785165157415,0.0158311345646437,1.655268526700205e-07,0.0224358974358973,0.3623000432338955,0.8651446265520697,0.8564713502171872,0.9736163213048746,0.1619751464320838,0.7053504572164873,1.0,0.2000000000000004,0.1242937853107344,0.1111864406779661,0.6949152542372881,0.1584158415841584,0.1326315789473684,0.013350236631033512,0.015157993561960445,0.019190548271825304,0.006149378589338962,0.01910146749983437,0.013880854446060133,0.012448196773175033,0.006693419132790363,0.013562906768485487,0.0260532454979683,0.013851430555435052,0.08538696935559767,0.035271511676348996,0.0886368016645922,0.09086174058781331,0.09436130990108893,0.07860793598661962,False
1,1,4,1,0.3115650048536589,0.1170703706044827,0.5,0.394314701611541,0.0174892206822597,4.325312941824611e-09,4.933237647144523e-09,1.6669662267601235e-05,0.7163503398863734,1.0,3.1594328932585403e-19,0.3333333333333335,0.1015624999999998,0.1659038901601831,0.0296992311866805,0.0460858145118512,0.0610037228023245,0.1071937905854254,0.029567079872161,0.0423075252210337,0.0579798089723187,0.1073507708693547,0.4755551572021876,0.5298677440445037,0.5567622171494915,0.5555724644102301,0.4874749787344035,0.527238471371352,0.5713523848316115,0.616867566841883,0.4652125905810278,0.0105540897097625,2.184069832426524e-07,0.0416666666666666,0.5025940337224383,0.8889869640661372,0.8508718243902007,0.982253668789057,0.1870392667036052,0.700577341596512,1.0,0.2000000000000004,0.0621468926553671,0.211864406779661,0.576271186440678,0.0594059405940594,0.2693333333333335,0.0035018639581409607,0.0075222872493747065,0.0065332991899949506,0.003477330469586579,0.008238396244023819,0.005467787757424411,0.008709900039934427,0.004024525034711418,0.006257301956545548,0.009340255441595393,0.01253854102856324,0.04048350285733616,0.02418676793410828,0.06733605289890696,0.09564917263814007,0.08526940770510033,0.09674105005138137,False
1,1,5,1,0.3327054833007558,0.1191300477750052,0.5,0.6782268106450187,0.0174892235219822,5.00063386968193e-09,6.799285294183761e-09,2.0408558190388288e-05,0.889334478754229,1.0,5.505714157152952e-20,0.3492063492063492,0.0390625,0.3975972540045767,0.0226096162830329,0.0458717128432068,0.0724901201677387,0.1284533980234826,0.0293651886575751,0.0558325572601103,0.0889075963820346,0.1686349273222263,0.530277896920855,0.5947586909659732,0.6326626360082088,0.6428055510851408,0.5752908144285741,0.6266580679038047,0.6860919164951277,0.7526012641954257,0.4540622762538144,0.0079155672823218,2.491516993117711e-07,0.0192307692307692,0.3623000432338955,0.8425792917030459,0.8794478410804927,0.990105038332168,0.1118405347380974,0.8074010345949894,1.0,0.1714285714285718,0.0451977401129943,0.2604006163328197,0.5423728813559322,0.1683168316831683,0.1032,0.0361789850219072,0.008629393882318507,0.0036079883533196412,0.005374552777045795,0.02415433459938758,0.010825182232082942,0.01808583560310901,0.018872618598127625,0.02128692848966851,0.01814245237302469,0.019322390877541482,0.02645484772868834,0.057487160593441854,0.10252725468313238,0.10748941642017187,0.13285913046150657,0.1079164689951521,False
1,1,6,1,0.2435725073672097,0.0597220572078014,0.5,0.5934099036054311,0.0174892220985597,2.826373455483865e-10,7.2576238865512985e-09,0.0004694625697282,0.7290904279479369,1.0,2.0328790734103208e-20,0.2539682539682539,0.0703125,0.1864988558352402,0.0407567624623581,0.0601929009806626,0.0792503095729104,0.1250237044082048,0.0530212489568869,0.0647178205775623,0.0892227505608095,0.1467631273229094,0.5068575698312132,0.565564833030396,0.5975116480383615,0.5999672497020697,0.5464162616489596,0.5898184459638385,0.6430480473235598,0.698656754687332,0.2859250499479633,0.0184696569920843,1.655268526700205e-07,0.0544871794871793,0.2857760484219626,0.8783814090740041,0.8471860765817696,0.9719442286046694,0.2212483501526365,0.6832654691846468,1.0,0.2000000000000004,0.1016949152542373,0.135593220338983,0.6271186440677964,0.1386138613861386,0.1397647058823529,0.01950889853359466,0.004922028124861281,0.005788898315489192,0.003964045964480478,0.009083792518712391,0.004050281719836623,0.005550922215578779,0.008973624720435705,0.014531408243191215,0.019647468821676662,0.013456733127135679,0.025169529803252145,0.0334232591006704,0.060913285681227496,0.06732139277667387,0.058703066716459314,0.06831283433310005,False
1,1,7,1,0.1831628772647521,0.0267394414628917,0.1666666666666666,0.4188353603574176,0.0174892184152451,1.956828852901657e-09,5.240895601426294e-09,4.541917857265748e-05,0.6738680882407287,1.0,0.0,0.3253968253968255,0.0390625,0.3744279176201374,0.0300068118537951,0.0448582778223012,0.0592816850035771,0.0981995469627089,0.0373930184018905,0.047203817077398,0.0691580946257359,0.1228215142912591,0.5166816502994531,0.57588093234822,0.607496352026186,0.6088433623648793,0.5613662026362991,0.6065952300016232,0.6612522789115026,0.7187365167520328,0.4610487500319635,0.021108179419525,3.411466654468659e-07,0.0288461538461538,0.4005620406398616,0.8995282671915783,0.9039628916137894,0.9922274231344418,0.1177113305800862,0.6971154256703282,1.0,0.1714285714285718,0.0847457627118644,0.1525423728813559,0.4915254237288134,0.1485148514851485,0.1093333333333333,0.030123313570150214,0.013841903580683136,0.012755176085002935,0.009607613417599602,0.012983781144163835,0.007900560951309043,0.024451409659891274,0.018749404761256777,0.031329225555725454,0.029710797500147615,0.030905955945038595,0.14379073344209595,0.08818395332623813,0.124040693473098,0.1294653521545226,0.12285871798893017,0.11939779830796396,False
1,1,8,1,0.3018837193840152,0.1055808954626491,0.5,0.6346918963099162,0.0174892129466361,3.312986349293061e-09,8.375226512115936e-09,4.169419682075583e-05,0.8360410608748035,1.0,1.1858461261560203e-20,0.2936507936507938,0.0781249999999998,0.1920436542862172,0.0447423202329256,0.0590691433944134,0.0758837581473521,0.1115659154295883,0.0505879156448141,0.0636623562291333,0.0853583783283101,0.1385723580996484,0.501239806040771,0.5568064818198815,0.5869672159532344,0.5840406972677392,0.5461296287922597,0.5901012600965646,0.642474697323363,0.696804083321712,0.3470658281538741,0.0290237467018468,1.777589751610808e-07,0.0576923076923076,0.1964980544747082,0.895602165781781,0.8719509074285097,0.979298612380434,0.2444288435837308,0.722262032368623,1.0,0.1714285714285718,0.096045197740113,0.135593220338983,0.5254237288135593,0.1287128712871287,0.132,0.008662699545108109,0.002003469028695305,0.003272590794995551,0.00221092447422729,0.0027163893454240856,0.002791266310138191,0.0060319728033526405,0.006352297674960039,0.0027269958834395987,0.007745755820492093,0.008258014524868644,0.01682197781872419,0.015556957582996639,0.034247094801625334,0.0440382724088675,0.0449111263735921,0.053751014561881506,False
1,1,9,1,0.316549667453702,0.1025804108367391,0.8333333333333334,0.701043056012553,0.0174892224008252,1.4992438974781722e-08,8.226486192908384e-09,5.317765714166639e-06,0.8761297342984228,1.0,6.776263578034403e-21,0.3174603174603174,0.046875,0.3203661327231121,0.0454041778775729,0.0551607677471216,0.0675653950913677,0.0955178397884495,0.0598810311497823,0.0645741573419086,0.0817606885735737,0.1201120674895075,0.5340143703946504,0.5925784852062952,0.6249852691390181,0.6240110132414041,0.5773695579897404,0.6216016807715264,0.6760281569173319,0.7306688541721792,0.2519061908371665,0.0,2.184069832426524e-07,0.0224358974358973,0.3367920449632512,0.8216068090691024,0.8446094245826168,0.9855622959438296,0.1552331003413254,0.7901301487368289,1.0,0.228571428571429,0.135593220338983,0.1073446327683616,0.576271186440678,0.0495049504950493,0.3060000000000002,0.027765391700355264,0.009859848706794183,0.004904062702237627,0.0105688096470759,0.013997004111961864,0.023512888166047657,0.014049169079441568,0.02285200876171448,0.013091506056344227,0.018716105144756866,0.01810630387604304,0.030423498197525985,0.14414447579691156,0.07638251651803009,0.07119633320327469,0.09736234026673993,0.10085162871084474,False
