fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10,t_11,t_12,t_13,t_14,t_15,t_16,t_17,t_18,optimal_budget
1,1,0,1,0.31909392025397515,0.07027479464812894,0.5,0.5830279310674983,0.02246574821117089,9.945974388836874e-09,6.335099527167506e-09,0.00018435674138478228,0.81242139626703,1.0,6.098637220230962e-20,0.2238805970149254,0.06250000000000003,0.2292110874200427,0.07879964406393757,0.13426185179272643,0.14520693775934765,0.10600371549642629,0.07439270054057277,0.12823677760443206,0.14067346031327546,0.11936399628472524,0.2356520251221112,0.3167864702699523,0.3170121914569798,0.3489621564717653,0.2314086414679638,0.29171798778419206,0.3189110113330217,0.3521898421779538,0.5774888746047921,0.050761421319796926,1.8057095808920452e-07,0.066465256797583,0.3275563258232237,0.8293588891389011,0.772405415168179,0.9520680915670504,0.14593686444353898,0.6336880736699287,1.0,0.20000000000000057,0.03409090909090909,0.3891402714932127,0.7941176470588232,0.06756756756756756,0.30500397140587776,0.0006590225892327852,0.00022676578114758471,0.0016709625224162101,0.0010329110907245454,0.0005219348624541332,0.0034537462759913484,0.0025241357376146914,0.00054465383860923,0.0040810242632922265,0.0012880135021553132,0.001585055881198167,0.0010677838731901366,0.006268662941772501,0.022040248477400947,0.02573647002793279,0.06485916219751028,0.0714823667869695,0.09141543068640919,0.0896933791910146,False
1,1,1,1,0.2924064787238556,0.044553171679036954,0.25,0.6977707785678031,0.022465746044428043,2.7923648014340664e-09,5.439295934270678e-09,0.0007212226724789932,0.8025772119614606,1.0,8.809142651444724e-20,0.10447761194029853,0.03125000000000001,0.17164179104477617,0.14707824279032192,0.18361098203365553,0.19639669735597673,0.17443214744309243,0.14361897883135885,0.19902208326034576,0.21320480533567693,0.19949704856302655,0.347303962314117,0.44803304396432525,0.4535761876105894,0.5097744252622791,0.34750114368982077,0.43648176270137085,0.4753509370152962,0.531756642634326,0.6485558378514191,0.03045685279187821,9.59276679307252e-08,0.04229607250755283,0.39960386234216405,0.845574691692827,0.7654856750177901,0.9375934827798867,0.2903666296020923,0.6698429896037015,1.0,0.20000000000000057,0.06818181818181819,0.23642533936651583,0.588235294117647,0.08108108108108109,0.20004538749574496,0.011302416844003602,0.008483417188597032,0.012574751589405148,0.006696119976401568,0.0053197742970842055,0.016097192353012428,0.015301947588859773,0.012678760603998085,0.020529085706135184,0.012658638976239308,0.012898905241633766,0.014618615571605638,0.011711658140431213,0.027262684693413648,0.03607733877483714,0.038554040770671885,0.05035476245710309,0.04856487890802647,0.07078161945824671,False
1,1,2,1,0.3353704131912775,0.07080548665634001,0.25,0.5077601701423036,0.022465742732186236,1.504180003019942e-08,5.288742811383977e-09,7.066061209600689e-05,0.7945506707292019,1.0,2.778268066994105e-19,0.582089552238806,0.20312500000000006,0.2262126865671642,0.04484822984126587,0.15518344946042695,0.1890262123103764,0.25224497736928114,0.042641069642375753,0.1461146346794286,0.19331961020878133,0.2198463568742338,0.23598152544166323,0.3699624044828769,0.38747662576830255,0.49133677575216816,0.23314854192116985,0.34174357252370485,0.3966907455775427,0.47011670620914175,0.7409424191325418,0.03045685279187821,2.9790754949002857e-07,0.08157099697885188,0.25550878930428333,0.8517024228915154,0.7967636534826328,0.9433175147308691,0.14383362481921197,0.5766865672486815,1.0,0.20000000000000057,0.06818181818181819,0.23642533936651583,0.7058823529411763,0.16216216216216217,0.12018085171381435,0.005737427557789144,0.010041920919274047,0.0028715642967025888,0.004345889857414282,0.00422206186150895,0.0032478165474535744,0.005103382326609727,0.007854071239670623,0.007767346150017458,0.006754950873346242,0.007495542074485452,0.007180724512552539,0.006035962593345386,0.024496428095028104,0.015578270210582315,0.04251053130914802,0.06811460181808593,0.04545359799155856,0.06289406842636053,False
1,1,3,1,0.31066625278563287,0.057301236595863315,0.25,0.3887317192636241,0.0224657436694491,2.9032369884082953e-09,4.81040550981231e-09,0.0006084682079189831,0.7617541400495899,1.0,6.776263578034403e-21,0.3880597014925374,0.14062500000000003,0.20522388059701496,0.057417653329010644,0.14869651574099707,0.16129799473492445,0.14031669878055059,0.0556580008706805,0.13838130633129025,0.16988194865054923,0.15253240803453164,0.28269146168937287,0.4158932969665799,0.4219448981403883,0.4783742054585348,0.2827853197291541,0.388095770120246,0.43831012505240957,0.4903046504240232,0.5325869180657972,0.01015228426395938,2.1478477679253602e-07,0.0785498489425982,0.18346125278534298,0.8769042809052455,0.8301923861780551,0.9539740570862948,0.16273857992850232,0.5668787552738761,1.0,0.20000000000000057,0.06818181818181819,0.23642533936651583,0.6764705882352938,0.08108108108108093,0.22557585385226375,0.005562014307568762,0.009102368671577439,0.002533350482892429,0.0080608604631608,0.003345193896235764,0.010068045109012913,0.003220833696521818,0.01521136633761827,0.010037400386183755,0.00948139938617473,0.008922165267849192,0.009334078783555109,0.007423275315008152,0.030693834581739344,0.03700544598613215,0.08167482419836866,0.07615119251239978,0.06881795423284578,0.0749058973399922,False
1,1,4,1,0.4200207196988965,0.1487870243168522,0.5,0.36318744755768767,0.022465745652254024,9.211074914535566e-09,3.882386046630614e-09,0.00010348649188394272,0.7475249344262516,1.0,3.3881317890172014e-20,0.47761194029850756,0.21875000000000006,0.16242317822651448,0.060723013638829454,0.17112874147256493,0.1980077966665165,0.24819875939292452,0.05972636678411195,0.17614948697757515,0.2111379402148101,0.2752222297723089,0.2655673005864837,0.405009658795252,0.41794803465613334,0.5135721879197852,0.2715996056833769,0.394967026472676,0.44349595761267163,0.54379720538672,0.6373575245084317,0.0,1.9377401290850805e-07,0.0725075528700906,0.5436989353800445,0.9186575396957483,0.837269827271018,0.9728544666220041,0.13842185845727023,0.5276006888778567,1.0,0.4000000000000004,0.06818181818181819,0.31278280542986436,0.7941176470588232,0.13513513513513514,0.16058921221748862,0.005532149907102169,0.0047948758570149925,0.008459106298483931,0.01523173263481146,0.007842010424632135,0.007448763329061843,0.005162710978850629,0.015222748234855879,0.009065030633436664,0.009817593825461032,0.0070119816506104445,0.010472559229756175,0.015181305605873238,0.042807998253065464,0.030874021784441655,0.08015086599607424,0.06767210318628897,0.05603087896239587,0.06716899817988337,False
1,1,5,1,0.4075125406814512,0.12283279613474898,0.5,0.6560429502803259,0.022465746849029772,6.612028750978039e-09,5.495030426168935e-09,0.0002657396926284295,0.8883070821509531,1.0,1.3552527156068805e-19,0.4029850746268658,0.07812499999999986,0.3591417910447761,0.0648035980851562,0.10080688003899567,0.1458115336780291,0.122295940137429,0.06729110651213548,0.09708375390542172,0.16403585544186225,0.1678661937312901,0.3174505893338124,0.42991546480307136,0.45745793081040154,0.5187300226034988,0.3314450901292544,0.4220181396895868,0.49693458053397793,0.5690015997707245,0.6622685173102199,0.025380710659898484,6.836901235645765e-08,0.024169184290030166,0.30354048031691017,0.8328983623564131,0.8640666119767344,0.9838588228534907,0.0894793667381601,0.7279114993174463,1.0,0.20000000000000057,0.06818181818181819,0.23642533936651583,0.7647058823529408,0.013513513513513514,0.9106433677521842,0.013172006711990614,0.009335035195307083,0.015024511712029403,0.010747707436277638,0.007838933339413486,0.010610494446766908,0.011509343447107231,0.007744493676358836,0.008847801153766936,0.012581638329474969,0.016478172753888656,0.01581732059856353,0.02052521196838648,0.0431562038742673,0.043380056225646335,0.06112994697403899,0.08624927067050656,0.08010664589183604,0.1014837824753816,False
1,1,6,1,0.3203130459698131,0.059640986184826404,0.25,0.5449184532981115,0.022465745245060006,6.644322191094764e-09,5.852639254015221e-09,0.0002845879183466153,0.687031664976106,1.0,3.3881317890172014e-20,0.2985074626865672,0.06249999999999984,0.3091684434968018,0.044347875481553875,0.18422088325026634,0.2129080130896888,0.19158447755283142,0.04427111741276,0.17557132773260886,0.2371372082500227,0.2354297616009878,0.2820887614905393,0.4486375755583411,0.46358258820357406,0.519661832999277,0.289624598046168,0.4286005118551806,0.4957205459846001,0.5601953552504151,0.7790378440990529,0.027918781725888353,2.1478477679253602e-07,0.045317220543806644,0.4716513988611042,0.89381745223535,0.8320394188830234,0.9521078081729958,0.197584533251208,0.6021789521723909,1.0,0.20000000000000057,0.0568181818181817,0.27278603749191993,0.6764705882352938,0.18918918918918917,0.09849086576648136,0.012303086875878468,0.012429056487435166,0.013566496230571701,0.006746885427656374,0.005388316892134757,0.008198939259864181,0.00967752495282514,0.008928616460592006,0.008203177187493076,0.009367117216783028,0.012194173097158053,0.010715232608368838,0.018510590154787857,0.10169301967949247,0.057076002131674346,0.04894172637422973,0.07490293797085519,0.04882400321999438,0.07591893212616828,False
1,1,7,1,0.24476121764133352,0.0178086336550843,0.25,0.34898907851335903,0.022465741291147968,3.2595471399676465e-09,3.806861870719281e-09,0.00041682980529944965,0.6332349062339913,1.0,0.0,0.34328358208955234,0.10937500000000003,0.2276119402985075,0.0642091037226942,0.11660051636937234,0.16223474344890176,0.1291050468994474,0.059720091774864814,0.10651910952108172,0.1479400264530729,0.1412970348504863,0.2991669978524917,0.4127419039666276,0.4400966224818247,0.49209317564442256,0.28682588411324916,0.36983181304459023,0.42751512733606195,0.4859721975202808,0.6218939586754739,0.0228426395939086,7.573585855151591e-08,0.03927492447129904,0.4236197078484776,0.9236529978464431,0.8833789199696662,0.9846618402699169,0.1631481039754879,0.5576898055635001,1.0,0.20000000000000057,0.0568181818181817,0.27278603749191993,0.7941176470588235,0.12162162162162163,0.17791898332009537,0.011530028473894805,0.021640842124564224,0.015900013220460908,0.01616751555294287,0.005570351910798774,0.016178923473396216,0.009393782776197441,0.02268550262128818,0.022482733501475612,0.024773335016666443,0.032491472650843595,0.014539805793707198,0.01641653626698913,0.15436618676496952,0.05933399885353735,0.09900755620813986,0.10769909838645525,0.09104899790842201,0.14212699096482515,False
1,1,8,1,0.3821930969097176,0.11567436908653811,0.25,0.5799203669323455,0.022465737386891803,4.07830907072732e-09,6.931104052824883e-09,0.0006101698811108785,0.8215044142633063,1.0,1.2874900798265365e-19,0.44776119402985076,0.15625000000000003,0.21814006888633752,0.1379341753598529,0.1848779734253196,0.20331009075792228,0.18725083543703114,0.13937936916340135,0.20466669775648277,0.22712199427328,0.22167813983291676,0.33091341793272644,0.43207974725257187,0.43996436501616853,0.49687014481701197,0.3419686995399815,0.4357550595193636,0.4784060383379626,0.5389318387142212,0.6797379360263529,0.03045685279187821,2.076638274974357e-07,0.048338368580060444,0.3755880168358505,0.9274035911195911,0.8331907781050711,0.9580817857712588,0.27860145979422385,0.6366136286882896,1.0,0.2666666666666672,0.06818181818181819,0.2618778280542987,0.764705882352941,0.14864864864864863,0.14118347895154887,0.008770326397513593,0.006154298174032779,0.010267817846001271,0.005401298739385883,0.004985229181771978,0.01038451524586568,0.011613884535044756,0.0072455593468111,0.023588596024071193,0.009013766648270891,0.013479958135537276,0.011192004529112317,0.012742224846623353,0.020582534366458086,0.04386587923174928,0.03729286097599159,0.03987985781419759,0.06622386683163364,0.06757003142046634,False
1,1,9,1,0.38885394584350025,0.10170748643455932,0.5,0.6588484057477114,0.022465745552320244,1.3604223059296123e-08,7.600165066417625e-09,0.0001505569013693971,0.8565150908461049,1.0,1.2197274440461925e-19,0.4029850746268658,0.14062500000000003,0.21455223880597007,0.060587599606089046,0.11532326061243962,0.1297065614503325,0.08476449750467357,0.06481994837984019,0.12109372662717535,0.15638761424395842,0.13704974239974885,0.312521601755559,0.43461245969812073,0.4449840098189242,0.4951668906135872,0.3338603541859785,0.43983203906339574,0.4989634367009555,0.5605030625490636,0.5571531543768697,0.01015228426395938,1.7413676856372838e-07,0.030211480362537773,0.30354048031691017,0.799796432369987,0.8632847535523185,0.9798211430089904,0.11841126660642204,0.679641739333295,1.0,0.20000000000000057,0.10227272727272727,0.1670094611271082,0.7352941176470583,0.0945945945945946,0.21068308181096107,0.03376063056762253,0.03203181437223833,0.016518735818150696,0.013098259718205137,0.020648303877277605,0.022269216236783417,0.02994967608982656,0.024456186161302417,0.013279840027110853,0.031293604982380006,0.024240086185415618,0.014985771690948413,0.026377769345599107,0.03680027584332663,0.0545167835643077,0.07071336345799539,0.09953284778576596,0.11437614361467549,0.11926329782380686,False
