fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,sigma,d_norm,d_mean,ps_norm,ps_mean,pc_norm,pc_mean,loglikelihood,mhl_norm,mhl_mean,std_y_last_1,mean_std_x_last_1
1,6,0,1,-0.9856518498037716,-0.6240268381817007,1,0.2872595926616739,-161.51156658398398,2.447798586305142,6.660632166283127,2.721070354214517,1.0,5.01683631231416,0.0,0.0,0.0,0.6987643773063739,0.0,0.0,0.0,0.710346703590129,-6.299542627525439,-6.299542627525439,-6.299542627525439,-1.8976466460876669,-6.1968274916887225,-6.1968274916887225,-6.1968274916887225,-1.7949315102509509,0.7043823975884861,0.7737737737737733,1.2028726506001872,0.6856856856856854,0.8333333333333334,1.140549956939796,0.9312552753493174,0.9417458885113996,0.1590089556428326,-0.5112812398092441,2.0,2.2360679775,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.34907690600851,2.0147295377140937
1,6,1,1,0.2272716611174454,-1.320685725151829,1,0.0167097671125306,-156.69935770484472,0.5060616396440707,10.21636744850812,20.18799025291389,1.0,2.153259915195922,0.0,0.0,0.0,0.8387454870548513,0.0,0.0,0.0,0.8638407726329782,-5.818391650973609,-5.818391650973609,-5.818391650973609,-0.9382419118018692,-5.64936258368205,-5.64936258368205,-5.64936258368205,-0.7692128445103101,0.6666666666666666,0.7737737737737733,3.861234314377496,0.641641641641642,0.5,1.035798404430634,0.809031732903917,0.5364023326863995,0.3447363005937212,-0.791538439849141,2.0,2.2360679775,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.860510411415472,1.8617787307102667
1,6,2,1,0.701867253387147,-1.3321238081889963,1,0.7940100310094518,-165.3960508010476,0.4186936163070067,9.717444285409336,23.208962131116017,1.0,22.381424567008896,0.0,0.0,0.0,0.5679818525020749,0.0,0.0,0.0,0.5844455165158933,-6.04859672050288,-6.04859672050288,-6.04859672050288,-2.61310355015368,-5.878209470798081,-5.878209470798081,-5.878209470798081,-2.4427163004488808,0.8333333333333333,0.9939939939939944,2.0479120966650832,0.6636636636636631,0.6666666666666666,0.8612166411987596,0.9475664218773536,0.9818193434471858,0.0641753345126102,-0.6566559630911376,2.0,2.2360679775,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.170596492878733,1.9578292188750654
1,6,3,1,0.6869174284251618,-1.3912872745882592,2,0.4003757368974212,-157.1139966711849,1.3213857727808092,5.747023673329418,4.349239859935084,1.0,4.226240681581672,0.0,0.0,0.0,0.8359850572136288,0.0,0.0,0.0,0.9026551217051048,-6.1504791669496015,-6.1504791669496015,-6.1504791669496015,-1.0087704886760065,-5.696205067291889,-5.696205067291889,-5.696205067291889,-0.5544963890182943,0.7420981285103057,0.8398398398398399,1.086865007492579,0.0250250250250249,0.6666666666666666,1.0344034415446124,0.8923936506595105,0.5986653359634992,0.2103879317892736,-0.3510399678061771,2.0,2.2360679775,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.80896475847405,1.9462888837180266
1,6,4,1,0.4125001617949287,-1.8380679394986648,2,0.7450427286279061,-165.8142098632327,1.513011907442267,11.09375771110108,7.332234238562589,1.0,21.13758315812196,0.0,0.0,0.0,0.8629319203816089,0.0,0.0,0.0,0.847084621050352,-6.55466044265513,-6.55466044265513,-6.55466044265513,-0.8984347194253717,-6.677285341594631,-6.677285341594631,-6.677285341594631,-1.0210596183648732,0.8333333333333333,1.06006006006006,1.7154331750298604,0.4874874874874874,0.8333333333333334,0.9783765379425168,0.9264752167294616,0.856268137648646,0.1360077953663349,-0.6321863557334677,2.0,2.2360679775,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.241762951326958,2.105587729352803
1,6,5,1,0.742239592047289,-0.689424349686643,1,0.7562560941913075,-167.85143760430296,0.8839174984754118,7.522356472159507,8.510247263046756,1.0,9.148094717543804,0.0,0.0,0.0,0.8093172547061831,0.0,0.0,0.0,0.8005416712699677,-5.607669719475743,-5.607669719475743,-5.607669719475743,-1.0692858568106427,-5.669141314611986,-5.669141314611986,-5.669141314611986,-1.1307574519468853,0.7043823975884861,0.9939939939939944,2.996512177445874,0.5975975975975976,0.8333333333333334,1.0973881208522869,0.8776236236923083,0.6985686917507483,0.256476730226352,-0.5207870425323138,2.0,2.2360679775,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.371539420587496,1.7959533270490298
1,6,6,1,0.037836863290817,-1.6296045967374848,1,0.8615999436480969,-159.83077497414155,1.2496686752656754,6.350756104398116,5.08195190461021,1.0,3.83678882104118,0.0,0.0,0.0,0.6292632771113192,0.0,0.0,0.0,0.5723833001336438,-6.77559596667836,-6.77559596667836,-6.77559596667836,-2.5119622443040983,-7.448913553869863,-7.448913553869863,-7.448913553869863,-3.1852798314956017,0.7043823975884861,0.8838838838838833,3.670321730827201,0.2672672672672673,0.5,1.023230209769618,0.9834631433450736,0.9621805081645974,0.0464741153666496,-0.666447578993679,2.0,2.2360679775,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.56730977190058,2.165733864765636
1,6,7,1,0.6548570614930557,-0.9289725596096594,1,0.9879944042845318,-177.37283637578173,0.4245972102620063,9.035872313639684,21.28104494154334,1.0,11.210250310758022,0.0,0.0,0.0,1.1968695270521743,0.0,0.0,0.0,1.1588845950984636,-6.1763228428245815,-6.1763228428245815,-6.1763228428245815,1.215929756988416,-6.378765091087367,-6.378765091087367,-6.378765091087367,1.013487508725631,0.7043823975884861,0.94994994994995,3.4888485160357896,0.641641641641642,0.3333333333333333,0.3416840117793714,0.8680481221240771,0.8440244463036197,0.1595203243162667,-0.5769757751218165,2.0,2.2360679775,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.19457267533862,1.936568532141901
1,6,8,1,0.6338523993102375,-1.5324464133892115,1,0.9793820130305018,-184.83823629833492,1.7201566529193328,17.688149809657677,10.282871492918131,1.0,44.66721953345789,0.0,0.0,0.0,0.7961275807302899,0.0,0.0,0.0,0.8508878979887864,-6.311077208828323,-6.311077208828323,-6.311077208828323,-1.2866545787617598,-5.904917254015027,-5.904917254015027,-5.904917254015027,-0.8804946239484641,0.7043823975884861,1.0380380380380387,7.65391938823014,0.9059059059059056,0.3333333333333333,0.9501769028372292,0.9444327380914996,0.918559506619129,0.1248265211908838,-0.5643239639628264,2.0,2.2360679775,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.617545184293203,2.0760579108715156
1,6,9,1,0.7801622720872228,-0.6262463473889186,1,0.8803582334738195,-163.3836219007978,1.5392580640835862,11.655956063764105,7.572450868206821,1.0,9.100307126221493,0.0,0.0,0.0,0.4778171480086107,0.0,0.0,0.0,0.4836541154979681,-6.286161114925572,-6.286161114925572,-6.286161114925572,-3.2825255390692067,-6.210296738122109,-6.210296738122109,-6.210296738122109,-3.2066611622657435,0.6666666666666666,1.0380380380380387,1.2975171686575868,0.1791791791791794,0.5,0.93324773628815,0.8739784217195078,0.7475949503815096,0.1768613767979753,-0.6900555195660969,2.0,2.2360679775,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.282983326953662,1.9683275583809086
