fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,BFGS,DE,Elitist,MLSL,Non-elitist,PSO,pred_t0,pred_t1,pred_t2,pred_t3,pred_t4,pred_t5,pred_t6,pred_t7,pred_t8,pred_t9,pred_t10,pred_t11,pred_t12,pred_t13,switch
1,1,0,1,0.2196051654581312,0.0643928182810341,0.5714285714285714,0.6773390462126296,0.0146290131337425,6.417229376401821e-09,7.774601361055843e-09,8.808522311181007e-05,0.8610493102648352,0.999999999999996,6.47850154387192e-14,0.9999999999999996,0.145656779661017,0.074864376130199,0.1507239957703112,0.4629768137621541,0.077395401970584,0.2329651655305889,0.4462196861626248,0.0504201680672268,0.4461637991107036,0.0026101784138047,0.003127461490218,0.0042732148342036,0.0103214978175983,0.0046597339926299,0.0055427420748597,0.0077279678690728,0.0201682527595505,0.4790737031405927,0.5439422712998572,0.5640362915238282,0.6235935793084957,0.6057629441964529,0.6540646085984879,0.7157676379554037,0.8061651458200486,0.3611228115408782,0.0554016620498614,7.882473546697679e-08,0.0193548387096774,0.5263157894736845,0.7450529302048645,0.9033837211645483,0.9773551372515292,0.0416174449416781,0.7744754943544677,-5.873061362227396,-5.944722818722708,-5.855118127312972,-5.865434874656545,-5.870655347870077,-1.165667349262966,-0.3010299956635471,-0.3010299956635467,-0.301029995663547,-0.3010299956635467,-0.3010299956635472,-0.3010299956635469,-0.301029995663547,-0.3054764567145373,-0.3352946175942638,-0.3351704799447725,-0.3256984643263851,-0.3544960114815468,-0.3893974799372889,-0.414198503805659,False
1,1,1,1,0.1989620709206899,0.0481802481463292,0.2857142857142857,0.7883028584342382,0.014629013246482,5.28162292732255e-10,6.134467835646183e-09,0.0010218796192258,0.8597897853627678,0.9999999999999944,4.442483652232693e-14,0.9999999999999984,0.145656779661017,0.1529837251356238,0.0766648419107959,0.456432311144353,0.1750678280736827,0.1123309072849778,0.3910128388017116,0.0353226036177182,0.5100659219341663,0.0047479242408007,0.007312581899886,0.008669501324252,0.0148806252118801,0.0076601837640289,0.0100865365066193,0.013105474344989,0.0256999945983624,0.5144813023298507,0.5846617840238187,0.6062093625086322,0.6699420678058758,0.604198683446683,0.6525760685518281,0.7142159666983998,0.8041585764709063,0.3923419401598031,0.0332409972299168,1.1249789223862758e-07,0.0032258064516129,0.4539473684210526,0.7587830302804786,0.9161355345512056,0.975298559631014,0.0493480586119713,0.8134302081302358,-5.843054249195989,-5.800488475256655,-5.905311241278275,-5.841083398566945,-5.8516248850877775,-1.141491680704067,-0.3037550021785493,-0.3010299956635467,-0.3041851407219836,-0.3010299956635467,-0.3092743613896127,-0.3010299956635469,-0.301029995663547,-0.3133650210953131,-0.2992632214829606,-0.3462293363738288,-0.3035829880976554,-0.312757273866959,-0.3382763125988103,-0.3057839174352664,False
1,1,2,1,0.2044321475026996,0.0552821572262183,0.2857142857142857,0.6309884018890659,0.0146290081128931,1.5185216348990233e-08,6.499500755322821e-09,1.821812673055407e-05,0.8188646200743107,0.9999999999999916,1.2333519308862953e-13,0.9999999999999968,0.145656779661017,0.1171790235081374,0.1003465480868037,0.469521316379955,0.0722547479651576,0.248623139084867,0.2724679029957203,0.069790628115653,0.2295375271503545,0.009575992096488,0.0133035276810819,0.0179023699482856,0.0316924620617386,0.0104662527680612,0.0126244081786599,0.017285270427685,0.0344877417631155,0.4425550671967133,0.5033628054428672,0.5232393434885348,0.5814348974415695,0.4861292545065528,0.5238631389279452,0.5732003095217756,0.6417871198714615,0.3730399507452742,0.0249307479224376,4.429062936868708e-07,0.0935483870967742,0.5526315789473686,0.7949951444849925,0.9274856447066449,0.9820388764454356,0.0278662976863273,0.7618041652040662,-5.864395055613727,-5.844339880692028,-5.865538266131559,-5.817060167827721,-5.818626499063036,-1.5265829285551489,-0.3886901993461243,-0.3777136017293355,-0.3158592258955722,-0.3687022519549393,-0.3288516168601893,-0.3115820223701291,-0.301029995663547,-0.3812490929570001,-0.331847566712263,-0.3654056504331625,-0.388764519652608,-0.4160236377776421,-0.3192999187021295,-0.3178522150352489,False
1,1,3,1,0.2085967350282689,0.0550172493825451,0.4285714285714285,0.3590395509704999,0.0146290069450008,1.1759010781799709e-08,5.7684007500969905e-09,2.4097446448552508e-05,0.740380975641795,0.9999999999999896,2.782010422667708e-13,0.9999999999999976,0.1827330508474575,0.0911392405063292,0.1502065016827835,0.4891548242333582,0.1030986719977152,0.1924207136546437,0.3074179743223966,0.0706452072354365,0.2503940556068236,0.005180804117593,0.0073553136132851,0.0090407583684972,0.0183101318771081,0.0076869922937951,0.0102267543529201,0.0130964690924176,0.0295359583807568,0.5259523445150402,0.5975225453475622,0.619620734233255,0.6855904948294163,0.6036697066903786,0.6520207640722361,0.7135750073945419,0.8040821425100964,0.3964022643067517,0.0277008310249307,1.1249789223862758e-07,0.0387096774193548,0.5263157894736845,0.7928812552885851,0.93414585548219,0.9780332496184656,0.0249145314270603,0.7655493406702194,-5.467894143741853,-5.490053967993721,-5.606529108464245,-5.327070317874118,-5.549390935446967,-1.2586305359899492,-0.4104373604028722,-0.3053982083164163,-0.3796828748105331,-0.3631556878312721,-0.4224101247055495,-0.2938932815073531,-0.3193015322779831,-0.3220886263674036,-0.5165334112198652,-0.4400351472459595,-0.3433640101313673,-0.3390604904467891,-0.3345876540974222,-0.3365637830019494,False
1,1,4,1,0.2771658338244732,0.1074270675046338,0.5714285714285714,0.4085755238919366,0.014629010415149,1.577548306507267e-09,5.573910728427854e-09,0.0002998439330028,0.7119243033084666,0.9999999999999852,3.01331350110567e-13,0.9999999999999978,0.1518361581920904,0.084629294755877,0.1396919627225623,0.4956993268511593,0.0311295159217478,0.4572281608538511,0.4863052781740372,0.0505625979205241,0.4790437029400504,0.0033696128706577,0.0051646929102963,0.0074182085153966,0.0160453083871837,0.0042447792672021,0.0063079013767681,0.0092922962273013,0.0216147171390871,0.4999999773672635,0.56807606311769,0.5893566367981693,0.6522206110394672,0.5716916007036084,0.6172126180509443,0.6753796085970369,0.7592368482018984,0.4464638425723559,0.0193905817174514,8.293517957550835e-08,0.0354838709677419,0.5460526315789476,0.80748728870085,0.9299358408183668,0.9856788537884608,0.0559807020837405,0.761291964064033,-5.620820191874792,-5.641726736876247,-5.515831837863471,-5.332638202168203,-5.5731680878137055,-1.2314803421582663,-0.3972013801439893,-0.2981798546647949,-0.3683241230808015,-0.395413512186373,-0.3150456415793787,-0.2950357069173562,-0.3270383520758058,-0.3241635719417597,-0.3932184228260361,-0.3661545130964987,-0.3724615470937688,-0.346664718916336,-0.3252095040833246,-0.331648323044759,False
1,1,5,1,0.3074452764101273,0.1171307533547151,0.7142857142857142,0.6953842603660308,0.0146290139332358,4.060706242722083e-09,7.1611084578965335e-09,0.0001379392387358,0.8965568425293206,0.9999999999999916,3.802305750757559e-13,0.9999999999999992,0.145656779661017,0.081374321880651,0.1403094272588168,0.4629768137621541,0.0825360559760103,0.2213058148055954,0.3228245363766047,0.0247827944737216,0.5396923698524679,0.0034851036083074,0.0046135490245396,0.0064660856650817,0.0153631562790511,0.0057874842348227,0.0070414352360955,0.0103295805982694,0.0269891322791044,0.547707226156246,0.6219757667791843,0.6450062162249802,0.7133967059660867,0.6237300826939376,0.6736880077144796,0.7375177941179106,0.8318731272456614,0.2760796862988925,0.0249307479224376,5.117099488152279e-08,0.0129032258064515,0.5526315789473686,0.7801574411270089,0.9427650285120924,0.9915671360150632,0.0311839794329056,0.8212023230107914,-5.67686714199903,-5.746877731957047,-5.865493401719649,-5.720229130843618,-5.717525180906176,-1.6458780733002245,-0.3924650465137985,-0.388287479770432,-0.3228801556119473,-0.3520172328293923,-0.4631669737534268,-0.292132313308138,-0.4597314296708895,-0.5785184410748121,-0.4730401930189397,-0.8561662831301778,-0.5069049483100538,-0.7082912608494111,-0.6951726051106499,-0.4045022725146484,False
1,1,6,1,0.2197920918751105,0.0596712120395341,0.5714285714285714,0.6196600758523985,0.0146290125294218,1.2576894613149455e-09,7.634470050503463e-09,0.000522003094388,0.7499680408631684,0.999999999999988,2.882210791850504e-13,0.9999999999999976,0.1580155367231637,0.1139240506329114,0.1095832158118615,0.4827973074046372,0.1545052120519777,0.1325872898419582,0.3951497860199713,0.0297678393391254,0.5708652212059471,0.005602869638456,0.0074524437760683,0.0100447804229576,0.019379995102797,0.0075138918932628,0.0094932229393965,0.0132708567053347,0.0287808119886218,0.5221003003709461,0.5930411049304855,0.6152471862742777,0.6807880368416978,0.5903628482365543,0.6374313586639152,0.6977263541441818,0.7855801021276115,0.3856352472968287,0.0304709141274237,1.0692576686660649e-07,0.029032258064516,0.4868421052631579,0.8005140372675881,0.9296617991264756,0.97696685509671,0.0586441548660079,0.7618366081023885,-5.5657166938822655,-5.583772756922155,-5.739178143700868,-5.51692476459372,-5.63079501963189,-1.191120072630947,-0.3626092106019987,-0.308248349315168,-0.3120952597643603,-0.3304880805365771,-0.3661115620647691,-0.2985166597615402,-0.3163278673070872,-0.3089185600443224,-0.3688327474536414,-0.3289410882941065,-0.3420401067762467,-0.3255343494644187,-0.3186016361468418,-0.3254851866993931,False
1,1,7,1,0.1658316716516439,0.029980304937155,0.2857142857142857,0.4311073420742506,0.0146290086917071,5.376687488892534e-11,5.742096908067284e-09,0.0089534005699814,0.6853621655352748,0.999999999999981,1.0420319384042677e-13,0.9999999999999968,0.1580155367231637,0.1463833634719712,0.0855042518754959,0.476065818997756,0.1288019420248465,0.1548600526093959,0.4562054208273893,0.0602478279447372,0.3973219530192211,0.0052956343386675,0.0077968396618857,0.0090591753034459,0.0166257435487254,0.0083026675644776,0.0116989350782119,0.014201316164676,0.0296619926932724,0.5365726531310351,0.6096445229482345,0.632047104549539,0.6987501772289268,0.6170372421375768,0.6666902404060367,0.7296365163455252,0.8224499206314032,0.4716316573825398,0.0193905817174514,7.491752572352397e-08,0.0419354838709677,0.605263157894737,0.8223586903270688,0.9531067861968144,0.9935610364770988,0.0413038928526853,0.7687822817249359,-5.346341720518915,-5.138390611669332,-5.43202200866059,-5.30410454063984,-5.2825769285159945,-1.3506737890067289,-0.998363608408943,-0.3873248242316852,-0.4482154577476544,-0.737740111769773,-0.6972793241496903,-0.5208371820187683,-1.0428990852938282,-0.404197337399333,-0.4569642186714182,-0.4314319275460441,-0.5528145595493943,-0.4786162356994663,-0.4146034932781127,-0.446777006826866,False
1,1,8,1,0.2754852101916059,0.101920108401736,0.4285714285714285,0.6634911311715889,0.014629003070088,3.0708813692621e-09,8.724141562450159e-09,0.0002327927034572,0.8490102004126002,0.9999999999999944,1.7114662890561384e-13,0.9999999999999984,0.145656779661017,0.1432188065099458,0.0821103679298779,0.4629768137621541,0.1183778380693988,0.163182735719729,0.4212553495007131,0.0606751175046289,0.3691350465344015,0.0077227391559248,0.0119895219683858,0.0158690775872517,0.0287694633512795,0.0113060507729558,0.016250511910779,0.0224311987282659,0.0471347818058479,0.5159010535646978,0.5866512582347077,0.6089712321297265,0.6748572480210988,0.597761633627685,0.6459806153683444,0.7074925947033608,0.7981505664032884,0.5021624133121247,0.044321329639889,1.6887946516027277e-07,0.0129032258064515,0.506578947368421,0.8155503452044277,0.9416427677229589,0.982747894684457,0.0406360147221599,0.7708562381264537,-5.828595015066877,-5.784549836567905,-5.849239575892767,-5.741703865394762,-5.843260272366025,-1.2729281453046335,-0.3021713874564233,-0.3010299956635467,-0.3057821038881163,-0.3440366150273833,-0.3075898678533604,-0.2998875702535439,-0.301029995663547,-0.3261354750900476,-0.2992632214829606,-0.3206175067301992,-0.3186134237574529,-0.3048512652671903,-0.3282370328485751,-0.3171126757984189,False
1,1,9,1,0.2925628865952913,0.1022610933227858,0.7142857142857142,0.7220908698135309,0.0146290129289861,1.4646898443222274e-08,8.324332758780049e-09,3.039201013652775e-05,0.8858657224678415,0.9999999999999925,2.9127118733575185e-13,0.999999999999999,0.145656779661017,0.0455696202531646,0.2221381798491295,0.456432311144353,0.0669712980151363,0.2576609922668854,0.2924393723252496,0.086739780658026,0.1996690224062689,0.0046609814862031,0.0075776252997773,0.010813240522057,0.0263859470074172,0.0073287815346169,0.0116373790018225,0.017530464182723,0.0489558732454697,0.5422403788472215,0.6162028484564739,0.6393645469657006,0.7089079966819043,0.6230293686998358,0.6733550100399774,0.7374940320091898,0.8336809815134182,0.3117610078327404,0.0277008310249307,3.2667076994135005e-07,0.0129032258064515,0.5855263157894739,0.7615853203575356,0.9279688335728208,0.9874477568101954,0.0499353890793696,0.8085980517049544,-5.573001265775431,-5.675393685480877,-5.722585347231238,-5.740572148565893,-5.614352630126518,-1.3451015776691917,-0.6006884183828664,-0.3924417162778191,-0.3671883500308057,-0.3550655851587639,-0.4074159567846706,-0.3876137547964156,-0.3710475850704726,-0.534046987961079,-0.4887028142892554,-0.4528384474750058,-0.5021007046140255,-0.3760594794683642,-0.3834178122308979,-0.3659928424714,False
1,1,10,1,0.2144702717429223,0.0575957154918271,0.2857142857142857,0.612267537763015,0.014629008254114,1.406418723962009e-09,8.194270827877038e-09,0.000499085195294,0.7381249800751422,0.9999999999999918,2.8930182239261683e-13,0.999999999999998,0.1518361581920904,0.1236889692585896,0.0981983458862528,0.476065818997756,0.1596458660574039,0.1270698438921174,0.4359486447931526,0.0203674690215069,0.7550614128484793,0.0075470630178526,0.0116908824459431,0.0168293917898584,0.0329507240137798,0.0108581083076999,0.0157688387119742,0.0231781077229886,0.0528484465773087,0.5203457392488191,0.5916490751187776,0.6145096911406555,0.6818617030236221,0.5957288502028271,0.6437795952626714,0.7053378376318796,0.7965777250218611,0.3919858905786451,0.0415512465373961,3.2667076994135005e-07,0.032258064516129,0.5328947368421053,0.8155543271683716,0.9563251339001946,0.9949635065135012,0.0477520586476865,0.7487888149658996,-5.282369938908379,-5.578253491906549,-5.581679137236888,-5.650358554196201,-5.469228981411161,-1.270508275535716,-0.3386539424248563,-0.3264374492780144,-0.3072704160297655,-0.4392892258817522,-0.3712293034712394,-0.2985166597615402,-0.3256764412950124,-0.3141224246654629,-0.3905045462095873,-0.3595414000285554,-0.3482092490962233,-0.3226047595001882,-0.3405240245414487,-0.3181752099157094,False
